,Simplified,Pinyin,Meaning
368,大学生,dàxuéshēng,"man, university/college student, college man, university student, colleger, university, undergrad, undergraduate, college boy, college student, collegian, university_student, undergraduate student, geeks"
369,洗,xǐ,"wash, bathe, sack, develop (film), shuffle (cards/etc.)"
370,农村,nóngcūn,"country, village, countryside, rural area"
371,数学,shùxué,mathematics
372,女士,nǔshì,"senorita, lady, Ms., mum, Senora, educated girl, educated woman, madonna, madam, Miss, woman, ma'am, Madame, madame, gentlewoman, senhorita, dame, mademoiselle"
373,风气,fēngqì,"mores, ethos, order_of_the_day, climate, established practice, genius, genius loci, atmosphere, tone, general mood, common practice, fashion"
374,必然,bìrán,"surely, inevitably, pardi, certainly"
375,难得,nándé,"hard to come by, rare, seldom"
376,乐器,yuèqì,"chime, axe, musical instrument, instrument"
377,果然,guǒrán,"really, as expected, sure enough"
378,安非他命,ānfēitāmìng,"amphetamine sulphate, amphetamine, pep pill, pep bill, speed, benny, upper"
379,床,chuáng,bed
380,局,jú,m.[event]
381,指,zhǐ,point at/to/out
382,戏,xì,"drama, play, show"
383,除非,chúfēi,"conj.: only if/when, unless"
384,订,dìng,"subscribe to, agree on, revise, draw up, staple together, book (seats), conclude, order, book, subscribe, make corrections"
385,研究员,yánjiùyuán,"fellowship, research worker, investigator, boffin, researcher, research_worker, research fellow"
386,唉,āi,"mild exclamation/sigh, Gosh!, My!"
387,着手,zhuóshǒu,"put hand to, initiatory, begin, set to, set_out, institute, proceed, start up, turn_to, fall, spring-clean, embark, go_about, undertake, accede to, enter upon, get to work, set about, commence, enter, put one's hand to, start"
388,热烈,rèliè,ardent
389,按,àn,"press, push down"
390,能源,néngyuán,"energy sources, energy, juice, power sources, energy resources, the sources of energy, sources of energy"
391,其余,qíyū,"etceteras, det.: others, remainder, the rest"
392,找出,zhǎochū,"rout out, find, unearth, rout up, rout, quest, observe, notice, grub, seek_out, dig_out, seek out, discover, find_out, root_out, spy, spot, detect, smoke out"
393,影片,yǐngpiàn,"celluloid, movie_film, flick, production, film, pic, movie"
394,白色,báisè,"White, white, whiteness, White (as symbol of anticommunism), white (color)"
395,可以,kěyǐ,"passable, pretty good, not bad"
396,等待,děngdài,"wait for, await"
397,创作,chuàngzuò,"create, produce, write"
398,等待,děngdài,"wait for, await"
399,年度,niándù,(school/etc.) year
400,慢,màn,"tardy, rude, slow down, slow, slow up, retard, lose, defer, supercilious, postpone, decelerate"
401,缺点,quēdiǎn,"privilege, bug, failing, flaw, demerit, blemish, debit, limitation, mar, defect, glitch, foible, infirmity, blot, vice, drawback, disadvantage, imperfection, blemishment, weakness, tache, defection, shortcoming, malady, frailty, fault"
402,接近,jiējìn,"approach, near, be close to"
403,数据,shùjù,data
404,缺,quē,"be short of, lack"
405,中,zhōng,[aspect]
406,条例,tiáolì,"rules, regulation, enactment, regulations, ordonnance, ordinance, statute, act, prescription, ordinances"
407,药,yào,"healer, medicine, certain chemicals, drug, medicament, medicinal drug, aspirin, medication, remedy, physic"
408,报告,bàogào,"report, make known"
409,身边,shēnbiān,"nearby, side, at hand"
410,改为,gǎiwéi,"change ... into, change to"
411,指标,zhǐbiāo,"directive, characteristic, guideline, quota, index, norm, indication, fingerboard, indicant, loadstar, guiding principle, target, needle, fingerpost, pointer, indicator"
412,沿,yán,along
413,设定,shèdìng,"frame, time"
414,眼光,yǎnguāng,"brainstorm, eye, penetration, view, brainwave, way of looking at things, foresight, discernment, insight, vision, judgment, sight, taste"
415,设定,shèdìng,"frame, time"
416,聪明,cōngmíng,"intelligent, bright, clever"
417,下列,xiàliè,"listed below, following"
418,打电话,dǎdiànhuà,make telephone call
419,举,jǔ,"lift, raise, hold up, cite, propose"
420,医学院,yīxuéyuàn,"faculty of medicine, medical school, school of medicine"
421,参考,cānkǎo,reference
422,大自然,dàzìrán,"wild, earth, nature, natural state, state of nature"
423,骑,qí,"ride/sit astride, ride astride, override, get_onto, sit on the back of, sit, stride, ride_on, ride, mount, pedal, sit astride, bestraddle"
424,人际,rénjì,human relation
425,汉人,hànrén,"Han, Han people, people of Han Dynasty, Han person/people, Han person, people, the Hans, the Han people, Han ethnic group"
426,剩下,shèngxià,"be left over, leave, be left (over), be left, remain"
427,传播,chuánbò,"disseminate, propagate, spread"
428,自从,zìcóng,since
429,传播,chuánbò,"disseminate, propagate, spread"
430,冠军,guànjūn,champion
431,学会,xuéhuì,"learned society, (scholarly) association"
432,海洋,hǎiyáng,"briny, profound, main, deep, sea, oceanic, Neptune, brine, nautical, ocean, seas and oceans"
433,彷彿,fǎngfú,"seem, be like"
434,东京,dōngjīng,"Japanese capital, Tokio, Tokyo, Yeddo, Tongking, Yedo, capital of Japan, Edo, Tonkin"
435,负担,fùdān,"burden, load, encumbrance"
436,知名,zhīmíng,"noted, famous"
437,那儿,nǎēr,that place
438,争议,zhēngyì,"controvert, controversy, dispute, disputation"
439,实质,shízhí,"quintessence, substantial, essence, meat, parenchyma, kernel, substantiality, measure, being, quiddity, solidity, substance, matter"
440,查询,cháxún,inquire into/about
441,校务,xiàowù,administrative affairs of school/college
442,部队,bùduì,"military personnel, troops, troop, regular army, soldiery, army, party, company"
443,火车,huǒchē,"choo-choo, railroad train, car train, marshalling_yard, puff-puff, train"
444,幼稚园,yòuzhìyuán,"nursery school, preschool, infant_school, kindergarten"
445,话题,huàtí,"talking_point, theme, gambit, subject of a talk, ground, talk, talking point, topic, chapter, topic of conversation"
446,感谢,gǎnxiè,"thank, be grateful"
447,奖金,jiǎngjīn,"pewter, gainings, money award, gratuity, bounty, stakes, subsidy, prix, premium, incentive, prize money, perquisite, purse, winnings, stake, prize, bonus, gratification"
448,大师,dàshī,"great master, lord, workmaster, artiste, Very Reverend, overlord, master, priest, maestro, non-Christian priest, Great Master"
449,联络,liánluò,contact
450,原始,yuánshǐ,"original, firsthand, primeval, primitive"
451,北市,běishì,capital of Republic of China on Taiwan
452,课题,kètí,"task, problem, question for study, subject, topic, question for discussion, discussion, topical, question for study/discussion"
453,路线,lùxiàn,"track, path, cart track, way of life, itinerary, route, cartroad, course, road, channel, line, way, routeway, pipeline, curriculum"
454,信仰,xìnyǎng,belief
455,英雄,yīngxióng,hero
456,契约,qìyuē,"legal instrument, charter, bond, bargain, covenant, legal document, compact, stipulation, agreement, instrument, bargaining, pact, obligation, clause, paction, booking, affiance, indenture, promise, article, contract, concordat, official document, deed, handfast"
457,订定,dìngdìng,"provide, prescribe"
458,批评,pīpíng,criticize
459,法院,fǎyuàn,"judicature, (law) court, judicatory, bar, courthouse, law court, court, tribunal, judiciary, banc, court of justice, jug, banco, forensic"
460,订定,dìngdìng,"provide, prescribe"
461,爱情,àiqíng,"god, warmheartedness, affection, love_affair, heart, kindness, tenderness, bosom, love, fondness, romantic love, affectionateness"
462,依据,yījù,"according to, on the basis of, judging by"
463,适用,shìyòng,"applicable, lend oneself, apply, be applicable, suit"
464,学位,xuéwèi,"academic_degree, degree, academic degree"
465,水库,shuǐkù,reservoir
466,千,qiān,det.: thousand
467,民主,mínzhǔ,democratic
468,赞成,zànchéng,"endorsement, agree with, stand, assent, favor, cotton, uphold, subscribe, support, see, clear, approve, agree, sympathize, second, approve of, jibe, assist, indorse, optional, plump_for, favour, endorse"
469,好奇,hàoqí,"curious, full of curiosity"
470,科威特,kēwēitè,"Koweit, Kuwait, capital of Kuwait"
471,体会,tǐhuì,"know/learn from experience, realize"
472,熊猫,xióngmāo,"lesser panda, panda bear, binturong, giant panda, Ailurus fulgens, coon bear, Ailuropoda melanoleuca, red panda, panda, bear cat, cat bear, Arctictis bintourong, bearcat"
473,暂时,zhànshí,temporarily
474,万,wàn,"det.: ten thousand, myriad, multitudinous"
475,较为,jiàowéi,"fairly, kind of, rather, sort of, comparatively, kinda, a little, relatively"
476,单纯,dānchún,"simple, pure, plain, artless"
477,透露,tòulù,"expose, disclose, divulge, develop, impart, unrip, confide, sound, fall, disembosom, get around, reveal, let_on, disclosure, let on, leakage, divulgence, get out, discover, let out, leak, declare, break, give away, bring out"
478,品牌,pǐnpái,"brand, make, trademark"
479,候选人,hòuxuǎnrén,"aspirant, nominee, campaigner, candidate, candidate (for election)"
480,单纯,dānchún,"simple, pure, plain, artless"
481,看来,kànlái,"it looks as if, it appears, it seems, it look as if"
482,内涵,nèihán,"intension, comprehension, intention, connotation"
483,登记,dēngjì,"register, check in"
484,棵,kē,"head, tuft, m.[general],"
485,会长,huìzhǎng,president (of club/society/etc.)
486,核心,héxīn,"nub, nucleus, meat, heart, core group, substance, center, core, the center, crux, essence, root, kernel, nitty-gritty, inwardness, pith, sum, marrow, bosom, gist"
487,家具,jiājù,"household goods, movable, furnishings, furniture, home furnishings, household stuff, implement, household furnishings, fitment"
488,座谈会,zuòtánhuì,"colloquium, symposiac, panel_discussion, an informal discussion meeting, symposium, teach-in, forum, symposia, conversazione, panel discussion"
489,症状,zhèngzhuàng,symptom
490,火,huǒ,"fire;internal heat, anger, temper;firearms, ammunition"
491,一带,yīdài,"neighborhood, area, region, district"
492,患者,huànzhě,"patient, subject, sufferer"
493,很少,hěnshǎo,seldom
494,有名,yǒumíng,"well-known, famous"
495,依照,yīzhào,"according to, in light of"
496,忘记,wàngjì,"misremember, block, blank out, neglect, overlook, draw a blank, leave_out, disremember, fail, forget"
497,小型,xiǎoxíng,"spyglass, miniature, small-sized, bar, small-scale, pettiness"
498,占,zhàn,"constitute, make up, account for"
499,手段,shǒuduàn,"resource, recourse, vehicle, wile, stratagem, gambit, artifice, instrument, twist, road, trick, ploy, shift, resort, polity, step, instrumentation, plan of attack, communication, artillery, finesse, means, channel, approach, implement, medium, gimmick, attack, device, refuge, method, instrumentality, stepping-stone, gateway, ministry, measure, way, tactic, expedient, quomodo, machinery, t"
500,优秀,yōuxiù,"outstanding, excellent"
501,倒是,dàoshì,"actually, contrariwise"
502,明星,míngxīng,"headliner, lucida, (movie/etc.) star, impersonator, (movie, famous performer, stardom, Venus, star, etc.) star, movie_star"
503,吸收,xīshōu,"absorb, suck up, assimilate, recruit"
504,人格,réngé,"lot, fibre, fiber, character, spirit, selfhood, manhood, personality"
505,指数,zhǐshù,"exponential, index, index number, index (number), indicant, exponential function, exponent, power, index_number, indicator"
506,做好,zuòhǎo,do well
507,动态,dòngtài,"situation, the movement (in a certain sphere of human activity), development, trend, dynamic state, dynamic, trends"
508,游泳,yóuyǒng,"fin, swim, bathe"
509,不如,bùrú,be unequal/inferior to
510,出生,chūshēng,be born
511,遂,suì,"accordingly, therewith, and then, and so, thereupon, so, with that, then"
512,当作,dāngzuò,"regard_as, regard as, look upon as, treat as, presume"
513,会,huì,"can, be able to, be good at, be skillful in"
514,学问,xuéwèn,"lear, ology, lore, knowledge, learning, acquirement, learnedness, cognition, erudition, letter, eruditeness, scholarship"
515,尝试,chángshì,"attempt, try"
516,全民,quánmín,"whole/entire people, all the people"
517,部落,bùluò,tribe
518,赚,zhuàn,"knock_up, garner, take in, clear, make profit, earn, gain, draw, realize, make a profit, do, bring_in, get, pull_in, make, bring in, pick_up, pull in"
519,联合国,liánhéguó,"alignment, United Nations, United_Nations, alliance, confederation, coalition, confederate, alinement, UN"
520,摆,bǎi,"place, put, arrange"
521,赚钱,zhuànqián,"profit, gain, make profit, cash in on, earn money, make money"
522,与会,yǔhuì,participate in conference
523,鸟类,niǎolèi,"clutch, avian, avifauna, sanctuary, birdlife, feather, Aves, birds"
524,答应,dāyìng,"agree, promise"
525,挂,guà,"hang, put up, hitch, ring up"
526,石头,shítou,"stony, chimney, rock, lapis, stone"
527,挫折,cuòzhé,"frustratio, rebuff, defeat, founder, frustration, reverse, breakdown, blight, setback, throwback, abortion, backset, flivver, dash, cross"
528,飞行,fēixíng,fly
529,行程,xíngchéng,"throw, travel, tenor, itinerary, route, journey, route/distance of travel, distance of travel, stroke, route of travel"
530,理性,lǐxìng,reason
531,夫人,fūrén,"Lady, lady, memsahib, milady, Dona, Mistress, dona, grande dame, donna, Mrs, mum, Senora, grace, senora, Mrs., madam, Frau, miladi, missus, senhora, wife, ma'am, Madame, madame, missis, Ladyship, Signora, signora"
532,累,lèi,"tire, build by piling up, pile up, strain, weary, toil, accumulate, involve, tired, burthen, work hard, accumulation, fatigued, wear out"
533,转变,zhuǎnbiàn,"change, transform"
534,本质,běnzhí,"suchness, basic nature, intrinsic quality, substantial, essentiality, innate character, entity, essential quality, basics, inbeing, essential, nature, self, feather, intrinsic, quiddity, being, substance, metal, quintessence, principle, kind, hypostasis, essence, fiber, internal, spirit, inwardness, woof, basis, gist"
535,上班,shàngbān,"start work, go to work, be on duty"
536,兴奋,xīngfèn,excited
537,那边,nàbiān,"beyond, that side, there"
538,兴奋,xīngfèn,excited
539,带动,dàidòng,"drive, spur on, bring along"
540,急,jí,"rapid, fast, violent"
541,带动,dàidòng,"drive, spur on, bring along"
542,捷运,jiéyùn,Rapid Transit
543,诸,zhū,"various, Zhu, det.: all, Chu"
544,广,guǎng,"wide, spread, vast, expand, numerous"
545,庆祝,qìngzhù,"fete, celebration, keep, festive, commemorate, celebrate, observe, rejoice, felicitate"
546,司机,sījī,driver
547,难过,nánguò,"uncomfortable, feel bad, feel sorry, have hard time, bad, sad, have a hard time, be grieved, sorry"
548,高雄市,gāoxióngshì,Kaohsiung city (a city in Taiwan)
549,习惯,xíguàn,be accustomed/used to
550,出席,chūxí,"attend, be present"
551,外界,wàijiè,"external world, external/outside world, the outside world, outside, environment, outside world, externality, external, the external world"
552,女孩子,nǔháizi,"babe, colleen, sissy, popsy, gal, girl"
553,语法,yǔfǎ,"phraseology, parlance, language, syntax, locution, sentence structure, grammar, expression, wording, phrasing, phrase structure, diction"
554,页,yè,"page, leaf, m.[general], ,sheet of paper, sheet, piece, piece of paper, folio"
555,阅读,yuèdú,"study, read, peruse"
556,头,tóu,m.[general]
557,借,jiè,lend
558,拍摄,pāishè,"take (picture), shoot (film)"
559,家族,jiāzú,"tribe, covey, family line, race, household, menage, ilk, kinfolk, kin, clan, kinsfolk, phratry, kinship group, kindred, folk, people, kin group, sept, family"
560,身心,shēnxīn,body and mind
561,专门,zhuānmén,"special, specialized"
562,可怜,kělián,"condole with, have pity on, sympathize with, abject, compassionate, lugubrious, feel for, pity"
563,舞蹈,wǔdào,"dancing, saltation, nautch, dance, terpsichore, choreography, stage dancing"
564,味道,wèidào,"gustatory perception, gust, tang, taste perception, feeling, savor, flavor, taste sensation, savour, streak, flavour, relish, sapidity, smatch, soupcon, tincture, tasting, smell, smack, gustatory sensation, suggestion, snack, taste"
565,个案,gèàn,case (in law/etc.)
566,事先,shìxiān,"ahead, beforehand, in advance, in_advance, aforetime, aforehand"
567,大专,dàzhuān,community colleges
568,下面,xiàmiàn,"next, lower level, underside, following, underneath, subordinate, undersurface"
569,下,xià,m.[activity]
570,练习,liànxí,"practice, exercise"
571,就算,jiùsuàn,"conj.: even if, granted that"
572,南非,nánfēi,South Africa
573,表情,biǎoqíng,"brow, air, countenance, glow, look, cast, visage, expression, facial expression, gesture, business, dramatics, facial gesture"
574,耶,yé,particle: used when informing sb. of st.; expressing exclamation
575,藉着,jièzhe,depend/rely on
576,以致,yǐzhì,"conj.: so that, with the result that"
577,自杀,zìshā,commit suicide
578,助理,zhùlǐ,"aide, adjunct, coadjutant, assistant, ancillary, auxiliary"
579,自杀,zìshā,commit suicide
580,洞,dòng,"aperture, hole in the ground, kennel, puncture, excavation, perforation, bore, cave, howe, opening, gap, hole, orifice, scoop, hollow, cavity"
581,测试,cèshì,test
582,台北市,táiběishì,Taipei
583,欧美,ōuměi,Europe and America
584,奖励,jiǎnglì,"reward, award"
585,杯,bēi,m.[container]
586,体验,tǐyàn,learn through practice/experience
587,浪费,làngfèi,"waste, squander"
588,体验,tǐyàn,learn through practice/experience
589,个人电脑,geréndiànnǎo,"personal computer, personal_computer, PC"
590,本人,běnrén,"myself, principal, in person, I, me, oneself, identity"
591,口,kǒu,"opening, entrance, gate, crossing, intersection, river month"
592,质疑,zhíyí,"call in question, challenge"
593,血液,xiěyè,blood
594,走向,zǒuxiàng,"move toward, head for"
595,形态,xíngtài,"configuration, figuration, pattern, conformation, form, modality, appearance, contour, shape, morphology, morph"
596,步骤,bùzòu,"process, instance, demarche, method, measure, approach, procedure, place, step, move"
597,视觉,shìjué,"seeing, vision, visual sense, visual sensation, ocular, eyesight, sight, visual"
598,正面,zhèngmiàn,"right side, head, head-on, face, front, the right side, facade, obverse/right side, the obverse side, frontispiece, frontal, frontage, obverse side, obverse"
599,收费,shōufèi,"collect fees, charge"
600,促使,cùshǐ,"incite, prod, prompt, spur, send, motive, induce, trigger, urge, bring on, cause, propel, shame, instigate, impel, actuate, motivate, bear on, push, get, move"
601,补助,bǔzhù,subsidize
602,阶层,jiēcéng,"section, circle, degree, social stratum, stratum, echelon, hierarchical, walk in life, walk_of_life, rank"
603,期望,qíwàng,"expectation, hope"
604,实验室,shíyànshì,"lab, science lab, laboratory"
605,皮肤,pífū,"leather, chap, integument, hide, cutis, complexion, brunet, cutaneous, bark, fell, derma, brunette, skin, transplant"
606,病患,bìnghuàn,"disease, illness, sickness, ailment, patient"
607,武器,wǔqì,"enginery, steel, arming, armament, weapons system, hardware, armored, armature, munition, weaponry, artillery, implements of war, armory, arms, ammunition, armor, weapon, arm, armoring"
608,日益,rìyì,increasingly
609,大都,dàdōu,"for the most part, mostly"
610,奖,jiǎng,"award, prize, reward"
611,检讨,jiǎntǎo,"discuss thoroughly, self-criticize"
612,萤幕,yíngmù,"television set, silver screen, monitor, screen, projection screen, fluorescent screen"
613,检讨,jiǎntǎo,"discuss thoroughly, self-criticize"
614,禁止,jìnzhǐ,"estop, inhibit, bar, outlaw, banish, forbid, suppress, interdict, defend, taboo, veto, prohibit, enjoin, blackball, restrain, debar, proscribe, negative, disallow, relegate, nix, prohibition, ban"
615,起来,qǐlái,"to stand up, to rise"
616,辅大,fǔdà,FuJen Catholic University
617,旅客,lǔkè,"journeyer, guest, hotel guest, traveler, traffic, wayfarer, viator, rider, traveller, passer, passenger"
618,绘画,huìhuà,painting
619,用,yòng,"use, good"
620,生,shēng,"unripe, green, raw, uncooked, unprocessed, crude, unfamiliar, strange, stiff, mechanical"
621,脚步,jiǎobù,"footfall, tread, pace, foot, footstep, step"
622,设计师,shèjìshī,"architect, designer, stylist"
623,救,jiù,"relief, relieve, help, salve, salvage, rescue, save, succour"
624,纳入,nàrù,"take_in, bring ... into, to intake, integrate, to subsume, channel ... into, incorporate, channel into, bring into, to bring into, to fit into"
625,南部,nánbù,"meridional, the southern part of the country, southern part, South, south, the south"
626,害,hài,"harm, injure, kill"
627,计程车,jìchéngchē,"hack, taxicab, taxi, (metered) taxi, taximan, cab"
628,光,guāng,"solely, merely, only"
629,贵,guì,"expensive, costly, highly valued"
630,现代化,xiàndàihuà,modernize
631,破,pò,"tear, split up, defeat, expose, eradicate, lay bare, cleave, expose the truth of, worn-out, break with, come apart, destroy, capture (city/etc.), defeat (enemy), broken, expose (lie/etc.), destruction, cut, separate, tattered, reveal truth, fall apart, beat, capture, split, not intact, rupture, get rid of, do away with, break"
632,吹,chuī,"fall through (of plans), wind, fall through, tout, play, gasconade, shoot a line, blow, break up, chuff, vaunt, boast, brag, gas, bluster, talk big, break off, toot, swash, play (wind instruments), huff, puff, land"
633,勇气,yǒngqì,"gameness, pluck, guts, mettle, braveness, grit, heart, moxie, courage, backbone, boldness, pride, gutsiness, nerve, pecker, courageousness, valour, spirit, spunk, gallantry, valor, virtue, audacity, bravery, pluckiness, gumption, sand, gut, valiance"
634,现代化,xiàndàihuà,modernize
635,气候,qìhòu,"situation, clime, climatic, climate, weather, climactic"
636,化学,huàxué,"chemical science, chymistry, stink, chemical, chemistry"
637,巴西,bāxī,Brazil
638,人权,rénquán,human rights
639,这么多,zhèmeduō,det.:so much/many
640,生涯,shēngyá,"career, pilgrimage, profession, time"
641,文件,wénjiàn,"page, documental, archive, writ, documents, data file, paper, document, judicial writ, literature, circular, documentation, portfolio, archives, file, written document, papers"
642,简直,jiǎnzhí,"simply, really"
643,导向,dǎoxiàng,orientation
644,仪式,yíshì,"religious rite, ceremonial occasion, deeds, practice, form, rituality, office, formality, ritual, circumstance, ceremony, formalness, exercise, powwow, observance, ceremonial, rite, works"
645,用途,yòngtú,"purpose, service, help, use, value, mileage, avail"
646,生长,shēngzhǎng,"grow, develop"
647,舞台,wǔtái,"board, arena, bandstand, stage, proscenium, boards"
648,逢,féng,"meet, come upon"
649,生长,shēngzhǎng,"grow, develop"
650,义工,yìgōng,volunteer
651,科学家,kēxuéjiā,scientist
652,业主,yèzhǔ,proprietor
653,军队,jūnduì,"military personnel, troops, armed forces, armament, military, soldiery, force, Sabaoth, array, army troops, military unit, host, military force, cohort, battalion, legion, troop, regular army, army, armed_forces, rank"
654,各自,gèzì,"each, respective, severalty, oneself"
655,如果说,rúguǒshuō,conj.: if
656,案件,ànjiàn,"a police case, law case, case (of law/etc.), a legal case, case"
657,爆发,bàofā,"erupt, burst/break out"
658,有如,yǒurú,"seem, be like"
659,各界,gèjiè,"all circles, all walks of life"
660,题目,tímù,"exam questions, head, lemma, theme, thesis, examination questions, question, text, title, ground, subject, topic, exercise problems, chapter, caption, rubric, heading"
661,街头,jiētóu,"street corner, street_corner, street (corner), street"
662,宽,kuān,"wide, broad, generous, lenient, comfortably off, well-off, relax, relieve, extend"
663,有如,yǒurú,"seem, be like"
664,爆发,bàofā,"erupt, burst/break out"
665,底,dǐ,"underside, bottom, base, end, ground"
666,决策,juécè,policy decision
667,抱,bào,"hold/carry in arms, adopt, hatch, brood"
668,故宫,gùgōng,"former imperial palace, National Palace Museum, Palace Museum"
669,杰出,jiéchū,"excel at, exceed, shine at, outstanding, stand_out"
670,窗,chuāng,"winnock, aspect, window, casement"
671,说明,shuōmíng,"explanation, illustration, show"
672,粮食,liángshí,"victuals, victualage, provisions, nutrient, ration, sustentation, provision, provender, food, purveyance, sustenance, foodstuff, commissariat, cereals, bread, viands, grain"
673,固然,gùrán,"conj.: though, although"
674,变迁,biànqiān,"vicissitudinary, change"
675,议题,yìtí,"item on the agenda, head, question, topic for discussion, topic for/under discussion, topic under discussion, subject under discussion, under discussion, topic for"
676,凡,fán,conj.: whatever
677,太多,tàiduō,det.: a lot of
678,民俗,mínsú,"folklore, folk, folk custom, folkways"
679,唱片,chàngpiàn,"pressing, waxing, cut, disc, phonogram, phonograph record, record, disk, wax, phonorecord, platter, recording, gramophone record, phonograph recording"
680,实验,shíyàn,"test, experiment"
681,处于,chǔyū,"go, be in, be (in a certain condition)"
682,效益,xiàoyì,"beneficial result, benefit"
683,古典,gǔdiǎn,classical
684,构想,gòuxiǎng,proposition
685,期望,qíwàng,expect/hope earnestly
686,推荐,tuījiàn,recommend
687,收集,shōují,"collect, gather"
688,推荐,tuījiàn,recommend
689,命,mìng,"life, lot, fate, destiny"
690,车辆,chēliàng,"voiture, vehicular traffic, vehicle, cars, vehicle traffic, car, vehicles, carriage, rolling_stock, equipment"
691,收集,shōují,"collect, gather"
692,实践,shíjiàn,practice
693,商人,shāngrén,"merchandiser, trader, businessman, merchant, monger, trafficker, chapman, dealer, cit, merchantman, tradespeople, merchantry, bargainer, man of affairs"
694,华航,huáháng,China Airlines
695,头发,tóufǎ,"barba, chevelure, lock, head of hair, hair, tress, mane, hair (on human head)"
696,实践,shíjiàn,practice
697,描述,miáoshù,describe
698,潮流,cháoliú,"stream, tidal flow, tidal_current, tideway, trend, movement, wind, sea, fashion, tide, tidal current"
699,若干,ruògān,"det.: a certain number, how many"
700,方,fāng,"just, only just/then"
701,台湾人,táiwānrén,Taiwanese
702,领袖,lǐngxiù,"foreman, leader, head, guru, cob, doyen, cacique, Duce, duce, gaffer, chief, boss, soul, sovereign, honcho"
703,众多,zhòngduō,"multitudinous, numerous"
704,故意,gùyì,"purposive, deliberate, willful, intentional"
705,和谐,héxié,"harmonious, concordant"
706,取缔,qǔdì,"ban (publication old custom etc.), punish violator"
707,抽,chōu,"lash, whip, thrash"
708,大地,dàdì,"terra_firma, mother earth, mold, earth, soli"
709,大门,dàmén,"barndoor, portal, main entrance, front_door, gate, door, entry, main door/gate, front door, main entrance/door/gate, entrance"
710,追,zhuī,"reminiscence, to pursue, course, reminisce, trace, chase after, recall, follow, chase, pursue, go after, to chase after, look into, pursuit, heel, chevy, find out, get to the bottom of, seek, run after"
711,性别,xìngbié,"sexuality, grammatical gender, sexual distinction, sex, gender"
712,邀,yāo,invite
713,入学,rùxué,"enter a school, enrol, college, enter school, enter, start school, matriculate, enter college"
714,伤害,shānghài,"injure, harm"
715,更新,gēngxīn,"renew, replace"
716,呈,chéng,"assume (form, color, etc.)"
717,更新,gēngxīn,"renew, replace"
718,中学,zhōngxué,"middle_school, grammar_school, secondary school, Ch. learning, middle school, high_school, grammar school"
719,吴,wú,"Wu, Wu Kingdom (222-280), a leading authority on Ming history, Wu Kingdom, southern Jiangsu and northern Zhejiang, Zhou period state, Surname"
720,保障,bǎozhàng,"ensure, guarantee, safeguard"
721,书籍,shūjí,"volume, page, classic, books, fascicule, works, literature"
722,四周,sìzhōu,"all around, fringe, surrounding, periphery, environment, outer boundary, on all sides, on every side, vicinity"
723,客观,kèguān,objective
724,户,hù,m.[general]
725,检验,jiǎnyàn,"test, examine, inspect"
726,蒐集,sōují,"collect, gather"
727,检验,jiǎnyàn,"test, examine, inspect"
728,独特,dútè,"special, distinctive, unique"
729,无奈,wúnài,be helpless
730,肉,ròu,"pulp, chilli, cabobs, meat, lobscouse, paella, meaty, fleshy, flesh, marmite"
731,无限,wúxiàn,"infinite, limitless"
732,观赏,guānshǎng,"enjoy sight of, see and enjoy"
733,可能性,kěnéngxìng,"possible action, chance, potentiality, likelihood, probability, expectation, contingency, potential, opening, odds, eventuality, expectancy, possibility, feasibleness, capability, capableness, presumption, likeliness, possible, feasibility"
734,无奈,wúnài,be helpless
735,现代人,xiàndàirén,"contemporary, neoteric, modernist, modern man, Homo sapiens sapiens, modern"
736,情势,qíngshì,"aspect, things, appearance, terrain, topographical features, trend of events, circumstances, situation, plight, swim, regime"
737,推展,tuīzhǎn,expand
738,师大,shīdà,"normal university, National Taiwan Normal University"
739,宣布,xuānbù,"declare, proclaim, announce"
740,律师,lùshī,"scribe, counsellor, advocate, gown, avocat, solicitor, barrister, lawyer, counsel, jurist, counselor, counselor-at-law, attorney"
741,宣布,xuānbù,"declare, proclaim, announce"
742,波斯湾,pōsīwān,Persian Gulf
743,饮食,yǐnshí,"dietetic, fare, food and drink, trencher, refection, diet"
744,睡觉,shuìjiào,"turn_in, log Z's, doss, slumber, catch some Z's, go to bed, sleep, doss down, crash, go_to_sleep, hit_the_sack, kip"
745,空,kòng,"free, with spare time"
746,联合,liánhé,"unite, ally"
747,可见,kějiàn,therefore
748,访,fǎng,"see, visit, pay a visit, seek by search, try to get, search, call on, seek by inquiry/search, seek by inquiry or search, seek by inquiry"
749,电力,diànlì,"electrical line of force, electrical energy, power, electricity, potential, electric power"
750,失望,shīwàng,"become disappointed, lose (hope/faith)"
751,乡,xiāng,"home village/town, country, countryside, native place, rural area, town, village, township (under county), township, country(side), home village, hamlet, home town"
752,旅馆,lǔguǎn,"gasthaus, caravanserai, nonresident, roadhouse, hotel, lodge, hostler, hostel, fonda, ordinary, inn, hostelry"
753,政党,zhèngdǎng,political party
754,取消,qǔxiāo,"cancel, abolish, nullify"
755,地面,dìmiàn,"(earth's) surface, ground, floor, region"
756,防止,fángzhǐ,"estop, guard against, preclude, prevention, inhibit, avoidance, help, cumber, prevent, forbid, prohibit, obviate, restrain, deter, avoid, head_off, debar, guard, help oneself, ward_off, constrain, ward, encumber, avert, ward off, disenable, forfend, shield, countercheck, forestall, keep_from, foreclose"
757,取消,qǔxiāo,"cancel, abolish, nullify"
