,Simplified,Pinyin,Meaning
423,身份,shēnfèn,"state, dignity, station, estate, body, estate of the realm, capacity, status, standing, caste, doctorate, place, identity, condition"
424,解释,jiěshì,"explanation, interpretation"
425,计画,jìhuà,plan
426,水果,shuǐguǒ,fruit
427,发明,fāmíng,invention
428,户外,hùwài,"air, outdoor, open_air, out-of-doors, open, outdoors, open air, open-air"
429,司法,sīfǎ,"justice, judicature, administration of justice, judicatory, judiciary, judgeship, judicial, judgship"
430,热门,rèmén,"favorite, in great demand, popular"
431,环保局,huánbǎojú,"State Bureau of Environmental Protection, Bureau of Environmental Protection"
432,解放,jiěfàng,"liberate, emancipate"
433,草,cǎo,"female (of animals), herb, herbage, female, careless, hasty, grass, rough, wort, draft, straw"
434,东吴,dōngwú,Soochow University
435,幸运,xìngyùn,"very fortunate, lucky"
436,解放,jiěfàng,"liberate, emancipate"
437,违规,wéiguī,violate rule/regulation
438,下来,xiàlái,come down from a higher place
439,热心,rèxīn,be enthusiastic about
440,算,suàn,"calculate, compute, figure, include, count, plan, think, suppose"
441,领,lǐng,"receive, draw, get, have jurisdiction over, be in possession of"
442,创新,chuàngxīn,"bring forth new ideas, blaze new trails"
443,电,diàn,electricity
444,灵魂,línghún,"god, anima, Psyche, psyche, spirit, pneuma, ghost, manes, soul"
445,尊严,zūnyán,"honour, dignity, loftiness, face, worship, self-regard, majesty, sanctity, self-respect, dignified, stateliness, self-esteem, honor"
446,协商,xiéshāng,"consult, talk things over"
447,网,wǎng,net
448,军人,jūnrén,"soldiery, soldier, swordsman, buffcoat, armyman, serviceman, military"
449,物件,wùjiàn,"thing, article, object"
450,省府,shěngfǔ,Taiwan Provincial Government
451,背,bèi,"learn by heart, recite from memory"
452,书法,shūfǎ,calligraphy
453,违规,wéiguī,violate rule/regulation
454,创新,chuàngxīn,"bring forth new ideas, blaze new trails"
455,运输,yùnshū,transport
456,礼拜,lǐbài,week
457,观,guān,"look at, watch, observe"
458,愿望,yuànwàng,"wish, desire, pleasure, Eros, will, orexis, desirability, dream, wishfulness, mind, mirage, wistfulness, aspiration, ambition, hope"
459,临床,línchuáng,clinical
460,练,liàn,"practice, exercise, boil and scour raw silk, educate, reeducate, nurture, coach, hone, drill, school, lunge, break, breed, train"
461,麻烦,máfán,"trouble sb., bother"
462,当成,dāngchéng,"regard as, take for, consider as, regard/consider as, treat as, regard"
463,皇帝,huángdì,emperor
464,男孩,nánhái,"feller, sonny boy, male child, tad, sonny, laddie, lad, child, man-child, cub, blighter, Jack, male offspring, boy"
465,有钱,yǒuqián,"wealthy, be wealthy, be rich, rich, moneyed"
466,瑞士,ruìshì,"Svizzera, Swiss Confederation, bise, Schweiz, Switzerland, Suisse"
467,何况,hékuàng,"conj.: much less, let alone, all the more"
468,扩充,kuòchōng,"expand, strengthen, augment"
469,奖励,jiǎnglì,"encourage and reward, award"
470,分佈,fēnbù,"be distributed (over an area), be scattered"
471,竞赛,jìngsài,"contest, competition"
472,对应,duìyìng,"correspondence, harmonize, map, homologous, corresponding, mapping, agree, reciprocal, counterpart, represent, stand for, accord, equate, homologize, correspond"
473,严肃,yánsù,"serious, solemn"
474,脱离,tuōlí,"depart, disaffiliate, sever, wander, disengage, renegade, defect, secede, splinter, break away, drop_out, free, opt, extricate, bolt, separate oneself from, break up, be divorced from, separate, deviate, swerve, break_loose, prescind, escape_from, pervert"
475,主委,zhǔwěi,head member of a committee
476,应付,yìngfù,"hack, cope_with, treat, stand, bridge_over, come_on, do sth. perfunctorily, cope with, handle, cope, do ... perfunctorily, deal/cope with, cut, make do, deal, deal with, respond"
477,注意到,zhùyìdào,"find, acknowledge, mark, discover, observe, pay attention to, heed, notice, realize, detect, catch, note"
478,安装,ānzhuāng,"install, erect, fix, mount"
479,国王,guówáng,"regal, crowned_head, Rex, crown, kingdom, Pharaoh, male monarch, roi, king"
480,着,zhuó,put on (clothes)
481,笔,bǐ,"pen, technique of writing/calligraphy/drawing, stroke"
482,发达,fādá,"developed, flourishing"
483,单一,dānyī,"one, unitary, singular, monolithic, single"
484,安装,ānzhuāng,"install, erect, fix, mount"
485,历经,lìjīng,have experienced
486,饮料,yǐnliào,"stuff, bibation, drinkable, beverage, belly-wash, potation, quencher, soft_drink, slop, brewage, potable, drink"
487,万一,wànyī,"conj.: just in case, if by any chance"
488,机械,jīxiè,"mechanics, enginery, rig, machinery, mechanism, machine, appliance, mechanical"
489,影响力,yǐngxiǎnglì,"influence, potency, carry-over, impact, encroachment, force, leavening, consequence, pull, leaven, shadow, powerfulness, hold, impingement, authority, heft, juice, power, counterbalance"
490,不免,bùmiǎn,unavoidably
491,加速,jiāsù,"quicken, accelerate, expedite"
492,加州,jiāzhōu,California
493,专,zhuān,"concentrated, special, specially, only, focused, tyrannical, arbitrary"
494,比率,bǐlù,"ratio, percentage, rate, proportion, clip, quotient"
495,科目,kēmù,"discipline, headings in account book, school subject, school course, school subject/course, subject, category of subjects, course"
496,致力,zhìlì,"concentrate_on, bend, devote oneself (to), dedicate, devote oneself, devote oneself to, devote, work for"
497,完善,wánshàn,"perfect, consummate"
498,成人,chéngrén,"grownup, adult, majority, manhood, grown-up"
499,吵架,chǎojià,"quarrel, have a row/spat"
500,名额,míngé,"number of people allowed, quota of people"
501,完善,wánshàn,"perfect, consummate"
502,吵架,chǎojià,"quarrel, have a row/spat"
503,发,fā,distribute
504,换句话说,huànjùhuàshuō,"that is to say, viz., namely, in other words, videlicet"
505,产,chǎn,"give birth to, be delivered of, produce"
506,不然,bùrán,"conj.: otherwise, if not, or else"
507,支付,zhīfù,"pay (money), defray"
508,可行,kěxíng,feasible
509,支付,zhīfù,"pay (money), defray"
510,变化,biànhuà,"change, vary"
511,竞选,jìngxuǎn,"campaign (for office), run for"
512,关,guān,"shut, close, turn off, lock up, close down"
513,竞选,jìngxuǎn,"campaign (for office), run for"
514,双手,shuāngshǒu,"lily-white, both hands"
515,有些,yǒuxiē,"kind_of, rather, somewhat"
516,名,míng,famous
517,表,biǎo,indicate
518,社员,shèyuán,commune member
519,产,chǎn,"give birth to, be delivered of, produce"
520,反应,fǎnyìng,"react, respond"
521,假,jiǎ,"false, fake, phony, artificial"
522,乐园,lèyuán,"Elysian Fields, paradise, Valhalla, Eden, playground, Elysium, fairyland"
523,饿死,èsǐ,"famish, starve, hunger, starve to death"
524,湖,hú,"water, waterfront, a name referring to the provinces of Hunan and Hub, lacustrine, loch, mere, lake, lough, Hunan and Hubei, laky"
525,国际化,guójìhuà,internationlize
526,营养,yíngyǎng,"nutrition, nourishment"
527,转,zhuǎn,"turn, revolve, rotate"
528,不便,búbiàn,"inconvenient, inappropriate"
529,反,fǎn,"on the contrary, instead"
530,山地,shāndì,"mountainous, mountainous country, fields on a hill, hillside field, mountainous region, hilly country, upland, mountainous/hilly country, hilly area"
531,考验,kǎoyàn,"test, trial"
532,不变,búbiàn,not change
533,成,chéng,"accomplish, succeed"
534,国际化,guójìhuà,internationlize
535,时光,shíguāng,"years, times, days, hour, time"
536,念书,niànshū,"read, study"
537,多元化,duōyuánhuà,become many-faceted
538,交通部,jiāotōngbù,Ministry of Communications
539,依法,yīfǎ,"in conformity with legal provisions, lawfully, in accordance with the law, wrongfully, legally, de jure, according to law"
540,多元化,duōyuánhuà,become many-faceted
541,艘,sāo,m.[general]
542,强化,qiánghuà,"strengthen, intensify, consolidate"
543,烟,yān,"smoke, mist, vapor"
544,势力,shìlì,"strength, influence, potency, weight, hold, leverage, yoke, sway, force, steam, presence, power, puissance"
545,敌人,dírén,"antagonist, enemy, enemy force, foeman, opponent, adversary, hostile force, foe, opposing force"
546,仪器,yíqì,"instrumentation, device, setup, apparatus, instrumental, instrument, armamentarium"
547,功夫,gōngfū,"workmanship, skill, art"
548,不景气,bùjǐngqì,"depressive, in depression, in depressing state, recession"
549,离婚,líhūn,divorce
550,持,chí,"hold, grasp"
551,财政,cáizhèng,finance
552,离婚,líhūn,divorce
553,伦理,lúnlǐ,"value orientation, value-system, moral, moral principle, morals, ethical, ethical motive, ethic, moral principles, morality, ethics"
554,强盗,qiángdào,"hijacker, ravener, robber, rifler, freebooter, housebreaker, mugger, stickup, highwayman, brigand, ripoff, robbery, bandit, dacoit"
555,负面,fùmiàn,"negative, negativeness, reverse (side), reverse"
556,企业界,qìyèjiè,"business, business circles, enterprise"
557,红色,hóngsè,red color
558,施行,shīxíng,"put in force, execute, implement, apply, perform"
559,列为,lièwéi,be classified as
560,强化,qiánghuà,"strengthen, intensify, consolidate"
561,姓,xìng,name
562,关切,guānqiè,be deeply concerned
563,众人,zhòngrén,everybody
564,礼物,lǐwù,"tribute, giving, proffer, gift, compliment, box, benefice, acknowledgment, present, souvenir"
565,不利,búlì,"unfavorable, detrimental, unsuccessful"
566,不佳,bùjiā,be no good
567,教育厅,jiàoyūtīng,Office of Education
568,家属,jiāshǔ,"blood relative, kinswoman, kinsman, household, kinfolk, kin, dependent, kinsfolk, family members, family dependents, cognate, folk, sib, people, dependents, blood relation, family members/dependents"
569,咱们,zánmen,"we, you and I"
570,呼吸,hūxī,"take a breather, respiratory, take a breath, respire, catch one's breath, inspire, breathe, rest, suspire, respiration"
571,儿女,érnǔ,"sons and daughters, young man and woman, children, young males and females, child"
572,款,kuǎn,m.[general]
573,象征,xiàngzhēng,"symbol, emblem, token"
574,煮,zhǔ,"boil, scald, seethe, poach, cook"
575,显著,xiǎnzhù,"outstand, striking, noticeable, remarkable, appear, marked, notable, outstanding, stand_out"
576,大跃进,dàyuèjìn,Great Leap Forward
577,止,zhǐ,"demeanor, bearing"
578,付,fù,"hand/turn over to, commit to, pay"
579,演员,yǎnyuán,"actor or actress, playactor, imitator, stage manager, barnstormer, actor, performer, impersonator, cast, performing artist, dramatis personae, role player, histrionic, thespian, trouper, player, cast of characters, stager, histrion"
580,婴儿,yīngér,"babe, baby infant, wean, neonate, papoose, nestling, parvulus, baby, cheeper, child, bantling, nursling, bambino, infant, nurseling, infantile, suckling, chrisom"
581,典礼,diǎnlǐ,"religious rite, celebration, ceremony, ceremonial occasion, exercise, observance, function, ceremonial, ritual, order, rite"
582,忍受,rěnshòu,"forbear, hack, dree, stomach, abide, hurt, aby, hold still for, stick, brave out, live on, ache, endure, cut, swallow, suffer, brave, brook, bide, thole, digest, receive, stand, absorb, go, put up, hold out, live, hold up, sustain, abye, support, stand_for, bear, stand for, survive, last, tolerate, weather"
583,城镇,chéngzhèn,cities and towns
584,异常,yìcháng,"unusual, extraordinary, abnormal"
585,补助,bǔzhù,subsidization
586,案子,ànzi,case (of law/etc.)
587,好朋友,hǎopéngyǒu,"gossip, chum, crony, buddie, matey, good friend, pal"
588,轻易,qīngyì,"lightly, rashly"
589,码头,mǎtóu,"commercial/transportation center, port city, landing, pier, marina, commercial center, quay, wharf, levee, landing place, jetty, commercial, stage, commercial and transportation center, transportation center, wharfage, staith, dock"
590,计划,jìhuà,plan
591,服务业,fúwùyè,"service industry, service, service trades"
592,工作站,gōngzuòzhàn,"work station, workstation"
593,外表,wàibiǎo,"shell, outward appearance, outwall, mess, presentation, resemblance, externality, semblance, guise, visual aspect, outwardness, exterior, rind, showing, look, superficies, likeness, mien, appearance, vizard, surface, garment, external, getup"
594,熊,xióng,"ursine, Xiong, Surname, bear"
595,势必,shìbì,"certainly will, be bound to"
596,斗争,dòuzhēng,"battle, fight"
597,研拟,yánnǐ,research and formulate something
598,行列,hángliè,"parade, procession, ranks, waiting line, cortege, promenade, row, single file, Indian file, column, queue, lineup, file, rank"
599,研拟,yánnǐ,research and formulate something
600,收藏,shōucáng,"collect, store up"
601,法人,fǎrén,"legal person, juridical/corporate person, corporate, legal/juridical/corporate person, juridical, incorporation, legal, artificial person, corporate person, incorporator, person, corp, juridic person, corporation"
602,收藏,shōucáng,"collect, store up"
603,企图,qìtú,"attempt, intend"
604,再次,zàicì,"once again, once_more, second time, again, a second time, over, third, once more/again, once more"
605,科系,kēxì,"department, department (in a college), faculty"
606,赞助,zànzhù,"support, assist"
607,网球,wǎngqiú,"lawn tennis, tennis, follow-through, tennis ball"
608,人心,rénxīn,"the will of people, human heart, public feeling, popular feeling"
609,有用,yǒuyòng,"belong, profit, count, useful, avail, powerful"
610,聚集,jùjí,"gather, assemble, collect"
611,编列,biānliè,budget
612,证据,zhèngjù,"support, telltale, testification, witness, case, testimonial, documentation, grounds, evidential, token, proof, earnest, testimony, cogent evidence, attestation, testament, evidence"
613,自身,zìshēn,"self, oneself"
614,编列,biānliè,budget
615,写作,xiězuò,writing
616,趁,chèn,while
617,进度,jìndù,"pace, rate of advance, schedule, rate, planned speed, gradation, tempo"
618,提前,tíqián,"counter, foresee, shift to an earlier date, set ahead, advance date, advanced, advancement, move up, anticipate, advance, forestall"
619,气息,qìxí,"breath, flatus, look, feeling, spirit, smell, snuff, feel, breathing, flavor, tone, taste, flavour"
620,工业区,gōngyèqū,"industrial estate, industrial park"
621,聚集,jùjí,"gather, assemble, collect"
622,会谈,huìtán,talk
623,慾望,yūwàng,"appetence, libido, desire, lust, lecherousness, drive, flesh, lustfulness, want, passion"
624,输,shū,"lose, be defeated"
625,优良,yōuliáng,"fine, good"
626,文献,wénxiàn,"document, bibliography, data related to a country's history, bibliographic, literature, data, data/documents related to a country's history/culture/etc., documents related to a country's culture, documents related to a country's history, culture, etc."
627,筹备,chóubèi,"prepare, arrange, plan"
628,劝,quàn,"encourage, urge, talk, advise, advice, persuade, prevail, encouragement, try to persuade, exhort"
629,追踪,zhuīzōng,"follow trail, track"
630,筹备,chóubèi,"prepare, arrange, plan"
631,有线,yǒuxiàn,wired
632,会谈,huìtán,talk
633,逐步,zhúbù,"step by step, progressively"
634,安打,āndǎ,"base hit, safe hit, bingle"
635,每,měi,"every, each, often, frequent"
636,列印,lièyìn,"put a seal on, cut a stencil and mimeograph, print, stamp, mimeograph"
637,宣导,xuāndǎo,guide people by creating better understanding
638,城堡,chéngbǎo,"fortress, Casbah, chateau, palace, fastness, fort, alcazar, citadel, acropolis, schloss, chateaux, castle"
639,追踪,zhuīzōng,"follow trail, track"
640,收获,shōuhuò,"harvest, gains, results"
641,手册,shǒucè,"companion, enchiridion, pamphlet, guidebook, notebook, vade_mecum, leaflet, handbook, booklet, brochure, folder, manual, vade mecum, workbook, guide"
642,灯光,dēngguāng,"light, lighting, the light of a lamp, illuminance, glim, illumination, lamplight"
643,语文,yǔwén,"linguistic communication, (spoken and written) language, text, language, language and literature"
644,团,tuán,m.[proximation]
645,资策会,zīcèhuì,Institute for Information Industry
646,一连串,yīliánchuàn,"a string of, in a row, a series of, a chain of, a succession of, in succession"
647,有心,yǒuxīn,"be careful, be cautious, cautious, have a mind to, expect"
648,双,shuāng,m.[general]
649,绩效,jīxiào,"results, effect"
650,逼,bī,"extort, press for, press on towards, drive, force, compel, close in on, press up to"
651,镜头,jìngtóu,"training, lens, scene, shot, camera lens, vertex, optical lens"
652,开心,kāixīn,"feel happy, rejoice"
653,否定,fǒudìng,"negate, deny"
654,地主,dìzhǔ,"landholder, magnate, laird, host, landowner, lessor, master, squirearch, property owner, landman, landlady, landlord"
655,老大,lǎodà,"leader, eldest child (in a family), guvnor, old, governor, boss, eldest child, master of a sailing vessel"
656,研究生,yánjiùshēng,"don, postgraduate, grad student, grad, graduate student, student, graduate_student"
657,气质,qìzhí,"kidney, fibre, charisma, crasis, mettle, humor, temper, predisposition, habit, mould, colour, class, streak, metal, temperament, disposition, strain, habitude, sensitivity, blood, proclivity, karma, gaseity, grain, makings, presence"
658,拿出,náchū,"ante, produce, take_out, get out, pose, take out, bring forth, take away, bring out"
659,诉求,sùqiú,the point of demand/request
660,开心,kāixīn,"feel happy, rejoice"
661,稍微,shāowéi,"kind_of, sort_of, a little bit, some, slightly, passably, somewhat, moderately, a little, ratherish, a bit"
662,利率,lìlù,"profit, interest rate, rate_of_interest, rate of interest"
663,当选,dāngxuǎn,get elected
664,台南,táinán,Tainan (big city in Taiwan)
665,拟定,nǐdìng,"formulate, conjecture"
666,隔,gé,"separate, cut off, impede"
667,经建会,jīngjiànhuì,Council for Economic Planning and Development
668,贴,tiē,"paste, glue, stick to"
669,忽视,hūshì,"ignore, overlook, neglect"
670,郝柏村,hǎobócūn,ex-premier of Taiwan
671,查获,cháhuò,"track down, apprehend"
672,拆除,chāichú,"demolish, remove"
673,忽视,hūshì,"ignore, overlook, neglect"
674,式,shì,m.[kind]
675,传来,chuánlái,"spread, arise, salute, deliver something to here"
676,象征,xiàngzhēng,"symbolize, signify, stand for"
677,乐,lè,"happy, cheerful, be glad to, enjoy, be amused"
678,罢了,bàle,particle: elucidating a previous proposition so as to diminish its effect
679,演,yǎn,"elaborate, development, practise, practice, develop, act, performance, represent, deduction, drill, play, evolution, evolve, play the part of, perform, play the role of, mount, elaboration, deduce"
680,出身,chūshēn,"class origin, family background;one's previous experience/occupation"
681,心得,xīndé,"what one has learned from work/study/etc., study, what one has learned from work, insight, acquaintanceship, what one has learned from study/etc., etc., what one has learned from work, study, etc."
682,出身,chūshēn,"class origin, family background;one's previous experience/occupation"
683,上学,shàngxué,"attend school, be at school"
684,去世,qùshì,"die, pass away"
685,忙碌,mánglù,"be busy, bustle about"
686,卫生署,wèishēngshǔ,Department of Health
687,记忆体,jìyìtǐ,"memory, [Computer] memory, memory, memory board, inner memory, memory (chip), storage, store"
688,定位,dìngwèi,fixed position
689,忙碌,mánglù,"be busy, bustle about"
690,纪念,jìniàn,"commemorate, mark"
691,场面,chángmiàn,"occasion, tableaux, locale, front, theatre, appearance, facade, theater, scene, spectacle, scope"
692,得意,déyì,be proud of; be exalted; be complacent
693,寄,jì,"attach oneself to, drop, transport, mail, ship, leave, entrust, post, get off, lodge at, depend on, send, entrustment, deposit, transmit, place, consign"
694,基隆,jīlóng,Keelung (city in Taiwan)
695,效应,xiàoyìng,effect
696,海水,hǎishuǐ,"waters, seawater, salt water, sea, the sea, brine"
697,贷款,dàikuǎn,"loan, credit"
698,夫妇,fūfù,"conjugality, couple, man_and_wife, husband and wife"
699,拟,nǐ,"intend, plan"
700,代表,dàibiǎo,represent
701,旧金山,jiùjīnshān,"Frisco, San Francisco"
702,蝴蝶,húdié,butterfly
703,尽量,jìnliàng,"(drink, to the full, eat) to the full, (drink/eat) to the full, to the best of one's ability"
704,过度,guòdù,"too, excessively"
705,乃,nǎi,be
706,发起,fāqǐ,"initiate, commence, stage, instigate, sparkplug, sponsor, inauguraion, start, launch, promote, inaugurate, initiation"
707,角落,jiǎoluò,"nook, quoin, angle, corner"
708,防,fáng,"guard against, guard, prevent, prepare against, defence, resistance, guard/prepare against, resist, defend, provide against"
709,附加,fùjiā,"hang on, supervene, suffix, additional, affix, superimpose, inset, tack on, tack, attachment, tag on, append, add, subjoin, annex, engraft, attach"
710,屏东,píngdōng,Pingtung(city in Taiwan)
711,国籍,guójí,nationality
712,章,zhāng,m.[general]
713,义务,yìwù,"duty, obligation, volunteer duty"
714,开口,kāikǒu,"uncork, open one's mouth, sharpen knife, vent, put the first edge on a knife, broach, speak_up, laugh out loudly, breach a dam, speak, start to talk"
715,移民,yímín,emigrate
716,出,chū,"exceed, go beyond"
717,主张,zhǔzhāng,"view, position, stand, proposition"
718,上涨,shàngzhǎng,"rise, go up (of water level/prices/etc.)"
719,请求,qǐngqiú,"ask, request, entreat"
720,测试,cèshì,"survey, measure and test"
721,不到,búdào,"less_than, be less than"
722,恐惧,kǒngjù,"fear, dread"
723,来得,láide,"emerge (from a comparison) as, come out as"
724,得知,dézhī,"find, hear, see, have, succeed, learn, get_onto, know, have learned of"
725,挑战,tiǎozhàn,challenge to battle/contest
726,排除,páichú,"get rid of, remove, eliminate"
727,最为,zuìwéi,"extremely, most, the most"
728,排除,páichú,"get rid of, remove, eliminate"
729,眼泪,yǎnlèi,"tear, teardrop, tears, eyedrop, waterworks"
730,专辑,zhuānjí,"album, special issue, record album, special issue of periodical, short films, special collection of pamphlets, short films, etc., special collection of pamphlets, short f, etc."
731,恐惧,kǒngjù,"fear, dread"
732,教导,jiàodǎo,"instruct, give guidance"
733,田,tián,"farmland, glebe, cropland, Surname, field, plow, Tian"
734,仅有,jǐnyǒu,"have only..., there are only..."
735,移植,yízhí,"transplant, graft"
736,核酸,hésuān,"nucleic acid, [Biochemistry] nucleic acid, nucleic acid"
737,教导,jiàodǎo,"instruct, give guidance"
738,赶紧,gǎnjǐn,"hasten, double-quick, losing no time, hurriedly"
739,业绩,yèjī,achievement
740,点,diǎn,"put (a dot), drip, sow in holes, check one by one, select, choose, hint, point out, mention, light, burn, kindle, touch on briefly, skim, order (dishes/etc.)"
741,平静,píngjìng,"calm, quiet, tranquil"
742,口号,kǒuhào,"motto, shibboleth, slogan, watch word, watchcry, catchword, war_cry, cant, watchword, buzzword"
743,山西,shānxī,"Shansi, Shanxi province, Shanxi"
744,出版品,chūbǎnpǐn,publication
745,逃避,táobì,"get by, sidestep, get_around, weasel, fly, avoid, evade, ditch, shirk, evasive, fudge, escape, retreat, elude, put off, get off, skive, hedge, welsh, circumvent, wangle, duck, skirt, get away, get out, bilk, hide, ware, evasion, flee, parry, dodge"
746,咬,yǎo,"incriminate, grip, articulation, incriminate sb. else (usu. falsely), be nitpicking (about use of words), incrimination, articulate, bark, snap at, squeak, crunch, gnaw, tooth, pronounce, gnaw_at, prick, snap, knap, nip, bite off, begnaw, pronounce distinctly, pronunciation, be nitpicking, take, bite, seize with teeth, sting, incriminate sb. else"
747,平静,píngjìng,"calm, quiet, tranquil"
748,有关,yǒuguān,with regard to
749,背,bèi,back of body/object
750,石油,shíyóu,"crude, rock oil, crude oil, oil, coal oil, fossil_oil, fossil oil, petroleum"
751,雪,xuě,snow
752,局长,júzhǎng,"chief, head of bureau, director (of...), superintendent, commissioner, director"
753,展览,zhǎnlǎn,"exhibit, show, display"
754,面貌,miànmào,"aspect, face, physiognomy, look, vestige, visage, appearance, features"
755,现实,xiànshí,"practical, pragmatic"
756,秘书长,mìshūzhǎng,secretary-general
757,讨厌,tǎoyàn,"disincline, to loathe, be disgusted with, to have a dislike of, scunner, to dislike, despise, keck, to take an aversion to, loathe, loathing, disrelish, hate, detest, dislike, disgusting, disfavor"
758,移植,yízhí,"transplant, graft"
759,插,chā,"stuff, plug, get_in, insertion, insert, poke, thrust, tip, interposition, squeeze, stick, interpose, stick_in, stick in, shove"
760,东部,dōngbù,"orient, East, eastward, east"
761,决心,juéxīn,"determination, resolution"
762,联邦,liánbāng,"federacy, union, federal, nation, confederation, commonwealth, federation, confederacy"
763,电台,diàntái,"transceiver, transmitter-receiver, broadcasting station"
764,讲座,jiǎngzuò,"lecture, professorship, cathedra, talk-in, course of lecture, chair, course of lectures"
765,猫,māo,"pussycat, puss, malkin, cat, kitty, tabby, felid, feline, true cat, pussy"
766,新兴,xīnxīng,"burgeoning, new and developing, newly_arisen, rising"
767,演讲,yǎnjiǎng,"lecture, make speech"
768,台电,táidiàn,Taiwan Power Company
769,曰,yuē,"say, speak"
770,选民,xuǎnmín,"elector, voter, constituent, constituency, vote, electorate"
771,充份,chōngfèn,"full, sufficient, ample, abundant"
772,俱乐部,jùlèbù,"club, (social) club, casino, Verein"
773,锦标赛,jǐnbiāosài,"championship, tournament, tourney, series, championship contest"
774,始,shǐ,"not until, not...until, only then"
775,门,mén,m.[general]
776,英,yīng,"Britain, England"
777,推,tuī,"push, decline, refuse, reject, put off, postpone, delay"
778,拿到,nádào,"take, get_hold_of, get"
779,童年,tóngnián,childhood
780,期限,qíxiàn,"time limit, allowed time, deadline, term"
781,恶化,èhuà,worsen
782,证实,zhèngshí,"confirm, verify"
783,硕士,shuòshì,"Master (of Arts), M.A., eminent scholar"
784,编辑,biānjí,"edit, compile"
785,审核,shěnhé,examine and verify
786,远,yuǎn,far behind/beyond
787,分局,fēnjú,branch office
788,申报,shēnbào,"report to higher body, declare (dutiable goods)"
789,与否,yǔfǒu,"particle: meaning ""whether or not"""
790,迈向,màixiàng,step/stride to
791,总之,zǒngzhī,"in a word, tout ensemble, on the whole, all in all, altogether, in short"
792,职务,zhíwù,"engagement, job, part, office, line of duty, contribution, ministration, task, responsibility, commission, post, line of work, affair, hat, function, situation, occupation, line, province, share, duties, business, duty"
793,延续,yánxù,"continue, go on, last"
794,吓,xià,"bounce, intimidate, frighten, daunt, bludgeon, scare, cow, bluster, horrify, huff, threaten"
795,费率,fèilù,"charge per unit, cost rate, tariff, rate"
796,美国人,měiguórén,American
797,高速,gāosù,"great speed, velocity, high speed, high"
798,商标,shāngbiāo,"marque, mark, trade name, brand, logotype, monotype, nameplate, label, idiograph, trademark"
799,嫌,xián,"dislike, mind"
800,进修,jìnxiū,"engage in advanced studies, take refresher course"
801,传递,chuándì,"transmit, deliver, transfer"
802,场合,chǎnghé,"conjuncture, situation, event, occasion, social occasion, affair"
803,诗人,shīrén,"muse, rhymist, swan, lark, Parnassus, Maker, minstrel, harmonist, metrist, maker, bulbul, songster, versifier, poet, singer, eisteddfod, bard"
804,腰,yāo,"isthmus, bend, haunch, middle, strategic pass, cingulum, reins, loin, pocket, small of the back, strait, waist of a garment, middle part, waist"
805,传递,chuándì,"transmit, deliver, transfer"
806,股价,gǔjià,"price of stock, stock price"
807,歌声,gēshēng,"voice, song, singing, sound of singing, singing voice"
808,桃园,táoyuán,TaoYuan （city in Taiwan）
809,温馨,wēnxīn,warm and fragrant
810,无比,wúbǐ,"unparalleled, matchless"
811,着重,zhuózhòng,"underscore, accent, concentrate, emphasize, attach importance, stress, set off, underline, accentuate, bring out"
812,减轻,jiǎnqīng,"lighten, ease, mitigate"
813,提,tí,"carry, take (in hand with arm down), lift, raise"
814,意味,yìwèi,"signify, mean, imply"
815,说不定,shuōbúdìng,"perhaps, maybe"
816,公民,gōngmín,"freeman, citizen, denizen, national, civic, freewoman, commonwealth, burgher, civics"
817,中兴,zhōngxīng,"renaissance, resurgence"
818,移动,yídòng,"move, shift"
819,减轻,jiǎnqīng,"lighten, ease, mitigate"
820,有待,yǒudài,"be pending, await, remain (to be done), remain"
821,船员,chuányuán,"crew, sailorman, sailor, shipmate, crewman, tarpaulin, old salt, seaman, bargeman, tar, boatman, Jack-tar, mariner, sea dog, gob, waister, seafarer"
822,中兴,zhōngxīng,"renaissance, resurgence"
823,丢,diōu,"discard, put aside"
824,走路,zǒulù,"go away, stroam, go on foot, walk"
825,身材,shēncái,"stature, figure"
826,好玩,hǎowán,"amusing, interesting"
827,师父,shīfù,"guru, address for nun/etc., teacher, tutor, address for monk, professional, master, nun, a polite form of address to a monk or nun, address for monk/nun/etc., etc."
828,架,jià,m.[general]
829,服装,fúzhuāng,"turnout, wearing_apparel, clothing, investiture, rigging, costuming, toggery, habilimentation, habiliment, drapery, garb, attire, toilette, frock, costume, dress, investment, garmenture, rig, garment, setout, implement, garniture, getup, outfit"
830,枚,méi,"enzyme, flare, ferment, school, mine, Surname, stick used as mouth gag, piece, rocket, m.[general],"
831,陈列,chénliè,"display, exhibit"
832,移动,yídòng,"move, shift"
833,前者,qiánzhě,"predecessor, the former, former"
834,宝贵,bǎoguì,"valuable, precious"
835,兴起,xīngqǐ,"rise, spring up, be on the upgrade"
836,遭受,zāoshòu,suffer
837,联合,liánhé,"joint, combined"
838,兴起,xīngqǐ,"rise, spring up, be on the upgrade"
839,摸,mō,"feel out, sound out, fumble, feel for, palpate, feel, stroke, finger, try to find out, touch, grope for, feel/sound out"
840,下,xià,"go downwards, descend, alight, go to, exit, leave"
841,逻辑,luójí,logic
842,奶奶,nǎinǎi,"nanna, address for married woman, granny, gran, grandmother, grandma, respectful form of address for an old woman, paternal grandmother"
843,价位,jiàwèi,price
844,宝贵,bǎoguì,"valuable, precious"
845,牙齿,yáchǐ,"ivory, grinder, snapper, chopper, masticator, dental, teeth, pearly, peg, dens, tooth"
