,Simplified,Pinyin,Meaning
480,闷,mēn,"shut indoors, seal, stuffy, shut oneself or sb. indoors, muffled (of sound), in low spirits, bored, cover tightly, frowsty"
481,搜集,sōují,"glean, conglomerate, pile up, amass, gather, accumulate, collect, cumulate, collection, gathering"
482,湖南,húnán,Hunan province
483,喜好,xǐhào,"like, love, be fond of"
484,顽皮,wánpí,"naughty, mischievous"
485,捡,jiǎn,"pick up, collect, gather"
486,切入,qiērù,incise
487,民选,mínxuǎn,"elected by the people, popularly elected"
488,人行道,rénxíngdào,"path, pavement, sidewalk, footpath, banquette, paseo, footway, walkway, trottoir, sideway, causeway, walk"
489,生育,shēngyū,"give birth to, bear"
490,战士,zhànshì,"man, belligerent, fighter, scrapper, gladiator, champion, paladin, soldier, warrior, hero, battler, combatant"
491,乐于,lèyú,"indulge, delight, be happy to, take delight in"
492,湿地,shīdì,"peat bog, fen, bog, marshland, fenland, dismal, marsh, swamp, quag, wash, swale, everglade, wetland"
493,视线,shìxiàn,"line of sight, view, line of vision, sight, line_of_vision, line_of_sight"
494,制作人,zhìzuórén,"producer, manager"
495,营地,yíngdì,"encampment, post, camp, cantonment, bivouac, summer camp, campsite, camping ground, camping site, camping area, campground"
496,糊涂,hútú,"muddled, confused, thoughtless, slipshod"
497,慕尼黑,mùníhēi,Munich
498,卖出,màichū,(actually) sell
499,闽南语,mǐnnányǔ,Southern Fujian topolect
500,存活,cúnhuó,survive
501,博物院,bówùyuàn,museum
502,沈默,chénmò,"reticent, taciturn, silent"
503,孤立,gūlì,isolated
504,奉,fèng,"give, present, receive, esteem, revere, respect, believe in, wait upon, attend to, have the honor to"
505,交错,jiāocuò,"intersect, interlace, interlock, intertwine, counterchange, crisscross"
506,刻板,kèbǎn,"cut blocks for printing, inflexible, stiff, mechanical"
507,征服,zhēngfú,"break_through, subjugate, reduce, subdue, conquest, subjugation, subject, prostrate, vanquish, devastate, dragoon, master, conquer, overmaster, overcome"
508,受益,shòuyì,"be benefited, profit by, benefit, do good, benefit from"
509,车行,chēháng,"place for buying and hiring carts, garage"
510,合办,hébàn,"run jointly, operate jointly, run cooperatively"
511,光绪,guāngxù,"Guangxu (1875-1908), Guangxu reign period (1875-l908), Guangxu reign period"
512,成形,chéngxíng,"jell, take shape, hew, form, shape, shaping, forming"
513,多方,duōfāng,"in many ways, in every way"
514,每隔,měigé,"at a distance from, after an interval of"
515,羽球,yǔqiú,"badminton, shuttlecock"
516,孤立,gūlì,isolated
517,存活,cúnhuó,survive
518,强壮,qiángzhuàng,"strong, sturdy"
519,悠閒,yōuxián,leisurely and carefree
520,追问,zhuīwèn,question/examine minutely
521,通往,tōngwǎng,lead/go to
522,密码,mìmǎ,cipher/secret code
523,前所未有,qiánsuǒwèiyǒu,"unprecedented, hitherto unknown"
524,为首,wéishǒu,"head up, head, be headed by, serve as the leader"
525,眉,méi,"vallum, brow, eyebrow, the top margin of a page, supercilium, top margin of page"
526,强制,qiángzhì,obligatorily
527,汇集,huìjí,"collect, compile, come together, converge, assemble"
528,看病,kànbìng,"consult a doctor, see a doctor, see doctor, see a patient, see patient"
529,国文,guówén,"written national language, national language and literature, Ch. literature"
530,笛子,dízi5,"fife, flute, bamboo flute"
531,执法,zhífǎ,enforce law
532,处理器,chǔlǐqì,processor
533,蚊,wén,mosquito
534,堆积,duījī,heap/pile up
535,许许多多,xǔxǔduōduō,"det.: many, much, a lot of"
536,侵入,qīnrù,"invade, intrude into"
537,商用,shāngyòng,for business use
538,原油,yuányóu,"crude_oil, crude, crude (oil), crude oil"
539,注明,zhùmíng,indicate/note clearly
540,悲伤,bēishāng,"sad, sorrowful"
541,堆积,duījī,heap/pile up
542,性命,xìngmìng,life
543,自此,zìcǐ,since then
544,串,chuàn,m.[general]
545,估算,gūsuàn,"estimate, reckon, appraise, calculate roughly"
546,立志,lìzhì,"resolve, be determined"
547,育乐,yūlè,education and entertainment
548,安全感,ānquángǎn,sense of security
549,吃力,chīlì,"entail strenuous effort, be a strain"
550,西南,xīnán,"sou'-west, SW, southwest, Southwest China, southwestward, the Southwest"
551,呵,hē,"ah, oh"
552,村落,cūnluò,"village, dorp, hamlet"
553,佣金,yōngjīn,"middleman's fee, brokerage, commission, procuration, rake-off, poundage, brokage, kickback"
554,肥料,féiliào,"fecundation, soil, fertilization, dung, dressing, manure, fertilizer"
555,重现,chóngxiàn,reappear
556,保全,bǎoquán,"keep safe, preserve, maintain"
557,争相,zhēngxiāng,vie with each other
558,原告,yuángào,"suitor, claimant, libelee, libelant, complainant, demandant, petitioner, pursuer, complaint, accuser, plaintiff, prosecutor, procecutor, relator, claimer"
559,跟进,gēnjìn,follow in wake of
560,芭蕾,bālěi,ballet
561,跟进,gēnjìn,follow in wake of
562,保全,bǎoquán,"keep safe, preserve, maintain"
563,重复,chóngfù,"duplicate, recurrent, ditto, repeat"
564,砂石,shāshí,sandstone
565,直线,zhíxiàn,"straight_line, airline, straight, straight line, beeline"
566,重现,chóngxiàn,reappear
567,根据,gēnjù,"basis, grounds, foundation"
568,侵入,qīnrù,"invade, intrude into"
569,研习会,yánxíhuì,"workshop, seminar"
570,上前,shàngqián,"approach, go forward, come forward, come_forward, come"
571,不准,bùzhǔn,deny
572,中锋,zhōngfēng,"center (basketball), centre, center forward, center forward (football), center"
573,市议员,shìyìyuán,city councilor
574,包围,bāowéi,"surround, encircle"
575,甘肃,gānsù,"Kansu, Gansu, Gansu province"
576,木头,mùtóu,"wood, log, timber"
577,大三,dàsān,"third year class, upper class"
578,下水道,xiàshuǐdào,"sump, drainage_system, sewer, sewerage, culvert, cloaca, drainage, drainage system, sink, cesspit, cesspool, drain"
579,奴隶,núlì,"vassal, servant, Helot, serf, helot, chattel, thrall, slave, bondslave, bondservant, Mameluke, bondman, bond servant, minion, bondsman"
580,不忘,búwàng,"remember, bear in mind"
581,充当,chōngdāng,"act_as, play the role of, allot, play the part of, act as, serve, serve/act as, serve as"
582,侨生,shēng,overseas Ch. students in China
583,右边,yòubiān,"right-hand side, the right"
584,屡,lǔ,"over and over again, again and again, repeatedly, over and over, time and again, frequently, time_and_again, time and time again"
585,未免,wèimiǎn,"rather, truly, inevitably"
586,大理石,dàlǐshí,marble
587,人质,rénzhí,"surety, pawn, hostage"
588,回馈,huíkuì,feedback
589,打听,dǎtīng,"ask about, check_up_on, snoop, inquire/ask about, pry, inquire, find_out, seek, inquire about"
590,人影,rényǐng,"figure, sign of human presence, human shadow"
591,丈,zhàng,"male elder relative, a form of address for certain male relatives by ma, m.[standard], ,male elder person, male elder relative/person"
592,包围,bāowéi,"surround, encircle"
593,山洞,shāndòng,"cave, cavern"
594,护,hù,"protect, guard, be partial to, shield, cover"
595,鸽子,gēzi5,"<Nab> pigeon, dove"
596,踪迹,zōngjī,"slot, track, footprint, scent, trace, trail"
597,全国性,quánguóxìng,"nationwide, countrywide, national"
598,单调,dāndiào,"monotonous, dull, drab, boring"
599,微妙,wéimiào,"delicate, subtle"
600,悲伤,bēishāng,"sad, sorrowful"
601,围绕,wéirào,"move around, center on, revolve around"
602,景致,jǐngzhì,"view, aspect, prospect, scene, scenery, vista, panorama"
603,汇集,huìjí,"collect, compile, come together, converge, assemble"
604,来往,láiwǎng,come and go
605,丝,sī,"silk, threadlike thing, tiny bit, trace"
606,自信心,zìxìnxīn,self-confidence
607,新奇,xīnqí,"novel, newfangled, new, strange"
608,无用,wúyòng,"wasted, useless"
609,过境,guòjìng,"be in transit, pass through the territory of a country, be in transit (international travel), pass through a country's territory"
610,饱受,bǎoshòu,"suffer enough from, have one's fill of, be subject to, endure one's fill of, endure one's fill of (hardship)"
611,网络,wǎngluò,"meshwork, net, network, mesh, reticulation"
612,著称,zhùchēng,be widely known as
613,写照,xiězhào,"portraying, portrayal, depicting, representation, mirror, depiction, portraiture"
614,恶,è,evil
615,督促,dūcù,supervise and urge
616,感叹,gǎntàn,"sigh, exclaim"
617,源头,yuántóu,"origin, wellspring, springhead, beginning, spring, well, fountainhead, root, source"
618,壶,hú,"kettle, pot, bottle, flask"
619,暂,zhàn,temporary
620,标示,biāoshì,"designate, highlight"
621,钱,qián,Surname
622,零组件,língzǔjiàn,"spare parts, spares, components"
623,尽头,jìntóu,"vanishing_point, side, dead_end, vanishing point, end, nonplus, impasse, extremity"
624,语言学,yǔyánxué,"phonology, language, glossology, language learning, linguistic, philology, linguistics"
625,普渡,pǔdù,save all beings
626,督促,dūcù,supervise and urge
627,好奇心,hàoqíxīn,curiosity
628,来自于,láizìyū,"originate in, originate from, stem, come"
629,走动,zǒudòng,"stump, visit each other, stretch one's legs, slope, ambulate, go, walk about, get around, navigate, get about"
630,谅解,liàngjiě,"understand, make allowance for"
631,饮,yǐn,"drink, swallow (insults/etc.), be hit (by bullet/etc.)"
632,天皇,tiānhuáng,"the emperor of Japan, emperor, Mikado, mikado, emperor of Japan"
633,尽,jǐn,"to the greatest extent, utmost"
634,蒙,méng,cover
635,辣,là,"sharp, spicy, biting (of smell/taste), sharp, spicy, biting (of smell/taste)"
636,惭愧,cánkuì,"be ashamed, ashamed, blush"
637,榕树,róngshù,small-fruited fig/banyan tree
638,模组,mózǔ,module
639,山丘,shānqiū,"hummock, height, eminence, swelling, hill, tomb, hillock"
640,团圆,tuányuán,reunion
641,代表会,dàibiǎohuì,congress
642,燃料,ránliào,"combustible, firing, fuel, elding, fueling, combustible material"
643,歌仔戏,gēzǎixì,Taiwan regional opera
644,宪政,xiànzhèng,"constitutional government, constitutionalism"
645,梦幻,mènghuàn,"chimera, languor, reverie, dreaminess, pipe_dream, dream, illusion, dreaming, translunary, somnolence"
646,滑水,huáshuǐ,water-ski
647,结盟,jiéméng,"form alliance, ally, align"
648,舅舅,jiùjiù,"mother's brother, uncle"
649,圆形,yuánxíng,"circular, roundness, rondure, rotundity, round, circularity, wreath, circular shape"
650,谅解,liàngjiě,"understand, make allowance for"
651,欠,qiàn,"yawn, be short of, lack, aught, wanting, slightly raise one's body, be not enough, raise slightly, lacking, owe, be behind with"
652,倡导,chàngdǎo,"lead, initiate, introduce, proposal, initiation, propose"
653,绳子,shéngzi5,"rope, string"
654,觉悟,juéwù,"come to understand, realize"
655,赞赏,zànshǎng,"applaud, praise, appreciate"
656,额度,édù,"volume, limit"
657,艺品,yìpǐn,work of art
658,分泌,fēnmì,secrete
659,上方,shàngfāng,"surface of, upward, upwards, above, on top, upper"
660,王朝,wángcháo,"reign, imperial court, dynasty, royal court, dynastic, imperial/royal court, imperial"
661,北上,běishàng,proceed/go northward
662,不自觉,búzìjué,be not conscious/aware
663,由来,yóulái,"filiation, origin, pedigree, derivation, cause, causal agent, whence, causal agency"
664,主计处,zhǔjìchù,Budget Accounting Statistics
665,日夜,rìyè,day and night
666,不尽,bújìn,not quite so
667,分泌,fēnmì,secrete
668,只不过,zhǐbúguò,"only, just, merely"
669,外围,wàiwéi,"circumference, margin, periphery"
670,少爷,shàoyé,"childe, young master of the house, young son, child, Signorino, your son"
671,北上,běishàng,proceed/go northward
672,美满,měimǎn,"happy, harmonious (of a family)"
673,偏好,piānhào,be partial to sth.
674,清澈,qīngchè,"limpid, clear"
675,送来,sònglái,deliver
676,船长,chuánzhǎng,"captain, skipper"
677,晚年,wǎnnián,"old age, one's later years"
678,书局,shūjú,"bookstore, bookstall, press, publishing house, book company, bookshop"
679,曹操,cáocāo,one of most celebrated figures in Three Kingdoms period
680,偏好,piānhào,be partial to sth.
681,伪造,wěizào,"forge, counterfeit"
682,海湾,hǎiwān,"frith, estuary, gulf, bight, firth, loch, bay, fjord, sound, bayou, lough, arm, beach"
683,仓储,cāngchú,keep (grain/goods/etc.) in storehouse
684,音乐家,yīnyuèjiā,musician
685,信息,xìnxí,"data, communication, message, information, news"
686,知情,zhīqíng,know the facts of a case
687,库存,kùcún,"inventory, armory, armoury, reserve, stock"
688,振兴,zhènxīng,"develop vigorously, promote"
689,捏,niē,"trump up, mould, hold between the finger and thumb, knead with the fingers, hold between fingers, mold, knead, pinch, nip, work, fabricate"
690,超出,chāochū,"overtop, surpass, exceed, outstep, outrun, forereach, transcend, overstep, go beyond, beyond, rise"
691,中立,zhōnglì,neutral
692,南管,nánguǎn,Chinese tradtional instrument
693,结盟,jiéméng,"form alliance, ally, align"
694,胜过,shèngguò,be superior to
695,感冒,gǎnmào,common cold
696,振兴,zhènxīng,"develop vigorously, promote"
697,盛会,shènghuì,"distinguished gathering, grand meeting"
698,塞纳河,sènàhé,Seine_River
699,饱,bǎo,"having eaten one's fill, satisfied, stuffed, full, satisfy, plump, be full, satiated"
700,饰演,shìyǎn,"impersonate, act the part of, act, play part of, personate, play the role of, play, portray"
701,奥林匹克,àolínpīkè,"Olympia, Olympic, Olimpic Games"
702,准时,zhǔnshí,"punctual, punctually"
703,过渡,guòdù,ferry stream
704,造势,zàoshì,create better situation
705,着实,zhuóshí,"really, indeed, severely"
706,清洗,qīngxǐ,"rinse, wash, purge"
707,笙,shēng,reed pipe wind instrument
708,清洗,qīngxǐ,"rinse, wash, purge"
709,将要,jiāngyào,"going to, will, shall"
710,伪造,wěizào,"forge, counterfeit"
711,排定,páidìng,"arrange, put in order, sequence"
712,追究,zhuījiù,"look into, find out, investigate"
713,华文,huáwén,Ch. language/script
714,呼应,hūyìng,"echo, work in concert with"
715,赤字,chìzì,"shortfall, deficit, shortage, red, budget deficit, trade deficit"
716,年级,niánjí,"grade, year (in school, etc.)"
717,到场,dàochǎng,"turn_out, be present, turn out, turn up, show up"
718,自家,zìjiā,oneself
719,向善,xiàngshàn,do good turns
720,西装,xīzhuāng,"business suit, lounge suit, Western-style clothes, double breasted suit, single breasted suit, two piece suit, three piece suit"
721,多加,duōjiā,"in addition, moreover"
722,受难,shòunàn,"suffer calamities, be in distress, suffer disaster, suffer calamity"
723,洪水,hóngshuǐ,"cataclysm, freshet, floodwater, flood, deluge, overflow, outpouring, alluvion, inundation, spate"
724,技法,jìfǎ,"skill and technique, technique and method"
725,多寡,duōguǎ,"number, amount"
726,形势,xíngshì,"aspect, lie, tide, state of affairs, state_of_affairs, contour, complexion, terrain, circumstances, topographical features, situation, outlook, posture, position, topological features"
727,京都,jīngdū,"capital of a country, Kyoto (Jp.), Kyoto"
728,呼应,hūyìng,"echo, work in concert with"
729,防守,fángshǒu,"defend, guard"
730,江,jiāng,Surname
731,些许,xiēxǔ,"littleness, det.: a little, thought, groat, a few, a bit"
732,竹林,zhúlín,"bamboo forest/grove, bamboo forest, grove, bamboo grove"
733,防守,fángshǒu,"defend, guard"
734,法务部,fǎwùbù,Ministry of Justice
735,步伐,bùfá,"marching, gait, walking, foot, footing, march, pace, cadence, step"
736,经理人,jīnglǐrén,"handler, operator, syndic, impresario"
737,发脾气,fāpíqì,"angry, be cross, lose one's temper, lose temper, get worked up, forget, get angry, be peevish"
738,想出,xiǎngchū,"formulate, excogitate, devise, recur, figure_out, invent, contrive, work out, call to mind, puzzle_out, project, dope, evolve, think_up, forge, drum_up, originate, think, think_of, think of"
739,喘,chuǎn,"gasp for breath, pant"
740,端,duān,"hold sth. level, carry"
741,肾,shèn,kidney
742,照样,zhàoyàng,"after a model, after a pattern, as_usual, likewise, in the same old way, as before, model"
743,麻痺,mábì,"torpify, slacken vigilance, anesthetize, blunt, paralytic, slumber, benumb"
744,涨停,zhǎngtíng,Limit Up
745,传真,chuánzhēn,fax
746,历时,lìshí,"occupy, take (a period of time), last, take, use up"
747,筷子,kuàizi5,chopsticks
748,做爱,zuòài,make love
749,预订,yūdìng,"set, place an order, book, subscribe, book_up, reserve, speak_for, hold, book up, subscription"
750,铜像,tóngxiàng,bronze statue
751,赶上,gǎnshàng,"emulate, happen to, overtake, run into, forereach, catch up with, run into (situation), catch_up, meet up with, catch up, pull_up, be in time for, catch_up_with, catch, overhaul, make"
752,报章,bàozhāng,newspapers
753,连忙,liánmáng,"promptly, at once"
754,救援,jiùyuán,"rescue, come to sb.'s help"
755,粗糙,cūcào,"coarse, rough, crude"
756,大脑,dànǎo,"brain, cerebral, encephalon, cerebrum"
757,机票,jīpiào,plane ticket
758,接送,jiēsòng,receive and send off (guests/visitors)
759,添加,tiānjiā,"add, increase"
760,酒吧,jiǔbā,bar
761,处分,chǔfèn,discipline/punish sb.
762,恶鬼,èguǐ,"bogie, goblin, monster, bogy, cacodemon, demon, hobgoblin, hellhound, bogey"
763,纯朴,chúnpú,"honest, simple, unsophisticated"
764,做爱,zuòài,make love
765,票房,piàofáng,booking/box office
766,时程,shíchéng,schedule
767,盛大,shèngdà,"grand, magnificent"
768,添加,tiānjiā,"add, increase"
769,单价,dānjià,unit price
770,送医,sùyī,be sent to hospital
771,内战,nèizhàn,"civil_war, civil war"
772,功劳,gōngláo,"service, meritorious service, merit, meritoriousness, credit, contribution, exploit, deservingness"
773,出击,chūjí,"launch attack, make sally"
774,大军,dàjūn,"army, great concentration of troops, large contingent, main force, battalion, legion"
775,外海,wàihǎi,open sea
776,介于,jièyū,be situated in between
777,位址,wèizhǐ,"location, address"
778,出击,chūjí,"launch attack, make sally"
779,天文学,tiānwénxué,astronomy
780,工商业,gōngshāngyè,industry and commerce
781,举止,jǔzhǐ,"dispose, ongoing, demeanor, deportment, mien, behavior, conduct, manner, goings-on, carriage, demeanour, address, setup, comportment, guise, going, bearing, sort"
782,瀰漫,mímàn,"fill the air, spread everywhere"
783,摄,shè,"absorb, assimilate, take photograph of, shoot, conserve (one's health), act for"
784,礼仪,lǐyí,"ceremony, courtesy, code, form, properness, correctitude, propriety, protocol, etiquette, ceremonial, amenity, decorum, decency, rite, devoir"
785,强硬,qiángyìng,"strong, tough, unyielding"
786,高出,gāochū,be higher/taller than
787,打猎,dǎliè,hunt
788,总工会,zǒnggōnghuì,federation of trade unions
789,审美,shěnměi,appreciate beauty
790,噢,òu,of surprised understanding
791,箭,jiàn,arrow
792,像,xiàng,"portrait, picture"
793,精灵,jīnglíng,"spirit, demon"
794,幕后,mùhòu,"background, backcloth, scene, backstage, behind the scenes, backdrop"
795,小径,xiǎojìng,"back street, path, lane, defile, footpath, close, trackway, alley, alleyway, trail, narrow path"
796,广阔,guǎngkuò,"vast, capacious, broad"
797,午后,wǔhòu,"PM, P.M., pm, post meridiem, afternoon, evening, postmeridian"
798,截然不同,jiéránbùtóng,sharply/completely different
799,卖压,màiyā,Selling Climax
800,不予,bùyǔ,not grant
801,打入,dǎrù,"throw into, infiltrate"
802,支票,zhīpiào,"cheque, chequer, (bank) check, bank check, check"
803,一般性,yībānxìng,"universality, generic, Oxbridge, universalism, generality, vague generalization, universal, universal joint"
804,据悉,jùxī,"it is reported, it is reported that..."
805,乐意,lèyì,"willing, be willing, be willing to, be willing/ready to, be ready to"
806,辛勤,xīnqín,"industrious, hardworking"
807,甚为,shènwéi,"extremely, very, even, exceeding, vitally, much"
808,事业部,shìyèbù,business department/ministry
809,抄袭,chāoxí,"plagiarize, indiscriminately copy from others"
810,孤单,gūdān,"solitary, friendless, alone"
811,尖峰,jiānfēng,"peak, highest peak"
812,列,liè,m.[general]
813,沉默,chénmò,"reticent, taciturn, silent"
814,抑或,yìhuò,"conj.: or else, could it be that...?"
815,立足,lìzú,"have a footing, stand"
816,辛勤,xīnqín,"industrious, hardworking"
817,沉默,chénmò,"reticent, taciturn, silent"
818,直觉,zhíjué,intuition
819,空虚,kōngxū,"hollow, void, devoid of meaning"
820,重庆,chóngqìng,city in Sichuan
821,空虚,kōngxū,"hollow, void, devoid of meaning"
822,封锁,fēngsuǒ,"blockade, block, seal off"
823,名次,míngcì,"position in a name list, position, place, place in a competition"
824,有利于,yǒulìyū,"support, facilitate, profit, advantage, be advantageous, help, beneficial at"
825,往返,wǎngfǎn,go and return
826,江南,jiāngnán,"south of the river, area south of Yangtze"
827,注视,zhùshì,"watch attentively, gaze at"
828,淨化,jìnghuà,purify
829,江湖,jiānghú,"rivers and lakes, all corners of the country"
830,没落,mòluò,"decline, wane"
831,伊朗,yīlǎng,Iran
832,成语,chéngyǔ,"set phrase, phrase, phrasal idiom, idiomatic expression, parlance, set_phrase, idiom"
833,抄袭,chāoxí,"plagiarize, indiscriminately copy from others"
834,企管,qìguǎn,enterprise management
835,往返,wǎngfǎn,go and return
836,身后,shēnhòu,"behind, in the rear, behind/at the back"
837,没落,mòluò,"decline, wane"
838,攸关,yōuguān,"affect, be related to"
839,伙伴,huǒbàn,"feller, associate, group, sodality, coagent, crony, butty, colleague, confrere, mate, lad, crew_member, sport, helpmeet, pard, fellow, coachfellow, haver, sidekick, consort, rival, coadjutor, stooge, associator, pal, teammate, cully, familiar, supporter, adherent, companion, gossip, fellowship, compeer, compadre, paisano, matey, hearty, copemate, cocker, bedfellow, marrow, cobber, buddy, par"
840,岂不,qǐbù,how couldn't/wouldn't
841,粗糙,cūcào,"coarse, rough, crude"
842,飞毛腿,fēimáotuǐ,"fleet-footed, fleet-footed runner"
843,初次,chūcì,for the first time
844,砍伐,kǎnfā,fell (trees)
845,消,xiāo,"removal, disappearance, need, efface, disappear, elimination, while away, pass the time in a leisurely way, dispel, remove, while away (time), take, eliminate, annul, slake, vanish"
846,祭拜,jìbài,worship
847,陶艺,táoyì,ceramics
848,流域,liúyū,"river_basin, drainage area, drainage basin, valley, river basin, basin, drainage, water system, catchment, watershed, catchment basin, catchment area"
849,纯朴,chúnpú,"honest, simple, unsophisticated"
850,配上,pèishàng,"group, pair"
851,淨化,jìnghuà,purify
852,救援,jiùyuán,"rescue, come to sb.'s help"
853,浪,làng,"furlong, breaker, wave, storm, billow"
854,寂静,jíjìng,"quiet, still"
855,青蛙,qīngwā,frog
856,吸取,xīqǔ,"sop, take in, absorption, absorb, imbibe, assimilate, sop up, suck, drag, take up, draw, drink_in, suck up, puff, soak up, assimilation"
857,起身,qǐshēn,"get/stand up, leave, start (journey)"
858,治好,zhìhǎo,"heal, cure, restore health"
859,星座,xīngzuò,"sign of the zodiac, sign, star, mansion, planetary house, constellation, asterism, house"
860,猛,měng,"fierce, valiant, fearsome, severe"
861,俟,sì,wait
862,狩猎,shòuliè,"jack, run, track down, hunting, hunt, gun, hunt down"
863,板块,bǎnkuài,"plate, tectonic plate"
864,封锁,fēngsuǒ,"blockade, block, seal off"
865,砍伐,kǎnfā,fell (trees)
866,飞行员,fēixíngyuán,"skyman, birdman, pilot, flyboy, flier, airman, aeronaut, flyer, aviator"
867,花卉,huāhuì,"blossom, painting of flowers/plants, painting of plants, flower, plants, flowering plant, bloom, flowers and plants, painting of flowers"
868,家门,jiāmén,"door of house, clan, household, family"
869,抱歉,bàoqiàn,"feel apologetic, regret, apologetic, be sorry, be sorry/apologetic, be apologetic, sorry"
870,迫害,pòhài,persecute
871,南洋,nányáng,"Southeast China coastal provinces, Malay archipelago, South Sea, South Asia, South Seas"
872,便捷,biànjié,"convenient, facile"
873,迫害,pòhài,persecute
874,便捷,biànjié,"convenient, facile"
875,补救,bǔjiù,remedy
876,发包,fābāo,put out to contract
877,过分,guòfèn,"excessive, undue"
878,经过,jīngguò,"process, course"
879,农人,nóngrén,"redneck, farmer"
880,涂,tú,"spread on, overlay, blot out, smear, bedaub, put on, apply, imbrue, besmear, paste, scrawl, scribble, application, cross out"
881,汉语,hànyǔ,"Chinese/Sinitic language(s), Chinese, Sinitic language, Chinese language, Sinitic, Sinitic language(s)"
882,猪公,zhūgōng,"pig, hog, swine"
883,聚落,jùluò,"station, village, settlement, dwelling place, town"
884,漫画家,mánhuàjiā,"caricaturist, distortionist, cartoonist"
885,演练,yǎnliàn,"drill, practice"
886,稀少,xīshǎo,"few, rare, scarce"
887,审理,shěnlǐ,"try, hear (case)"
888,汉字,hànzì,"Sinogram, kanji, sinograph, Chinese character, Ch. character"
889,审理,shěnlǐ,"try, hear (case)"
890,隔,gé,"at a distance from, after an interval of"
891,扬言,yángyán,"blazon, broadcast threats, threaten"
892,农家,nóngjiā,peasant family
893,补救,bǔjiù,remedy
894,结晶,jiéjīng,"crystallisation, crystal, crystalline, crystallization"
895,补偿,bǔcháng,"remedy, recompense"
896,发包,fābāo,put out to contract
897,气愤,qìfèn,"angry, furious"
898,挨,āi,"suffer, endure"
899,强暴,qiángbào,rape
900,认可,rènkě,approve
901,样本,yàngběn,"example, exemplar, pattern, representative, sample book, specimen, instance, individual, stylebook, illustration, sample, piece, model"
902,气愤,qìfèn,"angry, furious"
903,强暴,qiángbào,rape
904,无辜,wúgū,"guiltless, innocent"
905,机型,jīxíng,aircraft type
906,浮动,fúdòng,"float, drift, be unsteady, fluctuate"
907,挨,āi,"suffer, endure"
908,反攻,fǎngōng,"counterstrike, counterattack, react, counteroffensive"
909,一举,yījǔ,at one stroke
910,公然,gōngrán,"publically, brazenly, publicly, professedly, openly, in public"
911,大二,dàèr,sophomore
912,不由得,bùyóude5,can't help
913,去除,qùchú,"disembarrass, unclothe, cure, eradicate, clear_away, sublate, shake_off, shift, free, remove, eliminate, dismiss, weed out, clear, do_away_with, rid, seed, get_rid_of, pick, molt, get rid of, remedy, knock, exorcize, shunt"
914,人气,rénqì,limelight
915,天主教,tiānzhǔjiào,"papistry, Roman Catholicism, provincial, papism, catholicity, Catholicism, catholicism, Romanism, Catholic"
916,心疼,xīnténg,"feel sorry, love, love dearly, make one's heart ache"
917,口腔,kǒuqiāng,"oral_cavity, stomatological, oral, oral cavity"
918,认得,rèndé,"know, recognition, acknowledge, recognize, be acquainted with"
919,拟订,nǐdìng,"draw up, formulate"
920,精,jīng,"perfect, excellent, refined, meticulous, precise, sharp, clever, shrewd, skilled, conversant, proficient"
921,认可,rènkě,approve
922,误以为,wùyǐwéi,"mistake, misapprehension"
923,鞋,xié,"heel, shoes, boot, shoe"
924,稿,gǎo,"original text, original, stalk of grain, manuscript, stalk of cereal crops, (rough) draft, sketch, draft, straw"
925,蒸汽,zhēngqì,"reek, evaporation, vapor, steam, vaporish, vapour, water vapor"
926,筛选,shāixuǎn,"sift through, cull"
927,墓,mù,"grave, tomb, mausoleum"
928,诺贝尔,nuòbèiěr,"Noble, Nobel, Nobel Alfred Bernhard"
929,精神科,jīngshénkē,Department of Psychiatry
930,庆典,qìngdiǎn,"blowout, celebration, festa, gala, national celebration, potlatch, jamboree, festivity, commemoration, gala affair"
931,导览,dǎolǎn,conduct sightseeing tour
932,管理处,guǎnlǐchù,"management (office), administration"
933,课长,kèzhǎng,section chief
934,市公所,shìgōngsuǒ,"public affairs office, administrative office"
935,命名,mìngmíng,name (sb./sth.)
936,侵蚀,qīnshí,"corrode, erode"
937,花草,huācǎo,flowers and plants
938,东北,dōngběi,the northeast
939,浮动,fúdòng,"float, drift, be unsteady, fluctuate"
940,派遣,pàiqiǎn,"station, base, detail, detach, post, send, dispatch, send off, mission, despatch, place"
941,拉开,lākāi,"draw_away, space out, pull open, draw away, undraw, draw back, pull_off, draw, draw off, pull off, unfurl, draft"
942,法定,fǎdìng,"constitutional, legal, statutory, lawful, legitimate"
943,交涉,jiāoshè,"negotiate, make representations"
944,吃惊,chījīng,"stagger, scare, affright, be surprised, galvanize, fright, be startled, shocked, frighten, be shocked/amazed, frightened, be taken aback, startle, be shocked, amazed, start, be amazed, jump"
945,有害,yǒuhài,"disagree with, harmful, pernicious, detrimental, disagree_with"
946,呆,dāi,"idiotic, stay, silly, maladroit, blank, be, foolish"
947,吾人,wúrén,we
948,计,jì,"count, compute, calculate"
949,命名,mìngmíng,name (sb./sth.)
950,自然而然,zìránérrán,"naturally, of oneself, spontaneously, automatically"
951,定时,dìngshí,fix a time
952,每每,měiměi,"often, invariably"
953,回味,huíwèi,"live over, call sth. to mind and ponder over it, relive, recall sth. and ponder it"
954,呈现出,chéngxiànchū,"present, appear, emerge"
955,收盘,shōupán,closing quotation (on exchange/etc.)
956,年少,niánshào,young of age
957,快门,kuàimén,camera shutter
958,妥当,tuǒdàng,"appropriate, proper"
