,Simplified,Pinyin,Meaning
420,通路,tōnglù,"lane, runway, corridor, adit, passageway, gateway, road, thoroughfare, way, routeway, laneway, aisle, route, avenue, inlet, approach, door, entry, access, boulevard"
421,国父,guófù,"founding_father, Father of the Republic, father of a nation, father of the republic, Father of the Republic (Sun Yatsen)"
422,目录,mùlù,"beadroll, docket, catalog, contents, listing, catalogue, directory, muster, list, table of contents, bill, inventory, tabulation, cataloguer, table, cataloger, tabular matter, schedule"
423,败,bài,"defeat, fail, lose, counteract, be defeated, beat, spoil, decay, wither"
424,考古,kǎogǔ,engage in archaeological studies
425,高等,gāoděng,"higher, advanced"
426,电讯,diànxùn,"telegraph, telecommunications, telecommunication, flash, telegraphic dispatch"
427,遭遇,zāoyū,"meet with, encounter"
428,赶,gǎn,"run after, pursue"
429,台湾省,táiwānshěng,Taiwan
430,体质,tǐzhí,"habit, constitution, crasis, habitus, health, habitude, physique"
431,考虑到,kǎolùdào,"weigh, consider, count, think over"
432,途中,túzhōng,en route
433,考古,kǎogǔ,engage in archaeological studies
434,决议,juéyì,"resolve, decide"
435,记载,jìzài,"put down in writing, record"
436,施政,shīzhèng,"govern, administer"
437,角,jiǎo,"horn, bugle, sth. horn-shaped"
438,先行,xiānxíng,"beforehand, first, in advance, in_advance"
439,美感,měigǎn,"estheticism, aesthetic perception, perception, sense of beauty, aesthetic feeling/perception, beauty, aesthetic feeling"
440,施政,shīzhèng,"govern, administer"
441,挑,tiāo,"pluck, provoking, stir up, choose, incite, instigation, lance, shoulder, push sth. up, selection, carry on both ends of shoulder pole, push ... up with a pole or stick, choice, defy, prick, raise, instigate, poke, provocation, plunk, select, carry on the shoulder with a pole, push/poke sth. up, poke sth. up, pick, push, provoke"
442,姿态,zītài,"mannerism, set, stance, pose, attitude, affectation, port, shadow, likeness, carriage, posture, position, movement, gesture, tournure, sort"
443,青春,qīngchūn,"springtime, flower, prime, juvenility, youthfulness, one's youth, young adulthood, youth, prime of life, youthhood, juvenescence, may"
444,摊贩,tānfàn,street peddler
445,日渐,rìjiàn,"with each passing day, day by day, gradually"
446,图片,túpiàn,"pictorial matter, picture, photograph, pic, artwork"
447,卫生局,wèishēngjú,Department of Health
448,弥补,míbǔ,"supply, atone, make_up, renew, make up, remedy, redeem, make good, compensate, recuperate, counterbalance"
449,独自,dúzì,"unaccompanied, solely, by oneself, alone"
450,夥伴,huǒbàn,"feller, brother, associate, coagent, gentry, chum, crony, butty, mate, lad, companionate, cooperator, helpmeet, pard, haver, coachfellow, sidekick, campmate, rival, consort, coadjutor, associator, number, pal, teammate, cully, coterie, supporter, gang, adherent, collaborator, gossip, companion, compadre, compeer, paisano, matey, hearty, copemate, cocker, helpmate, bedfellow, marrow, cobber,"
451,正,zhèng,"straight, upright, central, honest, just, unbiased"
452,回归,huíguī,"reunification, return, regressive, regress"
453,分开,fēnkāi,"rive, uncouple, unyoke, divaricate, detach, disjoint, cleave, shift, break_up, cut, segregate, isolate, divorce, severalize, unclasp, divide, dissever, disjoin, break, come off, demarcate, fork, sever, sequester, disconnect, part, come away, sunder, break up, keep apart, separate, diverge, branch, set_off, ramify, split, sequestrate, untwine, separation, set apart, parcel"
454,难题,nántí,"problem, Gordian knot, grief, sticker, question, enigma, difficult problem, puzzler, spinosity, stickler, a hard nut to crack, puzzle, toughie, poser, difficulty, crux, nut, challenge, tickler, conundrum, knot, hump, knottiness, stinker, puzzlement, teaser, stumper, twister"
455,罗马,luómǎ,"Babylon, Rome, capital of Italy, Roma, Italian capital, Eternal City"
456,明亮,míngliàng,"brighten, well-lit, shining, bright"
457,谈话,tánhuà,"talk, speech"
458,藏,cáng,"lay by, concealment, conceal, hide, store"
459,个体,gètǐ,"unit, individual, individuality"
460,顺序,shùnxù,"system, method, taxis, gradation, consecution, succession, order, ranking, rota, sequence, orderliness, turn"
461,助教,zhùjiào,"demonstrator, teaching assistant, assistant, tutor"
462,前述,qiánshù,above-mentioned
463,帝国,dìguó,"Reich, imperial, empery, empire"
464,特地,tèdì,"purposely, specially, on purpose"
465,执照,zhízhào,"endorsement, charter, countenance, imprimatur, permit, warrant, sanction, qualification, certificate, licence, license"
466,名为,míngwéi,"be called, be known as"
467,部会,bùhuì,organization of government
468,新闻局,xīnwénjú,Government Information Office
469,新生,xīnshēng,new student
470,万物,wànwù,"all things on earth, myriads of things, creation, all living things, universe, all nature"
471,悲剧,bēijù,tragedy
472,早日,zǎorì,"at an early date, early, soon"
473,离去,líqù,leave
474,人选,rénxuǎn,choice among persons
475,电视台,diànshìtái,"television station, station, spreader, broadcaster, TV station"
476,亲戚,qīnqī,"belongings, relation, kinswoman, kinsman, kith, kindred, cousinry, sib, ally, relative, relatives, kin, connection, kinsfolk, cousin"
477,营业额,yíngyèé,"turnover, business volume"
478,彰化,zhānghuà,Chang-hwa (a county in Taiwan)
479,质,zhí,"nature, character, temperament, quality, matter, substance"
480,一点儿,yīdiǎnēr,det.: a little bit
481,水源,shuǐyuán,"headwaters, waterhead, source of water"
482,主流,zhǔliú,"main stream/current, essential/main aspect/trend"
483,艺术品,yìshùpǐn,work of art
484,离去,líqù,leave
485,薪水,xīnshuǐ,"stipend, emolument, remuneration, screw, pay, wages, earnings, fee, compensation, pay_packet, salary, wage, living"
486,观测,guāncè,"observe, survey"
487,爱滋病,àizībìng,"acquired immune deficiency syndrome, AIDS"
488,简介,jiǎnjiè,"brief introduction, synopsis"
489,观测,guāncè,"observe, survey"
490,光线,guāngxiàn,"ray_of_light, shaft, beam, beam of light, radiation, light beam, sunray, light, lighting, ray, ray of light, shaft of light"
491,范畴,fànchóu,category
492,色情,sèqíng,"sexy, eroticism, sex, pornographic, pornography, porn, coprology, porno, salacity"
493,幅度,fúdù,"amplitude, breadth, extent, spread, range, spectrum, scope"
494,夜间部,yèjiānbù,night division (school/college/etc.)
495,佛陀,fótuó,"Gautama Buddha, Siddhartha, Gautama, Buddha, pickpocket, the Buddha"
496,南方,nánfāng,"S, due south, the southern part of the country, South, south, southern part of country, the South, southern"
497,首度,shǒudù,first (time)
498,胖,pàng,"fat, stout, plump"
499,相当于,xiāngdāngyū,"muster, be equal to, equivalent, amount"
500,狼,láng,"wolf, greedy and cruel person"
501,秘密,mìmì,secret
502,商场,shāngchǎng,"department store, bazar, line of business, field of operation, grocery store, emporium, bazaar, grocery, mall, commercial circle, field, market"
503,海军,hǎijūn,"marine, naval, admiralty, jolly, navy"
504,寻,xún,"try to find, look for, seek, search"
505,乡村,xiāngcūn,"country, countryside, campong, rural, rural area, village, Kampong, hamlet"
506,花钱,huāqián,spend money
507,甫,fǔ,"a moment ago, just now"
508,烦恼,fánnǎo,vexation
509,逮捕,dǎibǔ,make an arrest
510,开设,kāishè,"open (shop/etc.), offer (course/etc.)"
511,厕所,cèsuǒ,"john, W.C., can, jakes, lavatory, lav, cloaca, crapper, privy, water closet, bathroom, bog, washroom, closet, convenience, stool, rear, latrine, loo, facility, toilet, John, cloakroom"
512,繁殖,fánzhí,"breed, reproduce, propagate"
513,融合,rónghé,"mix together, fuse, stick together"
514,渔船,yūchuán,"fisherman, fishermen, fisherboat, fisher, fishing boat, wherry"
515,繁殖,fánzhí,"breed, reproduce, propagate"
516,刘,liú,"Liu, Surname"
517,下令,xiàlìng,"give orders, order, give order, call_out, appoint, prescribe, call out, dictate"
518,生动,shēngdòng,"lively, moving, vivid, lifelike"
519,融合,rónghé,"mix together, fuse, stick together"
520,老太太,lǎotàitài,"old lady, your (my/his/etc.) mother"
521,成长率,chéngzhǎnglù,"rate of increase, increase, increment, rate of growth, growth rate"
522,老是,lǎoshì,always
523,周,zhōu,m.[standard]
524,开设,kāishè,"open (shop/etc.), offer (course/etc.)"
525,抗,kàng,"combat, defy, campaign, be a match for, agitate, be match for, contend with, resistance, resist, push, fight, refuse, refusal, crusade"
526,看好,kànhǎo,believe something/someone will be worthy in the future
527,阿拉伯,ālābó,"Arab, Arabian, Arabic"
528,纪念,jìniàn,"commemoration, souvenir"
529,长达,chángdá,lengthen out to
530,所属,suǒshǔ,subsidiary
531,马祖,mǎzǔ,Matsu
532,真相,zhēnxiàng,"fact, bottom, low-down, the real facts, dinkum, truth, real/true situation, size, score, real, lowdown, real situation, the real facts/truth, verity, the actual state of affairs, true situation, the real truth, the real situation"
533,妥善,tuǒshàn,"appropriate, proper"
534,编目,biānmù,catalogue
535,开创,kāichuàng,"start, initiate"
536,模特儿,mótèēr,"poser, artist's model, model"
537,图腾,túténg,totem
538,办公,bàngōng,"work (usu. in an office), transact, work, handle official business"
539,迟,chí,late
540,编目,biānmù,catalogue
541,线路,xiànlù,"wiring, line, route, circuit"
542,刊物,kānwù,"publication, periodical"
543,而后,érhòu,thereafter
544,人潮,réncháo,stream of people
545,声明,shēngmíng,"statement, pronouncement"
546,动手,dòngshǒu,"attack, get to work, hit out, begin, strike, hit, start work, handle, raise a hand to strike, fall, start action, touch"
547,购,gòu,buy
548,蛋,dàn,"clump, egg, lump, bunch, an egg-shaped thing"
549,薪资,xīnzī,"salary, wages"
550,好吃,hǎochī,"delicious, good to eat, tasty, enjoy eating good food, gluttonous"
551,开创,kāichuàng,"start, initiate"
552,定居,dìngjū,settle down
553,被告,bèigào,"tenant, indictee, accused, respondent, defendant, suspect, the accused, appellee"
554,安静,ānjìng,"lull, quieten, quiesce, dummy, quiet down, quiet, hush, pipe down, peaceful"
555,灾难,zāinàn,"affliction, tragedy, adversity, catastrophe, wo, misadventure, calamitous, mishap, bad luck, tribulation, smashup, cataclysm, trouble, mischance, disaster, mucker, fate, calamity, scourge, plague, infliction, visitation, misfortune, casualty, suffering, melt-down"
556,交谈,jiāotán,"converse, chat"
557,定居,dìngjū,settle down
558,同业,tóngyè,"fraternity, person of same business, person of same trade/business, sodality, brotherhood, same trade/business, brethren, craft, trade, same trade, business, person of same trade, faculty, same business"
559,住宿,zhùsù,"stay, put up, get accommodations"
560,缺少,quēshǎo,"lack, be short of"
561,何必,hébì,"why must...?, there is no need"
562,住宿,zhùsù,"stay, put up, get accommodations"
563,交谈,jiāotán,"converse, chat"
564,便当,biàndāng,"take-out food, box lunch/dinner, fast food, boxed meal, box lunch, bento"
565,抽烟,chōuyān,smoke (pipe/etc.)
566,如同,rútóng,like
567,领队,lǐngduì,leader of a group/team/etc.
568,进出,jìnchū,go in and out
569,减,jiǎn,"knock_down, derogate, cut, lessen, reduce, subtraction, diminish, reduction, decrease, dwindle, subtract, minus, deduct"
570,新娘,xīnniáng,bride
571,图案,túàn,"miniature, device, pattern, illumination, emblem, embossment, design, imprint, cutout, designing, type"
572,脚踏车,jiǎotàchē,"machine, bicycle, cyclist, push-bike, cycle, motorcycle, bike, scooter, velocipede"
573,频繁,pínfán,"frequent, often"
574,落,luò,"come down, have, remain where one is, go under, leave behind, lower, decline, stay behind, lag behind, dip, precipitate, go down, be missing, fall/leave/stay behind, belong to, set (of sun), drop, ebb (of tide), set, receive, set down, drop behind, light, rest with, obtain, fall, leave/stay behind, fall onto, turn over to, fall behind, sink, get, ebb, land, leave out"
575,进出,jìnchū,go in and out
576,电梯,diàntī,"lift, elevator"
577,学分,xuéfēn,"point, semester hour, course credit, credit"
578,题,tí,m.[general]
579,实习,shíxí,"practice, do fieldwork"
580,支撑,zhīchēng,"prop up, sustain, support"
581,母语,mǔyǔ,"maternal language, mother_tongue, parent language, first language, vulgate, mother tongue"
582,包,bāo,"wrap, surround, encircle, envelop, include, contain, undertake the whole thing, assure, guarantee"
583,补习班,bǔxíbān,"cram school, continuation class, crammer"
584,实习,shíxí,"practice, do fieldwork"
585,吃完,chīwán,finish eating
586,乡下,xiāngxià,"country, countryside, rural, village, province, country(side), mofussil, back_country"
587,交大,jiāodà,National Chiao Tung University
588,放宽,fàngkuān,"relax restrictions, ease, let out (e.g., dress)"
589,既有,jìyǒu,"established, intrinsic, inherent, conventional, innate"
590,研讨,yántǎo,"deliberate, discuss"
591,抽象,chōuxiàng,abstract
592,研讨,yántǎo,"deliberate, discuss"
593,高山,gāoshān,"jebel, high mountain, mountain, alp, mount, ben"
594,假设,jiǎshè,"suppose, assume, presume"
595,贩卖,fànmài,"peddle, sell"
596,票,piào,m.[general]
597,贩卖,fànmài,"peddle, sell"
598,国土,guótǔ,"territorial dominion, state, country, colony, soil, nation, realm, soli, province, territory, mandate, dominion, land"
599,票,piào,m.[general]
600,无线电,wúxiàndiàn,radio
601,各式各样,gèshìgèyàng,"various, kinds, sundry, all sorts, assorted"
602,前言,qiányán,"lead, introduction, preface, preamble, lead-in, front matter, prelims, prelim, premise, prelude, earlier remarks, foreword, prolusion, front_matter, prologue, induction"
603,工商,gōngshāng,"industrial and commercial circles, business circles, industry and commerce"
604,激发,jīfā,"spark, incite, suggest, explode, excitation, foster, motivate, arouse, stir, draw on, set off, energize, excite, stimulation, stimulate"
605,学历,xuélì,"education, record of formal schooling, antecedents"
606,趣味,qùwèi,"playfulness, merriment, savor, camp, interest, salt, delight, savour, liking, fun, gout, preference, spice, lust, gusto, palate, taste, delectation"
607,天堂,tiāntáng,"paradise, heaven"
608,提倡,tíchàng,"advocate, encourage, recommend"
609,总裁,zǒngcái,"head examiner, director-general, president, governor"
610,分数,fēnshù,"point, score, mark, grade, fraction, football score, numeric"
611,上山,shàngshān,"go up a hill, go to the mountains"
612,失,shī,"fail to achieve one's end, deviate from the normal, loss, let slip, miss, lose, fumble"
613,肌肤,jīfū,skin
614,兵,bīng,"fighter, troops, armed force, arms, dogface, pawn in Ch. chess, military, weapons, private, soldier, ranker, joe, army, pawn, rank-and-file soldier"
615,提倡,tíchàng,"advocate, encourage, recommend"
616,啤酒,píjiǔ,"malt liquor, malt, suds, nappy, wallop, beery, malt_liquor, stout, barley-bree, brewage, beer"
617,公开赛,gōngkāisài,open
618,信用,xìnyòng,"honour, trustfulness, confidence, trustingness, trustworthiness, repute, affiance, credit, reposal, trust, tick, reputation, credence, jawbone, honor"
619,测,cè,"measure out, conjecture, measure, infer, survey, fathom"
620,提案,tíàn,"motion, proposal, draft resolution"
621,吋,cùn,m.[standard]
622,批评,pīpíng,criticism
623,尾巴,yǐba5,"appendage, a person shadowing sb., stern, tail-like part, servile adherent, tail"
624,风潮,fēngcháo,"agitation, unrest"
625,星,xīng,"star, heavenly body"
626,迷信,míxìn,"have blind faith in, make fetish of"
627,吐,tǔ,"articulation, utter, ptyalize, puke, articulate, vomit, spin, spew, tell, give up unwillingly, spit, speak out, spit up, disgorge, expectorate, cough up, spue, gob, throw up, say, cough out"
628,铁,tiě,"shovel, smoothing iron, iron, ferrous, arms, Surname, Fe, ferrum, spade, weapon"
629,重心,zhòngxīn,"focus, fulcrum, heart, focusing, focussing, barycenter, centroid, centre of gravity, centering, centre_of_gravity, center of gravity, center_of_gravity, core"
630,迷信,míxìn,"have blind faith in, make fetish of"
631,海拔,hǎibá,"natural elevation, ALT, height above sea level, altitude, sea_level, height, EL, above sea level, sea level, elevation"
632,众生,zhòngshēng,all living creatures
633,明,míng,"know, distinct, obvious, open, understand, clear, overt, bright"
634,征收,zhēngshōu,"levy, collect"
635,变更,biàngēng,"change, modify"
636,尊敬,zūnjìng,"respect, honor, esteem"
637,征收,zhēngshōu,"levy, collect"
638,线条,xiàntiáo,"line (in drawing, bar, etc.), printing, line (in drawing/printing/etc.), contour, lines, striation, stria, line, trace, streak, tracing"
639,疯狂,fēngkuáng,"insane, frenzied, unbridled"
640,总共,zǒnggòng,"in all, all told, altogether"
641,尊敬,zūnjìng,"respect, honor, esteem"
642,人家,rénjiā,"sb. else, I (used by females)"
643,元素,yuánsù,element
644,永,yǒng,"perpetually, forever, always"
645,共产党,gòngchǎndǎng,"Red, Communist Party, Communist party"
646,共产主义,gòngchǎnzhǔyì,"Marxism, bolshevism, Marxism-Leninism, Leninism, Sovietism, communism, sovietism, collectivism, Bolshevism"
647,加速,jiāsù,acceleratedly
648,镜子,jìngzi5,"looking_glass, gaper, looking glass, mirror, spectacles, glass, glasses"
649,丝毫,sīháo,"scintilla, shred, shadow, vestige, det.: in the slightest amount, degree"
650,职棒,zhíbàng,Professional Baseball League
651,巡迴,xúnhuí,"tour, make circuit of"
652,自治,zìzhì,"self-govern, autonomic"
653,终场,zhōngcháng,"finis, end of performance, closing curtain, final period, finale, final session in an examination"
654,同,tóng,"with, for"
655,技艺,jìyì,"mechanical arts, science, feat, skill, craft, craftsmanship, artistry, craftship, workmanship"
656,西班牙,xībānyá,"Spanish, Spain, Hispania, dago, Hispanist, Espana"
657,合乎,héhū,"conform with/to, accord, tally with, correspond to, accord with, conform_to, conform with, conform to, accord/tally with, to"
658,巡迴,xúnhuí,"tour, make circuit of"
659,描写,miáoxiě,"describe, depict, portray"
660,阻止,zǔzhǐ,"prevent, stop, prohibit"
661,假期,jiàqí,"season, holiday, leave, period of leave, vacation"
662,偶像,ǒuxiàng,"mammet, god, Baal, hoodoo, icon, idol, image, effigy, fetich, fetish, model, graven image, matinee idol, swami, iconology, voodoo, joss, obeah, pagod, juju"
663,描写,miáoxiě,"describe, depict, portray"
664,特点,tèdiǎn,"distinctive feature, trait, point, flavor, singularity, flavour, distinction, characteristic, excellence, speciality, specialty, idiosyncrasy, salience, distinctiveness, specialness, feature, spot, peculiarity"
665,高血压,gāoxiěyā,"high_blood_pressure, high blood pressure, hypertension"
666,返回,fǎnhuí,"come back, recur, turn back, come, hark back, regress, turn vehicle around, revert, come/go back, enter, return, go back, recall, take back, backtrack"
667,阻止,zǔzhǐ,"prevent, stop, prohibit"
668,怀念,huáiniàn,"cherish memory of, think of"
669,乏,fá,lack
670,错过,cuòguò,"pass up, muff, throw_away, lose, let slip, miss, overslip, balk, overlook, cross, pass_up, slip"
671,器官,qìguān,"appendage, member, variety meat, penis, apparatus, organs, organ, transplant, phallus, extremity"
672,渔民,yūmín,"fisherman, peterman, fisherfolk"
673,头脑,tóunǎo,"pericranium, leader, head, noggin, brain, brains, main threads, clue, nous, loaf, bean, psyche, headpiece, mind, pate, skull"
674,树林,shùlín,"forest, motte, woods, wood, planting, grove, timberland, woodland, hurst, timber"
675,分裂,fēnliè,"split, divide, break up"
676,公告,gōnggào,"declared, placard, declare, proclaim, herald, announce, bill, decree, advertise"
677,市面,shìmiàn,"marketplace, business/market conditions, business, market, market condition, business conditions, market conditions"
678,羨慕,xiànmù,"admire, envy"
679,骄傲,jiāoào,"be proud, take pride in"
680,怀念,huáiniàn,"cherish memory of, think of"
681,骄傲,jiāoào,"be proud, take pride in"
682,住宅区,zhùzháiqū,"community, housing_development, residential quarters, residential district, residential_area, uptown, residential area"
683,地图,dìtú,map
684,麻烦,máfán,trouble
685,长度,chángdù,"long measure, extent, long_measure, measurement, length, yardage, longness, linear measure"
686,离,lí,"leave, part from, be away from, separate"
687,相机,xiàngjī,camera
688,朵,duǒ,m.[general]
689,产量,chǎnliàng,"turnout, turnoff, outturn, capacity, output, produce, product, fruitage, throughput, fruit, production, yield, crop"
690,高层,gāocéng,high-level
691,运算,yùnsuàn,"count, calculate, compute"
692,执政,zhízhèng,"hold power, govern"
693,海岸,hǎiàn,"seashore, coastal, seaside, tidewater, seacoast, shore, coast, staith, rivage, seaboard, sea, beach"
694,假,jiǎ,"borrow, avail of"
695,运算,yùnsuàn,"count, calculate, compute"
696,诚实,chéngshí,honest
697,羨慕,xiànmù,"admire, envy"
698,执政,zhízhèng,"hold power, govern"
699,隔间,géjiān,"partition, bay, divider, compartment, alcove"
700,唸书,niànshū,"read, study"
701,院校,yuànxiào,"colleges and institutes, educational institution, school, universities and colleges"
702,除此之外,chúcǐzhīwài,"additionally, in addition, with the exception of this, in_addition, to boot, excepting this"
703,棒球,bàngqiú,"no-hitter, apple, grounder, baseball game, homer, change-up, baseball, extra innings, curve, ball game, horsehide, infielder"
704,圈,quān,m.[activity]
705,压,yā,"weight_down, hold down, push down, compact, constrict, be getting near, suppress, squeeze, compress, risk money on, quell, bring pressure to, pull, press, keep under control, throttle, push/hold down, intimidate, scrunch, weigh down, scrouge, daunt, shelve, pigeonhole, contract, approach, keep under, push, stake, control"
706,格外,géwài,"piu, especially, all the more, helluva, particularly"
707,写信,xiěxìn,write a letter
708,对策,duìcè,"expedient, cure, countermeasure, antidote, way to deal with a situation, countermove"
709,及时,jíshí,"timely, in time, promptly"
710,种族,zhǒngzú,"tribe, citizenry, race, nation, phyle, stem, stirp, phylon, ethnos, nationality, ethnic, folk, people, stirps, racial, ethnic group, family"
711,分工,fēngōng,"division of labour, divide the work"
712,拜访,bàifǎng,"pay visit, call on"
713,前提,qiántí,"precondition, prerequisite, reason, premiss, antecedent, stipulation, premise, presupposition, hypothesis, induction, condition"
714,写信,xiěxìn,write a letter
715,形状,xíngzhuàng,"set, figuration, physiognomy, form, appearance, shape"
716,拜访,bàifǎng,"pay visit, call on"
717,居,jū,occupy (position/place)
718,延长,yáncháng,"lengthen, prolong, extend"
719,向来,xiànglái,"typically, heretofore, always, all along, forever"
720,老婆,lǎopó,"old lady, broomstick, missis, missus, married woman, squaw, old_lady, wife"
721,弄得,nòngde5,"make_out, cause, make"
722,服食,fúshí,take (medicine etc.)
723,拿起,náqǐ,pick
724,指挥,zhǐhuī,"conduct, direct, command"
725,宣传,xuānchuán,"propagate, disseminate, give publicity to"
726,指挥,zhǐhuī,"conduct, direct, command"
727,要点,yàodiǎn,"nub, head, essentials, highlight, core, effect, message, issue, detail, key strongpoint, kernel, hinge, upshot, best, capitulation, item, essential, point, salient point, substance, outline, main points, crux, essence, burden, knot, salience, pith, pivot, sum, marrow, gist"
728,首都,shǒudū,capital (of country)
729,延长,yáncháng,"lengthen, prolong, extend"
730,引用,yǐnyòng,"quote, cite, recommend, appoint"
731,接纳,jiēnà,accept
732,条文,tiáowén,"article, text, assize, stipulation, clause"
733,神秘,shénmì,"mysterious, mystical"
734,专线,zhuānxiàn,"special telephone line, special telephone/etc. line, special railway/telephone/etc. line, special railway line, telephone, special railway, etc. line, line for special use"
735,移转,yízhuǎn,transfer
736,词类,cílèi,parts of speech
737,愤怒,fènnù,"indignant, angry"
738,审议,shěnyì,deliberate
739,学到,xuédào,"understudy, learn"
740,断,duàn,"give up, cut off, break off, stop, abstain from, judge, snap, break, decide"
741,溃疡,kuìyáng,ulcer
742,移转,yízhuǎn,transfer
743,愤怒,fènnù,"indignant, angry"
744,考,kǎo,"study, inspect, give test, inspection, give, give/take test, test, investigate, verify, take test, give or take an examination, quiz, check"
745,情景,qíngjǐng,"scene, sight, circumstances"
746,协定,xiédìng,"agreement, accord, pact"
747,投机,tóujī,"speculate, be opportunistic"
748,姿势,zīshì,"mannerism, plant, poise, motion, pose, attitude, sign, affectation, port, likeness, carriage, posture, position, setup, gesticulation, gesture, seat"
749,阿姨,àyí,"aunt, child's address to woman of similar age as parents, girl, babysitter, aunty, elderly unattached woman, cr#4 eche attendant, maiden aunt, family nurse, nursery/cr#4eche attendant, nurse, mother's sister, auntie, nursery eche attendant, child's address to woman of similar age, one's mother's sister"
750,幽默,yōumò,humor
751,流传,liúchuán,"spread, circulate, hand down"
752,幽默,yōumò,humor
753,持,chí,hold a particular opinion/belief/attitude
754,流传,liúchuán,"spread, circulate, hand down"
755,接纳,jiēnà,accept
756,晋级,jìnjí,"rise in rank, be promoted"
757,耐心,nàixīn,"nerves, forbearance, longanimity, endurance, patience"
758,化解,huàjiě,remove
759,轨道,guǐdào,"circle, path, trajectory, railroad track, orbital, course, proper way of doing things, trackage, track, orbit, flight, rail, railway, trackway, tramroad, career, orb"
760,这样,zhèyàng,"so, such"
761,记号,jìhào,"earmark, symbolism, reader, impress, indicium, symbol, notation, tick, token, marker, type, sign, score, signature, mark, chip, character, seal, crack, marking, dent, ostent, indicia, check, impression"
762,格局,géjú,"pattern, setup, structure"
763,强势,qiángshì,powerful influence
764,劳资,láozī,"labour and capital, labor and capital"
765,试图,shìtú,"attempt, pretend, set about, try, seek, undertake"
766,学术界,xuéshùjiè,"educational, academe, academic circles, academia"
767,且,qiě,"moreover, still, further, for a long time"
768,称,chēng,"say, state, commend, praise"
769,前进,qiánjìn,go forward
770,未曾,wèicéng,"have not, never, did not, not yet"
771,实,shí,"solid, full, substantial"
772,法官,fǎguān,"sentencer, Bench, judiciary, judgeship, bench, tippet, wig, justice, judicature, magistrate, court, judge, jurist, recorder, hakim, justicer, judgship"
773,炒,chǎo,"saute, stir-fry, roast, speculate, parch, fry, saut#2e, fire, saut#2 e, sack, scramble"
774,干扰,gānrǎo,"disturb, interfere"
775,任,rèn,allow
776,每当,měidāng,"whenever, every time"
777,怪,guài,"find sth. strange, blame"
778,好不容易,hǎobúróngyì,"hard to come by, rarely"
779,行动,xíngdòng,"move/get about, act, take action"
780,拜,bài,"acknowledge sb. as one's godfather, do obeisance, lead to, acknowledge ... as, result in, bring about, salute, acknowledge sb. as one's master, make a courtesy call, make courtesy call, acknowledge sb. as one's master/godfather, cause"
781,勇敢,yǒnggǎn,"brave, courageous"
782,宣称,xuānchēng,"predicate, enounce, vouch, avow, make_out, lay_down, uphold, assert, declaration, make out, swan, pronounce, aver, swear, assertion, proclaim, certify, give_out, profession, declare, affirm, put forward, profess"
783,前进,qiánjìn,go forward
784,指挥,zhǐhuī,"commander, director, conductor"
785,迎接,yíngjiē,"greet, receive, welcome, accolade, meet"
786,回合,huíhé,"round of golf, bout, go-around, overshoot, encounter, round, turn, wave-off"
787,携带,xīdài,"bring, schlep, schlepp, take along, carry"
788,平常,píngcháng,"ordinary, common"
789,华盛顿,huáshèngdùn,"Washington, D.C."
790,圆满,yuánmǎn,satisfactory
791,港,gǎng,Hong Kong
792,荣誉,róngyū,"honour, accolade, palm, commendation, credit, lustre, kudos, luster, bay, garland, izzat, laurels, glorification, glory, distinction, honor"
793,确认,quèrèn,"countersign, confirm, affirmation, identify with certainty, identify, acknowledgement, acknowledge, quiet, confirmation, recognize, seal, verify, uphold, affirm, notarize"
794,大厦,dàxià,"building, mansion"
795,工作室,gōngzuòshì,"workroom, bottega, studio, atelier, artist's workroom"
796,平原,píngyuán,"champaign, plain, campagna, field, park, flatlands"
797,联招,liánzhāo,recruit students jointly
798,传达,chuándá,"pass on, transmit, communicate"
799,宝宝,bǎobǎo,"pet, sonny, darling baby, precious baby, baby, precious, poppet, sweetie, precious/darling baby"
800,传达,chuándá,"pass on, transmit, communicate"
801,举例,jǔlì,"instance, quote, adduce, give an example"
802,故乡,gùxiāng,"country, home, patria, place of birth, native place, hometown, homeland, motherland, birthplace"
803,黄色,huángsè,"chrome, yellowness, yellow, salacity, or"
804,光复,guāngfù,"restore, recover (lost land), recover"
805,圆满,yuánmǎn,satisfactory
806,音响,yīnxiǎng,"clank, acoustics, music center, sound, hi-fi set, stereo, audio, hi-fi, acoustic, hi-fi stereo component system"
807,挺,tǐng,"very, rather, quite"
808,翅膀,chìbǎng,"pinion, vane, plumage, pennon, flier, wing"
809,郭,guō,Surname
810,国宅,guózhái,house of government sell
811,记,jì,"write down, record"
812,情慾,qíngyū,"desire, Kama, enamoredness, lust, Venus, letch, flesh, sexual passion, ardour, passion, amorousness"
813,偷,tōu,steal
814,跳舞,tiàowǔ,"hop, trip the light fantastic, trip, cakewalk, dancing, dance, saltate, hoof, step"
815,犹,yóu,"still, yet"
816,庄子,zhuāngzǐ,"village, Chuang-tzu, hamlet, Chinese philosopher"
817,缩短,suōduǎn,"shorten, curtail, cut down"
818,学业,xuéyè,"one's studies, schoolwork"
819,紧,jǐn,"tighten, tight, hard up, strict, urgent, tense, taut, stringent"
820,手指,shǒuzhǐ,finger
821,不料,búliào,unexpectedly
822,瞩目,zhǔmù,fix eyes on
823,党营,dǎngyíng,political party owned/operated
824,优异,yōuyì,"excellent, outstanding"
825,缩短,suōduǎn,"shorten, curtail, cut down"
826,集合,jíhé,"gather, assemble, muster"
827,护照,hùzhào,passport
