,Simplified,Pinyin,Meaning
450,南韩,nánhán,South Korea
451,抱持,bàochí,"maintain, maintain (opinion, etc.), maintain (opinion/etc.)"
452,心愿,xīnyuàn,breathing
453,裏,lǐ,"internal, interior, inside"
454,蔬菜,shūcài,"vegetal, kale, greenstuff, veggie, greengrocery, kail, greens, vegetables, truck, veg, sass, vegetable, vegetative"
455,零用钱,língyòngqián,"pin money, spending money, pocket_money, petty_cash, pocket money, poket money, petty cash, pin_money"
456,餐馆,cānguǎn,"chophouse, restaurant, porterhouse, osteria, cafe, caff"
457,算了,suànle5,"Forget about it., That's enough!"
458,错,cuò,"mistake, error, blunder, grindstone"
459,融资,róngzī,capital
460,舞者,wǔzhě,"hoofer, dancer"
461,浓,nóng,"thick, concentrated, stress, favor, dense"
462,打击,dǎjí,"strike, hit, attack"
463,考试,kǎoshì,"examine, test"
464,不堪,bùkān,can't bear/stand
465,气象,qìxiàng,"meteorologic, advection, isotherm, meteorology, cirrocumulus, meteorological, altostratus, atmosphere, prevailing spirit/atmosphere, scene, nimbus, prevailing atmosphere, climatic phenomenon, cirrostratus, cumulonimbus, prevailing spirit, meteorological phenomena, altocumulus"
466,册,cè,m.[general]
467,缩小,suōxiǎo,"recede, dwindle away, narrow, foreshorten, shrinkage, narrow down, abridge, minify, reduction, puncture, compress, specialize, scale down, dwindle, deflate, minish, take in, reduce, lessen, shorten, diminish, dwindle down, shrink, subside, deescalate, retract"
468,烂,làn,"rot, sodden, deteriorate, fester, mushy, mashed, dissolute, poor, worn-out, decayed, rotten"
469,开幕,kāimù,"open, inaugurate (meeting/etc.), raise curtain"
470,人为,rénwéi,"man-made, artificial"
471,弱势,ruòshì,the weak
472,意外,yìwài,"unexpected, unforeseen"
473,行政院长,xíngzhèngyuànzhǎng,premier
474,物体,wùtǐ,"object, body, thrust, substance, matter, physical object"
475,家事,jiāshì,"family matters, housekeeping, housework, domesticity, housewifery, menage, family matter, domestic affairs, family financial situation"
476,徐,xú,"Xv, Surname"
477,拍照,pāizhào,"take a picture, take (picture), shoot (film), snap, film, take a photograph, take, photograph, shoot"
478,病,bìng,fall sick
479,东欧,dōngōu,"hamster, Eastern Europe, kvass, Eastern European"
480,顿时,dùnshí,"suddenly, at once, immediately"
481,刻,kè,m.[standard]
482,传染,chuánrǎn,"infect, be contagious"
483,开幕,kāimù,"open, inaugurate (meeting/etc.), raise curtain"
484,单身,dānshēn,"unmarried, single"
485,传染,chuánrǎn,"infect, be contagious"
486,景色,jǐngsè,"view, scenic, outlook, perspective, scene, scenery, prospect, landscape"
487,印,yìn,"print, engrave"
488,现任,xiànrèn,presently hold office of
489,外汇,wàihuì,foreign exchange
490,测量,cèliáng,"survey, measure"
491,缓缓,huǎnhuǎn,"postpone, postponement, little by little, slowly, put off, gradually, delay"
492,右手,yòushǒu,"right hand, right-hand side"
493,学费,xuéfèi,"entrance_fee, tuition fee, premium, schooling, tuition"
494,频道,píndào,"channel, transmission channel, frequency channel"
495,一味,yīwèi,"blindly, stubbornly"
496,糖,táng,"refined sugar, carob bar, negus, sugar, candy, carbohydrate, sweets"
497,制品,zhìpǐn,"manufacture, ware, facture, manufactured goods, products"
498,数,shǔ,count
499,楼梯,lóutī,"stairs, staircase"
500,天真,tiānzhēn,"naive, innocent"
501,嚮往,xiàngwǎng,"long for, dream of"
502,热爱,rèài,love ardently
503,山谷,shāngǔ,mountain valley
504,不一,bùyī,"vary, differ"
505,卡片,kǎpiàn,card
506,女友,nǔyǒu,female friend
507,引,yǐn,"quote, cite"
508,公听会,gōngtīnghuì,hearing
509,出货,chūhuò,dispatch goods
510,发作,fāzuò,"break out, flare up, explode, have fit of anger, get_into, have a fit of anger, show effect"
511,显现,xiǎnxiàn,"demonstrate, come on, show, uncover, show_up, express, come out, manifest oneself, show up, turn up, appear, reveal, reveal oneself, emerge, show_off, appearance, run, evince, surface, kithe, take_on, unveil, break, bring out"
512,战绩,zhànjī,military successes
513,嚮往,xiàngwǎng,"long for, dream of"
514,顾及,gùjí,"study, give consideration to, consider, take into account, consult, attend to, allow_for"
515,艺人,yìrén,"creative person, artiste, entertainer, artist, artisan, cackler, actor, handcraftsman, performer"
516,共享,gòngxiǎng,"enjoy together, share"
517,亚运,yǎyùn,Asian Games
518,地毯,dìtǎn,"carpet, footcloth, rug, carpeting, tapis"
519,热爱,rèài,love ardently
520,没有,méiyǒu,particle: used to ask if an action has been completed
521,摇,yáo,"rock, agitate, wigwag, row, pan, swing, shake, wave, scull, turn"
522,受理,shòulǐ,accept and hear a case
523,肝癌,gānyán,"cancer of liver, liver cancer"
524,受理,shòulǐ,accept and hear a case
525,老年人,lǎoniánrén,"oldster, old man, old, old people, ancient, senior citizen, the aged, old person, woman, senior_citizen"
526,何,hé,Surname
527,保养,bǎoyǎng,"take good care of one's health, maintain, keep in good repair"
528,花朵,huāduǒ,"blossom, flower, posy, bloom, inflorescence"
529,促成,cùchéng,"facilitate, effect"
530,屋子,wūzi5,"room, house"
531,桌子,zhuōzi5,"mahogany, table, desk"
532,成交量,chéngjiāoliàng,quantity of a deal
533,夸张,kuāzhāng,"overpitch, overact, vapor, overpaint, overcolor, overstate, overplay, overdraw, overblow, hyperbolize, overcharge, stretch, amplify, enhance, aggrandize, ham, highfalutin, vaunt, magnify, boast, dilate, overdo, exaggerate"
534,测量,cèliáng,"survey, measure"
535,威力,wēilì,"world power, superpower, major power, rod, great power, prowess, tooth, might, power"
536,部,bù,"part, section, unit, headquarters, office, board, ministry, troops"
537,新人,xīnrén,newlywed
538,记者会,jìzhěhuì,"backgrounder, news conference"
539,书店,shūdiàn,bookstore
540,现金,xiànjīn,"quids, rhino, clink, ready, cash reserve in bank, dough, dust, ducat, kale, cash, blunt, till, ready money"
541,消化,xiāohuà,digest
542,商机,shāngjī,"call option, business opportunity"
543,性教育,xìngjiàoyū,"sex education, sexual education"
544,回想,huíxiǎng,"look_back, retrospect, recur, recollection, cut back, think back, echo, remember, reflect, recollect, recall, recapture, go back, flash_back, commemorate, retroject, retrace, flash back"
545,不解,bùjiě,not understand
546,宪法,xiànfǎ,"constitution, charter"
547,熟,shú,"ripe, cooked, done, deep (sleep, thoughts, etc.)"
548,外商,wàishāng,"foreign business man, foreign merchant"
549,谈论,tánlùn,discuss
550,亲人,qīnrén,"those dear to one, one's parents, spouse, children, etc., one's family members, dear ones, relative, close relatives, folks"
551,可靠,kěkào,"reliable, dependable"
552,视窗,shìchuāng,"counter, window, wicket"
553,变革,biàngé,"change, revolution"
554,牌,pái,"dominoes, plate, prosodic pattern for ^1 ci2 ^ or ^3 qu3, card, cards, cards, dominoes, etc., brand, tablet, prosodic pattern for ^1ci2^ or ^3qu3^"
555,图说,túshuō,"illustrated, illustrated/pictorial handbook, illustrated handbook, pictorial handbook"
556,主语,zhǔyǔ,subject
557,一贯,yīguàn,"consistent, persistent, all along"
558,外观,wàiguān,"shell, outward appearance, show, externality, visual aspect, exterior, effect, superficies, look, likeness, appearance, facade, surface, presentment, apparel, impression, facies, aspect, complexion, resemblance, semblance, guise, frontage, outwardness, rind, garb, showing, face, veneer, outside, garment, getup"
559,瓦斯,wǎsī,gas
560,主观,zhǔguān,subjective
561,关卡,guānkǎ,"an outpost of the tax office, tax office outpost, barrier, checkpoint"
562,囉,luó,"particle: calling attention to, or mildly warning of, a situation"
563,边界,biānjiè,"confine, margin, bounds, marchland, boundary, demarcation line, demarcation, borderline, precinct, skirt, frontier, list, borderland, delimitation, butting, bound, boundary line, perimeter, outskirts, coast, march, line, border, mete, limit, skirting, edge"
564,厅,tīng,"department, provincial government department, office, lobby, salle, hall"
565,转为,zhuǎnwéi,"change into, change to"
566,抑制,yìzhì,"forbear, chasten, last out, govern, forebear, help, baste, cumber, rein, hamshackle, damp, disable, harness, restrain, muffle, stay, rule, hold in, bottle_up, throttle, constrain, retard, moderate, cork, swallow, hold, mortify, smother, rebuke, withhold, refrain, soften, control, break, curb, oppress, inhibit, ride out, coerce, dominate, bridle, constrict, choke, inhibition, dampen, restraint"
567,减低,jiǎndī,"bring down, turn down, undercut, take away, lour, reduction, lower, decline, wane, cut, depress, mitigate, lessen, cut_down, cripple, reduce, unbuild, go_down, de-escalate, go down, detract, sink, drop_off, play_down, drop off"
568,脸色,liǎnsè,"brow, countenance, facial_expression, look, facial expression, colouring, complexion"
569,怎能,zěnnéng,How can
570,尸体,shītǐ,"remains, body, corps, corpus, mort, cadaver, stiff, cadaverine, deader, carcass, corpse, ashes, dust, clay, ash, dead body, corse, bones"
571,鸟儿,niǎoér,bird
572,成就感,chéngjiùgǎn,"sense of achievement, feeling of achievement, achievability"
573,美军,měijūn,"U.S. Army, American soldier, American army, gook"
574,师长,shīzhǎng,teacher
575,河流,héliú,"freshet, rivers, river"
576,容积,róngjī,"volume, cubic_measure, capacity, bulk, proportion, content, cubage, solidity"
577,信徒,xìntú,"creed, votary, believer, follower, devotee, sheep, lamb, disciple, worshipper, churchman, laity, adherent, worshiper"
578,品味,pǐnwèi,"savor, taste"
579,客家,kèjiā,Hakka
580,要素,yàosù,"basics, ingredient, essential, key element, constituent, fashioning, element, core, making, stuff, essential factor, factor, essence, strand, elemental, devising, chemistry, requisite, momentum"
581,氧气,yǎngqì,"O, atomic number 8, oxygen"
582,塑胶,sùjiāo,"plastics, plastic, synthetic resin, plastic cement"
583,乘,chéng,ride
584,信用卡,xìnyòngkǎ,"charge plate, charge card, credit card, credit_card, charge_card, bank card"
585,雷射,léishè,"optical maser, laser"
586,国建,guójiàn,national construction
587,无不,wúbù,"without exception, invariably"
588,处长,chùzhǎng,"department, section chief, commissioner, department/office head, department head, head of a department, office head"
589,采集,cǎijí,"oyster, collect, gather, pick up and put together"
590,书本,shūběn,"volume, book"
591,笑,xiào,"laugh at, ridicule"
592,掀起,xiānqǐ,"lift, raise, surge, cause to surge, start (movement/etc.)"
593,偏远,piānyuǎn,"remote, faraway"
594,亲密,qīnmì,"chum, intimate, close"
595,钢铁,gāngtiě,iron and steel
596,燃烧,ránshāo,burn
597,雕刻,diāokè,statue
598,喷,pēn,"splosh, spray, sprinkle, spout, puff, gush, splash, spurt"
599,燃烧,ránshāo,burn
600,绿岛,lùdǎo,Green Island
601,轮流,lúnliú,"by turns, in turn"
602,邻近,línjìn,"adjoin, next to, neighbour, close_to, near, border on, be close to, be adjacent to, be near, neighbor"
603,击败,jíbài,"trounce, bat, frustrate, trump, down, lace, overwhelm, thrash, overpower, stoush, snooker, floor, overcome, drub, beat out, defeat, war, have the best, clobber, lick, conquer, smite, outmatch, worst, sort_out, smash, crush, outgun, vanquish, beat, put_down, pip, get the best, bear_down"
604,结,jié,"tie, knit, knot, weave, congeal, form, forge, cement, settle, conclude"
605,分发,fēnfā,"distribute, hand out, issue"
606,谨慎,jǐnshèn,"cautious, circumspect"
607,乐曲,yuèqǔ,"composition, piece of music, music, musical composition, piece, number, opus"
608,世上,shìshàng,"in the world, on earth"
609,外婆,wàipó,"granny, maternal grandmother, grandma, grandmother"
610,巨人,jùrén,"colossus, whale, Titan, Goliath, titan, bouncer, darb, goliath, Brobdingnagian, heavyweight, monster, behemoth, giant, Heracles, hulk"
611,用功,yònggōng,"study, studious, hardworking, niggle, grind"
612,人情,rénqíng,"human feelings, favor, gift, present"
613,公务人员,gōngwùrényuán,"civil_service, civil servant, civil_servant, civil service"
614,生日,shēngrì,birthday
615,天才,tiāncái,"genius, talent, gift"
616,尺寸,chǐcùn,"measurement, dimension"
617,觉,jué,"sense, feel, wake (up), become aware/awakened, discover"
618,恋爱,liànài,"love, romantic attachment"
619,谨慎,jǐnshèn,"cautious, circumspect"
620,短线,duǎnxiàn,"small amount/quantity, a little/few"
621,停放,tíngfàng,"park, place"
622,恋爱,liànài,"love, romantic attachment"
623,走入,zǒurù,"enter, walk in, go in"
624,孝顺,xiàoshùn,"filial, show filial obedience"
625,多样化,duōyànghuà,"diversify, make varied"
626,住家,zhùjiā,"domicile, lodging, dwelling_house, dwelling, household, abode, dwelling house, home, resident, habitation, residence"
627,步道,bùdào,"sidewalk, pavement"
628,免得,miǎnde5,"conj.: so as not to, so as to avoid"
629,股份,gǔfèn,"equity, concern, share, stake, stock, interest"
630,派员,pàiyuán,assign sb. to do sth.
631,知识分子,zhīshìfènzǐ,"wig, intellectual, educated person, educated person (high school or college equivalent), intellect, intelligentsia, clerisy"
632,停放,tíngfàng,"park, place"
633,传承,chuánchéng,pass down through generations
634,售,shòu,"get (plan, sale, get accepted, get (plan/etc.) accepted, etc.) accepted, sell"
635,攻下,gōngxià,"seize, capture, conquer, take over, overcome"
636,牵,qiān,"lead along (by holding hand/halter/etc.), pull, involve, implicate"
637,笨,bèn,"dull, cumbersome, wooden-headed, clumsy, stupid, awkward"
638,散步,sànbù,take a walk
639,蚊子,wénzi5,"culex, mosquito, punkie"
640,爱国,àiguó,"love one's country, patriotic"
641,传承,chuánchéng,pass down through generations
642,国旗,guóqí,"flag, ensign, national flag"
643,异,yì,"surprise, other, another, unusual, separate, treat specially, feel surprised, different, foreign (place), disloyal, strange"
644,逃,táo,"guy, escape, egress, scarper, break away, shrink from, fly, take flight, evade, run away, evasion, flee, run, shirk, turn tail, bunk, lam, dodge"
645,基督教,jīdūjiào,"Christian religion, Christianity, Christendom, Christianism, Christian"
646,常识,chángshì,"nous, reason, mother_wit, general knowledge, common_sense, mother wit, horse sense, public knowledge, common sense, sense, good sense, gumption, commonsense, wisdom"
647,掌声,zhǎngshēng,"clapping, applause"
648,教训,jiàoxùn,"lesson, moral"
649,爱国,àiguó,"love one's country, patriotic"
650,宾语,bīnyǔ,object
651,写下,xiěxià,"sign, put, set_down, put_down, take, write down"
652,总数,zǒngshù,"result, all, amount of money, aggregate, sum total, summation, amount, number, sum, total, tale, sum of money, totality, capita, quantity"
653,电脑化,diànnǎohuà,computerize
654,聚,jù,"get together, assemble, forgather, gather"
655,精确,jīngquè,"elegant, accurate, precise, exact"
656,登山,dēngshān,"engage in mountain-climbing, sport"
657,富有,fùyǒu,be rich/wealthy
658,登山,dēngshān,"engage in mountain-climbing, sport"
659,学子,xuézǐ,"student, disciple"
660,创下,chuàngxià,"set, create, build"
661,签约,qiānyuē,sign a contract
662,电池,diànchí,"galvanic pile, electric battery, pile, D, battery, cell, (electric) cell, electric_battery, element, voltaic pile"
663,电脑化,diànnǎohuà,computerize
664,出版社,chūbǎnshè,"publisher, press"
665,加快,jiākuài,"speed up, accelerate"
666,手枪,shǒuqiāng,pistol
667,工艺,gōngyì,"technology, craft"
668,台东,táidōng,Taitung (City in Taiwan)
669,文书,wénshū,"document, official correspondence, secretary, secretariat"
670,绘图,huìtú,"draw pictures, prepare engineering drawings"
671,签约,qiānyuē,sign a contract
672,苏,sū,Surname
673,换言之,huànyánzhī,in other words
674,中医,zhōngyī,"trad. Ch. medicine, doctor of trad. Ch. medicine"
675,尺度,chǐdù,"measure, scale"
676,再者,zàizhě,"conj.: moreover, besides"
677,火车站,huǒchēzhàn,railway station
678,仅仅,jǐnjǐn,"strictly, solely, exclusively, entirely, alone, merely, only, purely, simply, scantly, narrowly, barely, just"
679,伸手,shēnshǒu,"ask for help, stretch one's hand, meddle in, stretch, hold out one's hand, stretch out one's hand, reach"
680,矣,yǐ,particle: used in classical Chinese to express exclamation
681,老实,lǎoshí,"honest, frank, well-behaved, good, simple-minded, naive"
682,良心,liángxīn,"sense of right and wrong, conscientiousness, conscience, moral sense, scruples"
683,多重,duōchóng,multiple
684,旺盛,wàngshèng,"vigorous, prosperous, exuberant"
685,股东,gǔdōng,"raider, shareholder, interest, old fogy, shareowner, curio, antique, partner, stockholder, interest group"
686,苗栗县,miáolìxiàn,Miaoli(a county in Taiwan)
687,约,yuē,"ask, invite"
688,受训,shòuxùn,receive/undergo training
689,流失,liúshī,"run off, be washed away"
690,专注,zhuānzhù,be absorbed in
691,作出,zuòchū,make (decision/etc.)
692,流失,liúshī,"run off, be washed away"
693,感兴趣,gǎnxìngqù,"be interested, be interested in"
694,连系,liánxì,contact
695,富,fù,"wealthy, abundant"
696,条款,tiáokuǎn,"title, item, purview, detail, statute title, stipulation, proviso, point, article, provisions, provision, term, clause, condition"
697,专注,zhuānzhù,be absorbed in
698,商业区,shāngyèqū,"business_district, strip, white way, business zone, downtown, business district"
699,甜,tián,"sweet, agreeable"
700,聊,liáo,"endure, rely/depend on, rely on, depend on, chat"
701,莫斯科,mòsīkē,"capital of the Soviet Union, Russian capital, Moscow"
702,神情,shénqíng,"patina, way, expression, facial_expression, look, patine"
703,连系,liánxì,contact
704,拥抱,yǒngbào,embrace
705,实地,shídì,"concretely, on the ground, on the ground/spot, spot, on the spot"
706,拥抱,yǒngbào,embrace
707,学童,xuétóng,"schoolchild, schoolboy, schooler, school children"
708,汤,tāng,"hot/boiling water, hot springs, soup, broth"
709,右派,yòupài,right
710,世间,shìjiān,"earth, world"
711,量产,liàngchǎn,set bounds to produce
712,想,xiǎng,miss
713,下去,xiàqù,"go on, continue, go down, descend, take_up, descent"
714,平,píng,"flat, level, even, ordinary, common, uniform, safe and sound, peaceful, calm, fair, just, objective"
715,之上,zhīshàng,on
716,全民健保,quánmínjiànbǎo,National Health Insurance
717,外交部,wàijiāobù,"foreign office, diplomatic building, Foreign Ministry, Ministry of Foreign Affairs"
718,避开,bìkāi,"beg, preclude, avoidance, escape, sidestep, leapfrog, stave_off, get_around, shun, keep_away, keep away, turn away, skirt, fend_off, avoid, evade, ditch, miss, avert, eschew, flee, divert, parry, sheer, dodge"
719,体型,tǐxíng,"type of build, type of build/figure, build, body type, figure, somatotype, type of figure, habitus, body-build, physique, type of human physique"
720,週末,zhōumò,weekend
721,得主,dézhǔ,"recipient, winner"
722,体育馆,tǐyūguǎn,"stadium, coliseum, gym, turnhall, palestra, gymnasium"
723,左右,zuǒyòu,left and right
724,相连,xiānglián,"communicate, be joined, interconnect, be linked together, intercommunicate, interlink, meet, attach"
725,坚决,jiānjué,"firm, determined"
726,罪嫌,zuìxián,criminal suspect
727,行驶,xíngshǐ,go (of vehicles/boats/etc.)
728,兼任,jiānrèn,"hold a concurrent post, part-time, hold concurrent post"
729,好听,hǎotīng,pleasant to hear
730,为期,wéiqí,by/lasting (a definite time)
731,科,kē,"department, section, rules, laws, a branch of academic or vocational study, stage directions, (animal) family, a division or subdivision of an administrative uni, family, branch of study, faculty, administrative section"
732,美浓,měinóng,Meinung(a town in Taiwan)
733,诚意,chéngyì,"candour, singleness, sincerity, good faith, candor"
734,名利,mínglì,"fame and gain, fame and wealth"
735,遊憩,yóuqì,relax and play
736,持有,chíyǒu,"boast, take, possess, hold, carry"
737,新光,xīnguāng,hsinkuang consortium
738,最早,zuìzǎo,very first
739,眼镜,yǎnjìng,"cheater, lorgnon, spectacles, specs, glasses, spectacle, barnacles, eyeglasses, barnacle, eyeglass, glass"
740,海面,hǎimiàn,"offing, sea surface, offshore, sea level, rim"
741,第,dì,"mansion, stadium, decker, det.: marker of ordinal numerals, abomasum, residence"
742,客家人,kèjiārén,Hakka
743,膨胀,péngzhàng,"expand, swell, inflate"
744,单独,dāndú,"tete-a-tete, apart, unaccompanied, individually, singly, solely, alone, on one's own"
745,虫,chóng,"bug, worm, insect"
746,膨胀,péngzhàng,"expand, swell, inflate"
747,解脱,jiětuō,"free (extricate) oneself, release from worldly cares"
748,隧道,suìdào,"tube, tunnel"
749,熊胆,xióngdǎn,gall of bear (used as medicine)
750,热潮,rècháo,"rush, surge, spate, upsurge"
751,复,fù,again
752,学系,xuéxì,department (of school)
753,鼓掌,gǔzhǎng,clap one's hands; applaud
754,日记,rìjì,"diary, journal"
755,日趋,rìqū,"gradually, day_by_day"
756,外出,wàichū,go out
757,出路,chūlù,"way out, outlet, employment opportunities"
758,外出,wàichū,go out
759,解脱,jiětuō,"free (extricate) oneself, release from worldly cares"
760,钟,zhōng,"timekeeper, timepiece, ticker, carillon, Zhong, time, bell, handleless cup, chime, gong, carillon playing, bell ringing, clock, Surname"
761,此后,cǐhòu,"thenceforth, henceforth, since then, thereafter, after this, hereafter"
762,冲,chōng,"charge, rush, dash"
763,同伴,tóngbàn,"associate, friend, associator, chum, gentry, cully, familiar, fellow traveller, accompanist, fellow traveler, stablemate, companion, mate, compeer, peer, pard, bunkie, consociate, fellow, buddy, campmate, comrade"
764,供给,gōngjǐ,"supply, provide, furnish"
765,事故,shìgù,"circumstance, trouble, mischance, accident, mishap, affair, bad luck, natural event, happening, occurrence"
766,握,wò,"take hold of, agitate, grasp, double, bite, shake, hold"
767,受害,shòuhài,"suffer injury, suffer loss, fall victim, loss, suffer, be affected, victimize, be victimized"
768,表明,biǎomíng,"argue, utter, disclose, enunciate, indicate, speak_for, make clear, indication, prove, point, express, manifest, tell, state clearly, give, denote, evince, unfold, portend, declare, kithe, make known, signalize"
769,炒作,chǎozuò,stir
770,香水,xiāngshuǐ,"perfumery, cologne, aroma, perfume, fragrance, scent, rosewood, fragrancy"
771,气温,qìwēn,"atmospheric temperature, mercury, temperature, air temperature"
772,供给,gōngjǐ,"supply, provide, furnish"
773,炒作,chǎozuò,stir
774,教,jiào,cause/ask to
775,买到,mǎidào,"obtain, buy, purchase"
776,亩,mǔ,"acre, m.[standard],"
777,畔,pàn,"boundary, border of field, side, border, bank"
778,现,xiàn,"just, at the time, extempore"
779,情趣,qíngqù,"flavor, temperament and interest, spice, savour, appeal, interestingness, interest, temperament"
780,理工,lǐgōng,science and engineering
781,造就,zàojiù,"bring up, train"
782,跌,dié,"fall, tumble"
783,总算,zǒngsuàn,"at long last, finally"
784,群体,qúntǐ,"population, community, society, grouping, group, colony, groups"
785,集体,jítǐ,collective
786,谈起,tánqǐ,"speak of, talk about, mention"
787,硬碟,yìngdié,"fixed disk, hard disc, disk drive, hard_drive, hard_disk, hard drive, Winchester drive, disc drive, hard disk, hard disk/drive"
788,棒,bàng,"good, fine, strong"
789,游览,yóulǎn,"go sight-seeing, tour, visit"
790,效能,xiàonéng,"effect, effectuality, efficiency, effectivity, performance, virtue, sufficiency, effectualness, efficacy, usefulness, efficaciousness, effectiveness"
791,选举,xuǎnjǔ,"elect (by vote), select by examination"
792,遊览,yóulǎn,"go sight-seeing, tour, visit"
793,确立,quèlì,"radicate, entrench, establishment, build, establish, establish firmly"
794,独,dú,"by oneself, alone, in solitude, only"
795,功效,gōngxiào,"efficacy, effect"
796,月份,yuèfèn,month
797,公益,gōngyì,public good/welfare
798,不知不觉,bùzhībùjué,"unconsciously, unaware"
799,失踪,shīzōng,be missing
800,终究,zhōngjiù,"eventually, in the end, after all"
801,怀,huái,"yearn for, conceive (a child), keep in mind, miss, cherish, carry, become pregnant, think of, conceive, nourish"
802,租界,zūjiè,"colony, concession, (foreign) concession, settlement"
803,失踪,shīzōng,be missing
804,行事,xíngshì,"handle, execute"
805,好笑,hǎoxiào,"laughable, funny"
806,旁人,pángrén,other people
807,淡,dàn,"tasteless, light, wishy-washy, pale, thin, weak"
808,佩服,pèifú,admire
809,那样,nàyàng,"such, so, in that case"
810,交代,jiāodài,"hand over, explain, make clear, brief, tell, account for, justify oneself, confess"
811,岩石,yánshí,"muck, chimney, rock, petrous, stone"
812,行事,xíngshì,"handle, execute"
813,交代,jiāodài,"hand over, explain, make clear, brief, tell, account for, justify oneself, confess"
814,任教,rènjiào,"be a teacher, hold teaching post, profess"
815,浮现,fúxiàn,"appear before one's eyes, float, suggest, come up, rise up, surface, ray, rise, appear, emerge"
816,冒,mào,"risk, brave"
817,处在,chǔzài,"be in, be (in a certain condition), be"
818,专栏,zhuānlán,"column, special column, spot, feature, feature article, columnar"
819,因子,yīnzǐ,"gene, determinant, factor, divisor"
820,风波,fēngbō,"crisis, disturbance"
821,处,chǔ,"be situated in, be in a certain condition, dwell, live"
822,臭,chòu,"whiff, foul, malodorous, disgraceful, stinking, odorous, disgusting"
823,许可,xǔkě,"permit, allow"
824,货币,huòbì,"coinage, mintage, tin, coin, currency, specie, monetary, money, metal money, piece"
825,垂直,chuízhí,"perpendicular, vertical"
826,泡,pào,"steep, soak, immerse"
827,招牌,zhāopái,"plate, sign, shop sign, fascia, signboard, placard, facia, nameboard"
828,许可,xǔkě,"permit, allow"
829,说起,shuōqǐ,"to bring up a subject in talk, to mention"
830,监测,jiāncè,"monitor, supervise"
831,应邀,yìngyāo,"on invitation, at sb.'s invitation, receive an invitation"
832,监测,jiāncè,"monitor, supervise"
833,语气,yǔqì,"mood, tenor, strain, modality, manner of speaking, tone, mode, tone of voice, note"
834,远离,yuǎnlí,"be far away, stand aloof, be far off (the mark/etc.)"
835,远处,yuǎnchù,"distance, bottom, distant place, distant point"
836,距离,jùlí,be apart/away from
837,新进,xīnjìn,freshman
838,邮局,yóujú,post office
839,辨识,biànshì,identify
840,发言人,fāyánrén,"voice, spokesman, representative, interpreter, prophet, addresser, spokesperson, prolocutor, addressor, fugleman, coryphaeus"
841,辨识,biànshì,identify
842,标本,biāoběn,"example, representative, pattern, specimen, root cause and symptoms of disease, sample, model"
843,征求,zhēngqiú,"ask_for, seek, solicit"
844,糟,zāo,"massacre, muddle, spoiled (lit., flub, fig.), pickle, goof, bumble, rotten"
845,远离,yuǎnlí,"be far away, stand aloof, be far off (the mark/etc.)"
846,征,zhēng,"levy, impose, collect, solicit, call-up, ask for, draft, enrollenrol"
847,出自,chūzì,"come from, be out of"
848,市政,shìzhèng,"civic, municipal, civicism, municipal administration"
849,公寓,gōngyū,"flats, apartment house, public housing"
850,子孙,zǐsūn,"posterity, rod, scion, materialization, progeniture, offspring, descendant, children and grandchildren, spawn, son, generation, issue, increase, descendent, seed, child, descendants, fruit, get, progeny"
851,晶片,jīngpiàn,"silicon chip, chip, microchip, chips, wafer, micro chip"
852,法庭,fǎtíng,"judicature, areopagy, court, courtroom, tribunal, banc, forum, gate, banco, lockup, lawcourt, bailey"
853,小学生,xiǎoxuéshēng,"(primary) pupil, schoolboy, schoolgirl"
854,含,hán,include
855,武功,wǔgōng,"military accomplishment, military accomplishments, acrobatic skill, gest, geste, opera"
856,登上,dēngshàng,"get on, board, ascend, mount, climb, scramble, step on"
857,删除,shānchú,"delete, leave out"
858,局部,júbù,"partial, department, section, parts, part, det.: part, maculation, region, spot, dapple, fleck, patch, division, speckle"
859,作为,zuòwéi,"conduct, deed, action"
860,洛杉矶,luòshānjī,Los Angeles
861,相近,xiāngjìn,"be close to, near, be close, be near, alike, neighbor, be similar to, close, be close/near"
862,派系,pàixì,"side, sect, schism, cabal, in-crowd, factions, junto, clique, junta, coterie, camarilla, faction"
863,负起,fùqǐ,"assume, take over, take on, adopt, shoulder, bear"
864,直,zhí,"straight, vertical, just, righteous, honest, frank, forthright, stiff, numb"
865,发,fā,"develop, expand, open up, discover, expose, show one's feeling"
866,会议室,huìyìshì,"meeting/conference room, meeting room, consistory, council chamber, boardroom, conference room, meeting"
867,交由,jiāoyóu,entrust
868,留意,liúyì,"be careful, watch, see, insure, see to it, pay attention to, keep one's eyes open, take notice, listen, heed, mind, ensure, advert, assure, control, look out, check, ascertain, regard"
869,当事人,dāngshìrén,"interested parties, those directly involved, principal, client, the party concerned, privy, party, litigant, person concerned"
870,无论如何,wúlùnrúhé,"disregarding, aught, in any event, anyway, in any case, ought, at any rate, no matter what happens, irrespective, no matter, however, leastwise, anyhow, anywise, irregardless, leastways, whatever may come, disregardless, no matter what, regardless, come hell or high water, in_any_case"
871,勒索,lēsuǒ,"extort, blackmail"
872,教书,jiāoshū,"teach school, teach, teach in school, teach (usu. for a living)"
873,粒,lì,"granule, grain, kernel, pellet, m.[general],"
874,蛋白质,dànbáizhí,"albuminoid, proteide, proteid, albumin, albumen, protein"
875,勒索,lēsuǒ,"extort, blackmail"
876,晚餐,wǎncān,"dinner, supper"
877,沦为,lúnwéi,be reduced to
878,餐,cān,m.[event]
