,Simplified,Pinyin,Meaning
361,必要,bìyào,"necessary, indispensable"
362,生态,shēngtài,"ecological, ecosystem, biology, ecology, biota"
363,汽车,qìchē,"automotive vehicle, machine, wheels, motorcar, motor vehicle, car, automotive, auto, wheel, autocar, motor, automobile, hoot, mobile, bus"
364,例子,lìzi,"exemplification, example, representative, illustration, instance, piece, case"
365,有点,yǒudiǎn,"kind_of, pretty, more or less, fairly, a_little, rather, something, somewhat, a bit, to some extent"
366,博物馆,bówùguǎn,museum
367,权力,quánlì,"influence, rod, authoritativeness, clutches, whip_hand, dominance, say-so, reins, force, emirate, might, pretension, station, commission, grasp, leverage, danger, authority, place, power, arm, disposal, puissance"
368,族群,zúqún,"clan, race, tribe, group"
369,妈,mā,"a form of address for a married woman one generati, mummy, mum, mother, ma, mama, mam"
370,墙,qiáng,wall
371,船,chuán,"bottom, body, ship, catcher, bow, bark, boat, shipboard, prow, watercraft, craft, drone, vessel, keel, sailer"
372,基金会,jījīnhuì,"monetary fund, fundation, foundation, fund"
373,诗,shī,"verse form, poem, canto, verse, rhyme, number, song, poesy, poetry"
374,杂志,zázhì,"journal, bulletin, mag, magazine, periodical"
375,生存,shēngcún,"live, exist"
376,且,qiě,conj.:
377,天,tiān,"sky, heaven"
378,小孩子,xiǎoháizi,"dot, tyke, tiddler, pickaninny, child"
379,生存,shēngcún,"live, exist"
380,大楼,dàlóu,"mansion, massif, hall, block, manse, edifice, building, multi-storied building, residence, mansion house"
381,最好,zuìhǎo,"had better, it would be best"
382,读书,dúshū,"read, study, attend school"
383,见到,jiàndào,"see, meet, perceive"
384,最佳,zuìjiā,"first-rate, best, superlative, optimum"
385,出去,chūqù,"go_out, go/get out, get_out, go out, get out, go, exit"
386,想法,xiǎngfǎ,"view, stance, mentality, idea, notion, sentiment, judgment, construct, thought, opinion, conception, viewpoint, judgement, belief, mind-set, what one has in mind, persuasion, perspective, concept, mind, impression"
387,帮,bāng,help
388,医生,yīshēng,"Galen, MD, physician, Dr., medic, doc, hakeem, medico, Aesculapius, medical man, surgeon, leech, doctor"
389,坚持,jiānchí,"persist in, insist on"
390,创作,chuàngzuò,"creative work, creation"
391,广场,guǎngchǎng,"mews, agora, public square, concourse, carrefour, piazza, plaza, square, campus, place"
392,成员,chéngyuán,member
393,留下,liúxià,"stay, leave behind, leave, allocate, devote, entail, stick, stay behind, leave_behind, stay put, stick around, remain"
394,森林,sēnlín,"woodsy, jungle, forest, sylva, woods, wood, timberland, woodland, bocage, forestry, timber, greenwood"
395,算,suàn,"consider, regard/count as"
396,颗,kē,"grain, m.[general],"
397,各,gè,"separately, differently"
398,男女,nánnǔ,men and women
399,特性,tèxìng,"attribute, distinctive feature, tang, a character, appanage, a characteristic, nature, trait, differentiation, data, habit, lineament, shtick, tone, distinction, identity, property, characteristic, specificity, ring, specialty, hair, character, cast, idiosyncrasy, specific, diagnosis, chemistry, feature, peculiarity, quality"
400,影像,yǐngxiàng,"simulacrum, blip, mental image, picture, portrait, video, image"
401,遭,zāo,by
402,强烈,qiángliè,"strong, intense, violent"
403,欸,èi,mild exclamation/sigh
404,解释,jiěshì,"explain, interpret, analyze"
405,尽管,jǐnguǎn,"conj.: even though, despite"
406,主动,zhǔdòng,on one's own initiative
407,喔,wō,of surprise
408,演出,yǎnchū,"show, perform"
409,文章,wénzhāng,"nonsense, hidden meaning, writing, hidden, written material, article, implied meaning, essay, writings, literary works, patch, hidden/implied meaning"
410,理想,lǐxiǎng,"ideal,"
411,重大,zhòngdà,"great, major, crucial, weighty, whang, fatal, significant, grave"
412,脚,jiǎo,"foot, leg, base"
413,演出,yǎnchū,"show, perform"
414,危险,wéixiǎn,"dangerous, perilous"
415,背景,bèijǐng,"context, circumstance, locale, background, ground, stage setting, mise en scene, groundwork, background knowledge, frame, milieu, backcloth, scene, setting, backdrop"
416,不少,bùshǎo,"not few, many"
417,唱,chàng,"cry, chant, chirm, tune, vocalize, call, sing"
418,即将,jíjiāng,"in a short time, promptly, on the point of, at once, instantly, pronto, immediately, shortly, without delay, tout-de-suite, right away, forthwith, presently, soon, in a few seconds, before long, straightaway, in a minute, about to"
419,大部分,dàbùfèn,"det.: most of, the majority of"
420,通讯,tōngxùn,"communication, news report, newsletter"
421,越来越,yuèláiyuè,"more_and_more, more and more"
422,考试,kǎoshì,"examination, test"
423,学期,xuéqī,"school term, semester"
424,反,fǎn,"counter, revolt, rebel, oppose, combat"
425,心灵,xīnlíng,"psychical, mind, psyche, soul, spirit, mens, heart"
426,获,huò,"harvest, capture, obtain, get, catch, poll, be able to, reap, gather in, win"
427,既然,jìrán,"conj.: since, as, now that"
428,设,shè,"set up, found"
429,顾客,gùkè,"chap, client, shopper, correspondent, constituency, patronage, trade, market, guest, clientele, newspaperman, newspaperwoman, newswriter, pressman, customer agent, customer, business"
430,家人,jiārén,"relation, homefolk, inmate, kindred, household, relative, people, folks, kin, family members, family, kinsfolk, house"
431,组,zǔ,m.[general]
432,纷纷,fēnfēn,"in droves, one_after_another, numerous and in great confusion"
433,提升,tíshēng,"promote, hoist, elevate"
434,搞,gǎo,"work, set up, work out, organize, cause, etc., produce a certain effect, secure, manage, get hold of, carry, produce, organization, generalized doing: do, start, get, do, be engaged in, generalized doing: work/manage/etc., make, generalized doing: do/work/manage/etc."
435,提升,tíshēng,"promote, hoist, elevate"
436,随时,suíshí,"whenever, whene'er, always, readily, whenever necessary, at all times, as occasion demands, at any time"
437,譬如,pìrú,"for example, such as"
438,子女,zǐnǔ,"sons and daughters, children"
439,确定,quèdìng,"find, determination, make a point, pin down, narrow down, corroborate, prove, jell, settle, express, ensure, clench, assure, confirm, decide firmly, see, certain, define, clinch, nail_down, ascertain, determinate, guarantee, nail down, insure, fix, nail, peg, sustain, state, stipulate, secure, make_sure, seal, make sure, verify, find out, affirm, determine"
440,公平,gōngpíng,"fair, just, impartial"
441,视为,shìwéi,"regard_as, deem, count, regard as, consider as, repute, look_on, regard/consider as, look_at, call, regard"
442,技巧,jìqiǎo,"technics, artifice, superior skill, acquisition, acquirement, cunning, trick, dexterity, accomplishment, mechanism, craft, craftsmanship, technique, artistry, handiwork, mastery, handicraft, finesse, attainment, sleight, skill, implement, execution, prowess, ingenuity, art, method, dish, mechanics, knack, cup of tea, management, bag, proficiency, address, facility, virtuosity, workman"
443,接着,jiēzhe,"next, immediately after"
444,画,huà,"painting, pictures"
445,领导,lǐngdǎo,"lead, exercise leadership"
446,小心,xiǎoxīn,"beware, watch_out, keep one's eyes skinned, keep one's eyes peeled, careful, cautious, be careful, see, watch, guard, ware, cautionary, keep one's eyes open, take care, look_out, look out"
447,主办,zhǔbàn,"sponsor, direct, direction, host, give"
448,探讨,tàntǎo,"inquire into, explore"
449,赴,fù,"repair, attendance, go, go to, come, seek, attend, betake"
450,回,huí,m.[general]
451,探讨,tàntǎo,"inquire into, explore"
452,回去,huíqù,"go_home, go_back, retrocede, go back, be back, go, return"
453,弟弟,dìdì,"brother, little brother, younger brother, cadet, little_brother, viscount"
454,风,fēng,"wind, common practice, custom, general mood, style, news, information"
455,小学,xiǎoxué,"primary school, elementary school"
456,兴建,xīngjiàn,"build, construct"
457,状态,zhuàngtài,"repair, form, lie, state (of affairs), state of affairs, fix, status, going, plight, phase, condition, state, trimness, attitude, trim, shape, situation, posture, position, fettle, mode, predicament"
458,支援,zhīyuán,"backstop, support, side, help, patronize, root, stand by, bear, angel, hold out, back, see through, assist, assistance, sustain, back up"
459,还是,háishì,conj.: or
460,治疗,zhìliáo,"treatment, cure"
461,衣服,yīfú,"clothes, wearing apparel, toggery, gear, tog, wear, bib-and-tucker, drapery, thing, dress, duds, vestment, wardrobe, clout, apparel, clothing, dud, wrapping, vesture, clobber, habit, robe, togs, livery, habilimentation, array, hull, garb, attire, attirement, stitch, rig, garment, raiment, wearable, dressing"
462,名字,míngzi,"first_name, forename, moniker, monaker, first name, monicker, cognomen, given name, name, patronymic, appellation"
463,参考,cānkǎo,"consult, refer to"
464,女孩,nǔhái,"babe, damosel, quiff, number, young lady, damoiselle, gal, little girl, missy, young woman, demoiselle, damsel, fille, baby, girl, miss, petticoat, child, female child, mouse, she, colleen, daughter, damozel, moppet"
465,男性,nánxìng,"brother, male, him, man, male sex, adult male, mankind, masculine, mother's son, masculinity"
466,教室,jiàoshì,"classroom, schoolroom"
467,太阳,tàiyáng,"Apollo, luminary, daystar, digit, sunlight, solar, sunshine, Phoebus, lamp, sun, Sol, fireball"
468,在,zài,be at/in/on
469,口,kǒu,m.[general]
470,陈,chén,Surname
471,称为,chēngwéi,call as
472,国民,guómín,"citizen, country, citizenry, a people, nationality, nation, folk, subject, people, nationals, national, commonwealth, son, land"
473,研讨会,yántǎohuì,"workshop, seminar, symposium"
474,飞机,fēijī,"aerocraft, airplane, machine, craft, aeroplane, ship, aero, avion, aeronef, plane, aircraft"
475,建筑师,jiànzhúshī,"surveyor, architect"
476,王,wáng,"Rex, ameer, king, prince, emeer, monarch, shah, emir, amir, Surname, sovereign, Wang"
477,究竟,jiùjìng,"actually, exactly, after all, in the end"
478,花,huā,"flower, blossom, pattern, design, courtesan, prostitute"
479,确实,quèshí,"really, certainly, truly, indeed"
480,公路,gōnglù,"trunk road, calzada, route, main road, highroad, highway, road, thoroughfare, causeway, chaussee"
481,至今,zhìjīn,"thus_far, up_to_now, until_now, so far, to this day, up to now, to date, hitherto, erenow"
482,天下,tiānxià,"rule, world, China, domination, everywhere under heaven"
483,考量,kǎoliáng,"consider, think"
484,日,rì,Japan
485,管,guǎn,"run, manage, administer, have charge of, subject to discipline, bother about"
486,少数,shǎoshù,det.: a few
487,判断,pànduàn,"judge, determine"
488,快,kuài,"soon, quickly"
489,扮演,bànyǎn,"play part of, play part of"
490,判断,pànduàn,"judge, determine"
491,扮演,bànyǎn,"play part of, play part of"
492,相对,xiāngduì,"be opposite, be face to face"
493,校方,xiàofāng,school authorities
494,早已,zǎoyǐ,"already, since, long ago, long ago/since, long since"
495,读者,dúzhě,"audience, subscriber, reader"
496,大会,dàhuì,"synod, moot, conference, plenary meeting, congress, rally, plenum, mass meeting, plenary session"
497,工人,gōngrén,"navvy, hired man, operative, working person, laborer, shopworker, esne, working man, hired hand, worker, workpeople, workman, hand"
498,数量,shùliàng,"magnitude, scalar, aggregate, deal, measure, numerical quantity, measurement, sum, worth, amount, quantity, number"
499,材料,cáiliào,"making, aggregate, stuff, ingredients, food, ingredient, data, fodder, material, datum, stock, makings, data point, timber"
500,建议,jiànyì,"proposal, suggestion"
501,特征,tèzhēng,"impress, trait, hallmark, cachet, stamp, characteristic, speciality, cast, feature, characteristic marks, features, artistic style, touch, trademark, earmark, particularity, nature, genius, imprint, lineament, mold, shtick, distinction, specificity, physiognomy, idiom, signature, character, salience, diagnosis, syndrome, stigma, stylemark, signalment"
502,杀,shā,"abatement, fight at close quarters, killing, go into battle, burn, reduction, slaughter, burn (of medicine), fight, smite, abate, massacre, diddle, reduce, weaken, liquidate, smash, kill, slay, smart"
503,算是,suànshì,"regard_as, considered to be"
504,革命,gémìng,revolt
505,国人,guórén,"landsman, fellow countrymen, countryman, countrymen, compatriots"
506,鱼,yū,"paella, variegated carp, gudgeon, bighead, Yu, Surname, Argonaut, salmon, fish, catfish"
507,操作,cāozuò,"operate, manipulate"
508,统计,tǒngjì,statistics
509,操作,cāozuò,"operate, manipulate"
510,德国,déguó,"Deutschland, autobahn, FRG, Germany, German, Reich, Federal Republic of Germany"
511,显然,xiǎnrán,"evidently, manifestly, clear, visibly, plainly, plain, distinctly, clearly, patently, apparently, obviously"
512,信心,xìnxīn,"trustfulness, trustingness, confidence, belief, affiance, religion, feeling, fay, trust, positiveness, notion, reliance, religious belief, faith, hope, impression"
513,放弃,fàngqì,"depart, chuck up the sponge, scuttle, dispense with, throw in the towel, abort, throw in, flunk, foreswear, abnegate, pass, free, lay_down, abandonment, disclaim, part_with, pass_up, abdicate, release, ditch, abjure, jettison, waive, surrender, leave, give, recant, desert, give up, divest, yield, forswear, break, abandon, unguard, back_down, yield up, demit, relinquish, break_with, drop"
514,懂,dǒng,"have, comprehend, understanding, understand, compass, grasp, get the picture, glom, know, apprehend, twig, savvy, follow, make out, dig"
515,治疗,zhìliáo,"treat, cure"
516,生活,shēnghuó,live
517,分析,fēnxī,analysis
518,忙,máng,"hurry, hasten"
519,建,jiàn,"establishment, erection, build, proposal, propose, set up, establish, found, advocate, erect, construction, construct"
520,一生,yīshēng,"lifetime, all, existence, life, throughout one's life, all one's life, career, all/throughout one's life"
521,黑,hēi,"black, dark, wicked, sinister, vicious, be greedy, extort"
522,小说,xiǎoshuō,"novel, offprint, fiction"
523,主席,zhǔxí,"chairwoman, presiding officer, president (of organization, chair, chair (of meeting), prolocutor, chairperson, subchairman, chairmanship, state), chairman, chair/president (of organization/state), moderator, president"
524,政大,zhèngdà,National Chengchi University
525,集团,jítuán,"population, aggregate, circle, clique, grouping, bloc, phalanx, group, knot, aggregation"
526,报名,bàomíng,"register, inscribe, enter, enroll, enrol, enter one's name, sign up, recruit"
527,理想,lǐxiǎng,ideal
528,着名,zhùmíng,"famous, celebrated"
529,道德,dàodé,"value orientation, value-system, moral, code, moral principle, morals, morale, ethical motive, ethic, virtue, morality_play, morality, ethics, virtuousness, moral excellence"
530,哪里,nǎlǐ,where
531,消失,xiāoshī,"disappear, vanish, dissolve"
532,经由,jīngyóu,"via, by way of"
533,前面,qiánmiàn,"front end, face, forepart, front, in front, ahead, preceding, above, fore, forgoing, frontage, obverse"
534,遇到,yūdào,"come across, run_into, receive, meet with, encounter, run into, meet, befall"
535,提,tí,"mention, refer to, promote, bring up"
536,叫,jiào,"cry, shout, yell"
537,心态,xīntài,"state_of_mind, state of mind, psychology"
538,集中,jízhōng,"concentrate, centralize, focus, put together"
539,建筑物,jiànzhúwù,"foundation, shebang, erection, superstructure, buildup, architecture, construct, construction, edifice, building, structure, place, tenement, property, house, fabric"
540,画面,huàmiàn,"frame, tableau, picture plane, picture, general appearance of a picture, picture_plane, appearance, TV screen, video"
541,叫,jiào,"cry, shout, yell"
542,定,dìng,decide
543,甚,shèn,"muchly, extremely, very, bally, assai, more, what, more (than), molto, greatly"
544,可惜,kěxí,"it's a pity, unfortunately, it's too bad"
545,把,bǎ,m.[general]
546,医学,yīxué,"medicine, practice of medicine, medical science, leechcraft, physic, iatrology, medical"
547,输入,shūrù,"import, input"
548,百,bǎi,"cent, centum, century, hundred, det.: hundred"
549,输入,shūrù,"import, input"
550,型态,xíngtài,format
551,道理,dàolǐ,"thread, principle, the right way, theory, reason, argument, sense, order, truth, rationality"
552,愈来愈,yūláiyū,"even more, more_and_more, more and more"
553,色彩,sècǎi,"hue, tincture, palette, tint, blazonry, leavening, tinct, grain, color, shade"
554,歌,gē,song
555,现实,xiànshí,"reality, actuality"
556,婚姻,hūnyīn,"connubiality, wedlock, marital, union, marriage, married couple, matrimonial, match, man and wife, matrimony"
557,地球,dìqiú,"the earth/globe, globe, world, Earth, ball, terrene, earth, the globe, the earth"
558,指导,zhǐdǎo,"guide, direct"
559,架构,jiàgòu,"construction, framework"
560,进口,jìnkǒu,import
561,论文,lùnwén,"disquisition, memoir, paper, discourse, theme, treatise, thesis, article, tractate, dissertation"
562,出国,chūguó,go abroad (from one's own country)
563,商品,shāngpǐn,"article, product, merchandise, commodity, wares, ware, goods"
564,市长,shìzhǎng,"alcalde, city manager, mayor, portreeve, mayoral, civic leader, provost, civil leader, burgomaster"
565,分为,fēnwéi,"divide ... into, fall_into, divide(into)"
566,梦,mèng,dream
567,以前,yǐqián,"langsyne, ago, in the past, formerly, prevenient, before, previously"
568,恐怕,kǒngpà,perhaps
569,死亡,sǐwáng,be dead/doomed
570,哥哥,gēgē,"big brother, elder brother, big_brother"
571,档案,dǎngàn,"data file, documentation, record, archive, archives, file, dossier"
572,死亡,sǐwáng,be dead/doomed
573,满意,mǎnyì,"satisfy, well-pleasing, pleased, satisfied"
574,满,mǎn,"det.: entirely, wholly"
575,可爱,kěài,"lovable, likeable, lovely"
576,上海,shànghǎi,Shanghai
577,可爱,kěài,"lovable, likeable, lovely"
578,休閒,xiūxián,lie fallow
579,有趣,yǒuqù,"merry, fascinating, interesting, fun, amusive, comic, amusing"
580,职业,zhíyè,"metier, vocation, iceman, mystery, engagement, work, walk of life, employment, job, occupational group, ploy, craft, trade, avocation, employ, racket, pursuit, profession, situation, line, occupation, position, calling, walk_of_life, career, billet, duty, living, shop"
581,说法,shuōfǎ,"way of saying sth., wording, formulation, statement, version, argument"
582,英文,yīngwén,"English, English (language), English language, English_language"
583,紧张,jǐnzhāng,be nervous
584,预计,yūjì,"estimate, view, predict, expect, calculate in advance, anticipate"
585,兄弟,xiōngdì,brothers
586,体系,tǐxì,"scheme, setup, system of rules, system, superstructure, cosmos, schema"
587,间,jiān,m.[general]
588,专案,zhuānàn,"case, special case for investigation"
589,孔子,kǒngzǐ,Confucius
590,报导,bàodǎo,report
591,一半,yíbàn,"det.: one half, in part, half"
592,疾病,jíbìng,"trouble, attack, evil, ailment, affection, misery, malfunction, complaint, infirmity, disease, ill, illness, malady, decline, sickness, condition"
593,其它,qítā,"det.: others, the rest, other, else"
594,外国,wàiguó,"foreign, foreign country, outland, outremer"
595,牠们,tāmen,they (animal)
596,报纸,bàozhǐ,"paper, headliner, newspaper publisher, tabloid, copyreader, newspaper, rag, courant, newsprint, sheet, gazette, dailies"
597,狗,gǒu,dog
598,协调,xiétiáo,"coordinate, harmonize, bring into line"
599,念,niàn,"study, read, attend school, think_of, read aloud, think of, miss"
600,哲学,zhéxué,"ism, philosophic, philosophical, philosophy, school of thought, doctrine"
601,碰到,pèngdào,"come across, run_into, encounter, come_across, run into, touch, run_across, meet"
602,提昇,tíshēng,"promote, hoist, elevate"
603,关于,guānyū,"about, with regard to, concerning"
604,同仁,tóngrén,"fraternity, fellow worker, confrere, brotherhood, colleague"
605,深入,shēnrù,"thorough, deep-going"
606,漫画,mànhuà,"takeoff, cartoon, caricature"
607,资金,zījīn,"principal_sum, fund, bankroll, finance, coffer, ante, grubstake, munition, wherewithal, capital, working capital"
608,比较,bǐjiǎo,"compare, contrast"
609,作业,zuòyè,work
610,比较,bǐjiǎo,"compare, contrast"
611,想像,xiǎngxiàng,"imagine, ideate, suppose, picture, image, trow, envision, figure, dream, conceit, woolgather, conceive of, project, see, daydream, think, presume, envisage, stargaze, depicture, visualize, vision, feign, fancy, conceive, conjure_up, fantasy"
612,短,duǎn,"short, brief"
613,即可,jíkě,then could do something
614,西,xī,"W, Spain, west, occident, due west, western"
615,相,xiāng,"each other, mutually"
616,位置,wèizhì,"positioning, site, stand, stance, about-face, lie, locality, spatial relation, setting, situs, locus, slot, ubiety, station, location, emplacement, ubication, situation, niche, positional, position, place, seat"
617,错,cuò,"wrong, mistaken, bad, poor, confused, complex"
618,稳定,wěndìng,"stable, steady"
619,寻找,xúnzhǎo,"comb, locate, quest, search, scout, chase, reconnoiter, look_around, look_for, look, look for, find_out, pick, reconnoitre, prospect, hunt, seek, rummage, shop"
620,鸟,niǎo,"beak, caprimulgiform bird, jay, carinate bird, birdie, bird, carinate, chaffinch, flying bird, fowl"
621,系,xì,department (in a college)
622,如此,rúcǐ,"so, such"
623,系,xì,department (in a college)
624,稳定,wěndìng,"stable, steady"
625,长大,zhǎngdà,"vegetate, be brought up, grow_up, maturate, grow, grow up, bulk, age, mature"
626,促进,cùjìn,"rush, help, step_up, advancement, progress, acceleration, subserve, encourage, facilitate, anticipate, accelerate, assist, fillip, expedite, advance, promotive, boost, further, provoke, hurry, redound, cultivate, induce, hasten, catalyze, speed, promote, contribute, impel, promotion, push, forward, stimulate, whet"
627,人文,rénwén,"letters, humanity, humanities"
628,冲突,chōngtú,"conflict, clash"
629,厨房,chúfáng,"office, cookery, cookhouse, kitchen, cookroom, but, caboose"
630,海外,hǎiwài,"oversea, overseas, abroad"
631,表演,biǎoyǎn,"perform, act, play, demonstrate"
632,再度,zàidù,"once again, anew, eftsoons, second time, again, a second time, once more/again, once more"
633,画,huà,"draw, paint, draw line/sign, mark, decorate with painting/pictures"
634,电信,diànxìn,"telegraphy, telecommunications, telecommunication, telecom"
635,反映,fǎnyìng,"reflect, mirror, make known"
636,北,běi,"atomic number 97, northward, north, berkelium, Bk, northern"
637,反映,fǎnyìng,"reflect, mirror, make known"
638,笔,bǐ,m.[general]
639,近,jìn,almost
640,障碍,zhàngài,"discouragement, bottleneck, clog, bar, encumbrance, embarrassment, malfunction, jam-up, baffle, impediment, obstruction, rub, roadblock, stay, rubber, disturbance, balk, holdback, bunker, stymy, remora, obstacle, barrier, stumbling_block, hitch, handicap, lesion, hedge, snag, drawback, let, wall, crab, difficulty, penalty, hang-up, facer, hindrance, hurdle"
641,焦点,jiāodiǎn,"focal point, point at issue, focal, focus, focal_point, central issue"
642,忽然,hūrán,suddenly
643,到处,dàochù,"universally, everywhere, everyplace, far and near, about, around, far and wide, all_over, high_and_low, all over, throughout, high and low, far_and_near, passim, abroad, at all places"
644,植物,zhíwù,"vegetal, flora, herb, plant, grower, vegetable, plant life, vegetation, botanical, vegetive, dwarf, vegetative"
645,显得,xiǎnde,"seem, look, appear"
646,不一定,bùyīdìng,"not sure, maybe"
647,摄影,shèyǐng,photography
648,随,suí,v.2 right after v.1
649,概念,gàiniàn,"estimate, conception, view, intention, image, estimation, idea, notion, concept, construct, paradox, approximation, impression"
650,面积,miànjī,"area unit, area, superficies, superficial, acreage, expanse, surface_area, square_measure, surface area, content, space, square measure"
651,为何,wèihé,"why, for what reason"
652,高达,gāodá,reach up to
653,关键,guānjiàn,"nub, turning_point, issue, crux, anchor, crux of the matter, juncture, hinge, mainstay, linchpin, lynchpin, key, backbone"
654,作法,zuòfǎ,"course of action, technique of writing, way of doing things, mode, practice, course, model"
655,来到,láidào,"arrive, come"
656,如何,rúhé,how about it
657,来到,láidào,"arrive, come"
658,胡适,húshì,"philosopher, leading intellectual, leading intellectual, philosopher, exponent of vernacular writing, leading intellectual, philosopher, expon, exponent of vernacular writing"
659,倒,dào,actually
660,人人,rénrén,everybody
661,仔细,zǐxì,"careful, be careful, look out"
662,原,yuán,"originally, formerly"
663,成就,chéngjiù,"achievement, accomplishment, success"
664,视,shì,depend
665,行销,xíngxiāo,sell
666,好几,hǎojǐ,det.: several
667,辛苦,xīnkǔ,"try, endure hardship, work hard, tug, tote, lug"
668,年轻人,niánqīngrén,"kid, sapling, young people, youngster, jack, young, young buck, chicken, kipper, youngling, punk, laddie, young_man, loon, young man, youth, stripling, shaveling, junior, sprat, whiffet, cub, springald, younker"
669,信,xìn,"letter, mail, message"
670,渐渐,jiànjiàn,"gradually, by degrees, little by little"
671,真,zhēn,"real, true"
672,教材,jiàocái,"textbook, teaching material"
673,所,suǒ,m.[general]
674,自然,zìrán,"natural, free from affectation"
675,动词,dòngcí,verb
676,整理,zhěnglǐ,"put in order, arrange"
677,男生,nánshēng,"brother, sonny boy, man, male, laddie, lad, boy student, male student, boy, schoolboy, sonny, cub, man student"
678,遊客,yóukè,"traveler, holidaymaker, tourist, traveller, visitor, pilgrim, sightseer, tourism"
679,等,děng,till
680,女生,nǔshēng,"schoolgirl, girl student, female student, female, girl, woman student, co-ed"
681,对,duì,m.[general]
682,怀疑,huáiyí,"suspect, doubt"
683,痛苦,tòngkǔ,be painful; pain
684,怀疑,huáiyí,"suspect, doubt"
685,痛苦,tòngkǔ,be painful; pain
686,交换,jiāohuàn,"reciprocate, switching, barter, exchange, commute, switch, communicate, interchange, bandy, shift, trade, batter, truck, swop, change, counterchange, swap, clear, buy, transpose, change over, commune, turn around"
687,互动,hùdòng,relate
688,设置,shèzhì,"set/put up, install"
689,张,zhāng,Surname
690,设置,shèzhì,"set/put up, install"
691,留,liú,"continue, stay, keep, leave behind, leave, grow, accept, (let) grow, leave (sth.), let grow, ask ... to stay, take, bide, wear, study in a foreign country, save, reserve, reservation, ask sb. to stay, remain"
692,居住,jūzhù,"inhabit, occupy, shack_up, locate, domicile, shack, abide, subsist, settle, live, howff, reside, indwell, populate, lodge in, quarter, dwell, people, belong, bide, hang_out, house, residence"
693,因应,yīnyìng,in response to
694,丈夫,zhàngfū,"masterman, man, papa, manliness, mister, goodman, married man, husband, hub, hubby"
695,纪录,jìlù,"minutes, notes, record, record"
696,答,dá,"answer, reply, return (a call/etc.), reciprocate"
697,爱,ài,love
698,画家,huàjiā,"painterly, creative person, artist, painter, penman, artists"
699,数字,shùzì,"numeral, numerical, digit, amount, number, numeric, figure, digital, quantity"
700,一向,yīxiàng,"typically, all_along, up to now, always, consistently, all along, usually, forever"
701,连线,liánxiàn,connect
702,以免,yǐmiǎn,"conj.: in order to avoid, so as not to"
703,固定,gùdìng,"set, plant, imbed, fix, strap, jell, fixed, affix, peg, stick, clench, rivet, regularization, rigidify, embed, infix, anchor, fixate, hold, regularize, implant, stitch, stabile, engraft, fasten, immobilize, moor, peg down, flat"
704,通信,tōngxìn,"communicate by letter, correspond"
705,连线,liánxiàn,connect
706,通信,tōngxìn,"communicate by letter, correspond"
707,恢复,huīfù,"resume, renew, recover, regain, restore, reinstate, rehabilitate"
708,修正,xiūzhèng,"revise, amend, correct"
709,景观,jǐngguān,"view, perspective, aspect, scene, prospect, vista, panorama, landscape"
710,线,xiàn,"thread, string, wire"
711,县市,xiànshì,county and city
712,他人,tārén,"others, another person"
713,恢复,huīfù,"resume, renew, recover, regain, restore, reinstate, rehabilitate"
714,基于,jīyū,"on the basis of, in view of, because of"
715,只是,zhǐshì,"conj.: however, but then"
716,实现,shíxiàn,"realize, achieve, bring about"
717,演讲,yǎnjiǎng,"lecture, speech"
718,男子,nánzǐ,"man, male"
719,实现,shíxiàn,"realize, achieve, bring about"
720,具备,jùbèi,"be provided with, supply, render, have, furnish, possess, provide, possession"
721,奇怪,qíguài,wonder
722,空气,kōngqì,"air, airspace, atmosphere, aerial, deflector, atmospherics"
723,会员,huìyuán,member
724,取,qǔ,"have, withdraw, choose, assume, take away, adopt, assumption, select, draw_out, withdrawal, obtain, remove, take, fetch, get, aim at, pick_up, sponge, adoption"
725,深刻,shēnkè,"deep, profound"
726,漂亮,piàoliàng,"posh, handsome, brilliant, remarkable, splendid, beautiful, smart"
727,菜,cài,"vegetable, greens, dish, course, food"
728,希望,xīwàng,hope
729,相互,xiānghù,"each other, mutually, one another, in return, reciprocally"
730,多数,duōshù,"trillions, millions, mort, relative majority, throng, det : majority, prevalence, multitude, lac, Host, host, bulk, horde, raft, million, lakh, rimption, pack, skit, strength, acre, generality, ruck, chunk, number, shoal, multiplicity, billions, preponderance, jillions, zillions, grist, world, majority, meiny, regiment, legion, mass, plurality"
731,总经理,zǒngjīnglǐ,"CEO, general_manager, chief executive officer, chief operating officer, executive, managing director, general manager, president"
732,很多,hěnduō,"many, much"
733,收,shōu,"receive, accept, take in/back, gather in, conclude, stop"
734,权利,quánlì,"privilege, claim, merit, title, entitlements, escheatage, right, dib, authority, competency, obligation, pretension, prescription, dibs"
735,照片,zhàopiàn,"snapshot, shot, likeness, picture, photo, icon, image, caption, exposure, photograph, pic, ikon"
736,病,bìng,disease
737,物质,wùzhí,"stuff, material, substance, materiality, matter"
738,宿舍,sùshè,"berth, serai, hall, dorm room, lodging_house, dormitory room, dorm, hostel, billet, dormitory, living quarters, house"
739,即,jí,"be, mean"
740,教练,jiàoliàn,"training, drillmaster, wise man, tutor, drilling, handler, coacher, coach, instructor, private instructor, trainer, mentor"
741,宇宙,yǔzhòu,"all, cosmic, existence, world, creation, system, macrocosm, metagalactic, nature, cosmos, universal, universe"
742,更加,gèngjiā,(even) more
743,住宅,zhùzhái,"shebang, dwelling_house, dwelling, roof, abode, residential, home, toft, howff, housing, habitation, homesite, tenement, place, residence, house, property"
