,Simplified,Pinyin,Meaning
546,过,guò,"pass, cross, transfer (e.g., ownership), undergo a process, go through, celebrate, observe "
548,好像,hǎoxiàng,"seem, be like"
549,成,chéng,"become, turn into "
551,参与,cānyū,participate in
552,以后,yǐhòu,"afterwards, later, future, in the future, hereafter"
553,于是,yūshì,"conj.: thereupon, hence, consequently, as a result"
554,部分,bùfèn,"partial, department, section, partialness, slice, pars, part, det.: part, percent, partage, sphere, component, divvy, segment, portion, fraction, sector, chapter, share, percentage, piece, division, sectional, parcel"
555,另外,lìngwài,"conj.: in addition, besides, moreover"
556,公园,gōngyuán,"common, green, garden, commons, park"
557,透过,tòuguò,via
558,训练,xùnliàn,training
559,努力,nǔlì,"make great effort, try hard"
560,研究,yánjiù,"research, study"
561,具有,jùyǒu,"be provided with, have, have got, possess, hold, possession, carry, inhere, bear"
562,共同,gòngtóng,"common, joint"
563,所谓,suǒwèi,so-called
564,下,xià,"det.: next, second "
566,行为,xíngwéi,"fact, demeanor, form, deportment, dealing, behavior, doings, course, act, point, goings-on, demeanour, procedure, lapse, going, bearing, turn, behaviour, activity, ongoing, thing, human action, conduct, commitment, human activity, behavioral, agency, deed, comportment, action"
567,合作,hézuò,"cooperate, collaborate, work together"
568,经,jīng,"as a result of, through, after "
570,合作,hézuò,"cooperate, collaborate, work together"
571,目标,mùbiāo,"polestar, objective, goal, bourn, object, meaning, aim, end point, target, cause, landmark, butt, lodestar, bull's eye, mark, tee, cynosure, end, bell ringer, loadstar, quaesitum, destination"
572,起来,qǐlái,[aspect]
573,考虑,kǎolù,"think over, consider"
574,长,cháng,"long, be strong/good (in/at) "
576,意见,yìjiàn,"latitude, point_of_view, estimation, sight, conceit, verdict, hypothesis, attitude, estimate, possibility, judgement, appraisal, ground, slant, differing opinion, ruling, complaint, thinking, suggestion, comment, advisement, mind, apprehension, say, vote, impression, deliverance, view, understanding, feeling, idea, notion, sentiment, judgment, advice, current, opinion, advert, theory, v"
577,办法,bànfǎ,"road, expedient, policy, agency, measure, way, method, means"
578,音乐,yīnyuè,music
579,连,lián,conj.: including
580,受,shòu,passive signifier 
582,厂商,chǎngshāng,"factory owner, factories and stores, firm, maker, business organization, business concern, manufacturing business, concern, manufacturer, business"
583,只,zhī,m.[general] 
585,受到,shòudào,"experience, receive, come in for, suffer, undergo, come_in_for, be given, come_to, be subjected to"
586,一切,yīqiè,"det.: everything, every"
587,或是,huòshì,"conj.: or, perhaps"
588,中央,zhōngyāng,central authorities (of state/party/etc.)
589,某,mǒu,"det.: some, certain"
590,女性,nǔxìng,"lady, female sex, womankind, feminie, female, sex, petticoat, femininity, female person, woman, she, patroness, womanhood, fair, feminine"
591,教学,jiāoxué,teach and study
592,极,jí,"extraordinary, unusual, special, very, extremely, highly "
594,获得,huòdé,"find, cop, acquirement, come_into, gain, draw, pick_up, pull, achievement, score, procure, come_by, get hold, purchase, nab, come upon, derive, latch, incur, achieve, make, bring, receive, arrive, come_out, pocket, obtain, luck into, sack, win, enter upon, pick up, garner, harvest, attain, come up, line up, extract, secure, possess, earn, reap, accrue, cover, take, acquire, get, arrive_at"
595,真的,zhēnde,"really, truly, indeed"
596,路,lù,"road, path, way, journey, distance, means, sequence, logic, line, region, district, route, sort, grade, class "
598,来,lái,particle: used to denote the beginning of an action 
600,快,kuài,"fast, quick, quick-witted, ingenious, sharp (of knives), straightforward "
602,国小,guóxiǎo,"primary/elementary school, primary school"
603,部份,bùfèn,"composition, segment, section, side, portion, slice, proportion, part, det.: part, share, component, division, phase, place, piece"
604,工程,gōngchéng,"process, construction, engineering, engineering project, project"
605,女人,nǔrén,"jade, crumpet, female, female person, Gill, bitch, chick, fair, squaw, womenfolk, adult female, doll, momma, wench, skirt, womankind, girl, jill, wife, broad, petticoat, sister, woman, bimbo, bird, jane, she, hen, hairpin, dame, women"
606,举行,jǔxíng,hold (meeting/etc.)
607,句,jù,"sentence, m.[general], "
609,只是,zhǐshì,"merely, only, just, simply be"
610,段,duàn,m.[general] 
612,根据,gēnjù,"on the basis of, according to"
613,现象,xiànxiàng,"phenomenon, phenomenal, appearance"
614,人民,rénmín,"multitude, citizen, quarter, Volk, hoi polloi, subject, people, nationals, masses, the people, mass, demotic"
615,土地,tǔdì,"country, acre, terra, soil, premise, realm, territory, dirt, local god of the land, farming, earth, ground, kingdom, holding, agrarian, solid ground, benefice, esplees, tract, village god, glebe, terra firma, land, dry land"
616,面对,miànduì,"face up, stand up, face, look_out_on, confront, front, affront, envisage, accost, breast"
617,注意,zhùyì,"pay attention to, take note of"
618,这里,zhèlǐ,"this place, there, here"
619,新闻,xīnwén,"unco, leak, intelligence, newsworthiness, witting, journalistic, information, journalism, courant, news"
620,继续,jìxù,"go, resume, keep_on, abide, come on, persist in, extend, run_on, run on, carry_on, stretch, sustain, pursue, keep going, continuance, get_along, get_on, remain, continue, keep_up, go ahead, keep up, come up, continuation, hold, carry, run, go_on, maintain, go on, bide, plow ahead, hold_on, piece, restart"
621,相信,xiāngxìn,"deem, believe, credit, esteem, accredit, feel, trow, count, have faith in, guess, lippen, buy, be convinced of, hold, think, trust, accept, know, hone, believe_in, favour, believe in, hope"
622,政策,zhèngcè,"statism, tack, line, policy, statecraft"
623,变成,biànchéng,"grow_into, change into, go, form, grow into, change state, develop into, turn to, fall, turn_into, be, turn, become, turn into, grow, run, get"
624,计划,jìhuà,"plan, project, program"
625,强调,qiángdiào,"underscore, spotlight, place emphasis on, point_up, highlight, point, point up, enforce, emphasise, urge, underline, overstress, give emphasis to, play up, keynote, insist, punctuate, accent, betone, foreground, emphasize, emphatic, stress, set off, overemphasize, accentuate, bring out"
626,学,xué,"study, learn, imitate, mimic "
628,人士,rénshì,"public figure, personage"
629,前,qián,front 
631,前,qián,"det.: former, preceding "
633,存在,cúnzài,"exist, be"
634,制度,zhìdù,"ism, organization, dispensation, regimen, machine, regulations, form, system, regime, organisation, economy, institutional, institution"
635,意义,yìyì,"importance, significance, denotation, purport, drift, signality, emptiness, meaning, construction, bearing, substance, import, effect, insignificancy, hang, signification, sense"
636,代表,dàibiǎo,"representative, delegate"
637,课程,kèchéng,"course of instruction, lesson, course, course of lectures, course of study, curricular, class, curricula, syllabus, curriculum, program"
638,该,gāi,"ought to, should "
640,没,méi,"not have, there is not, be without "
642,至,zhì,conj.: 
644,需求,xūqiú,"need, requisition, demand, want, desiderative, requirement, call"
645,人生,rénshēng,"lifetime, life, lifespan, human life, time of life"
646,那些,nǎxiē,det.: those
647,成功,chénggōng,succeed
648,爸爸,bàbà,"old man, father, papa, pappa, daddy, pa, begetter, pop, dada, dad, male parent, pater, pappy, pops, poppa"
649,产业,chǎnyè,"estate, manufacture, industry, domain, manufacturing, property"
650,负责,fùzé,"preside, be responsible for, see, entail, sponsor, be in charge of, blame, answer, undertake, liable, respond"
651,民间,mínjiān,"grass roots, people-to-people, nongovernmental, among the people, folk, popular"
652,虽,suī,"conj.: though, although, even if"
653,影响,yǐngxiǎng,"influence, affect, effect"
654,直接,zhíjiē,"direct, immediate"
655,几乎,jīhū,"chiefly, anear, about, near, just_about, most, well-nigh, almost, closely, practically, intimately, all but, nearly, just about, virtually, much, nigh"
656,分,fèn,m.[general] 
658,实际,shíjì,"practical, literal"
659,团体,tuántǐ,"fraternity, sect, phalanx, collective, body, group, sodality, element, organisation, corporation, confession, college, establishment, brotherhood, community, organization, squad, union, administration, society, army, commonwealth, consort, company, lineup, combine, governance, clan, combination, fellowship, organizational, bloc, team, party, connection, family, brass, squadron"
660,价值,jiàzhí,"value, worth"
661,使得,shǐdé,"render, wreck, compel, cause, make"
662,类,lèi,m.[kind] 
664,形成,xíngchéng,"take shape, form"
665,科技,kējì,"technology, tech, engineering science, applied science, science and technology, technological, engineering"
666,这么,zhème,"so, such, this way, like this"
667,当,dāng,"assume office of, take charge of "
669,七,qī,det.: seven 
671,不但,búdàn,conj.: not only
672,往,wǎng,go toward 
674,本身,běnshēn,"per se, self, oneself, identity, itself"
675,标准,biāozhǔn,"standard, criterion"
676,似乎,sìhū,"it seems, quasi, apparently, seemingly, as if"
677,应用,yìngyòng,"application, use"
678,或者,huòzhě,"conj.: or, either...or..."
679,动物,dòngwù,"thing, critter, crittur, zoic, anthropomorphism, animal, deer, animate being, beast, creature, burrow, sire, worker, fauna, brute"
680,电话,diànhuà,"blower, phone call, headphone, earpiece, telephone, telephone_call, buzz, earphone, horn, telephone set, phone_call, telephony, phone"
681,态度,tàidù,"stance, treatment, demeanor, dealing, deportment, pose, behavior, manner, demeanour, way, bearing, attitude, air, behaviour, front, mien, conduct, mental attitude, approach, posture, address, position, bedside_manner, movement, gesture, comportment, presence, sort"
682,建设,jiànshè,construction
683,事业,shìyè,"proposition, task, pidgin, institution, undertaking, deed, facilities, life history, endeavour, endeavor, cause, career, project, action, enterprise"
684,老,lǎo,"old, aged;of long standing, outdated, tough, overgrown, dark (of colors) "
686,那么,nàmo,so
687,常常,chángcháng,"oftentimes, ofttimes, commonly, ordinarily, oft, often, a great deal, normally, frequently, unremarkably, much, usually"
688,字,zì,"graphic symbol, writing, pronunciation (of a word), form of a written character, receipt, printing type, script, name taken at the age of 20, courtesy name, wordage, character, grapheme, contract, scripts, symbolic representation, style of handwriting, word "
690,坐,zuò,"sit, take seat "
692,举办,jǔbàn,"conduct, hold, run"
693,自我,zìwǒ,"self, oneself"
694,有的,yǒude,det : some
695,具,jù,"possess, have, provide, furnish "
697,目的,mùdì,"view, pretence, objective, goal, purport, intention, bourn, object, motive, motivation, meaning, aim, end point, hent, target, scope, sense of purpose, errand, purposefulness, sake, function, end, purpose, quaesitum, intent"
698,块,kuài,m.[general] 
700,条件,tiáojiàn,"mood, formula, conditional, precondition, prerequisite, requisition, factor, qualification, requirement, stipulation, proviso, circumstances, provision, term, reservation, if, condition"
701,即使,jíshǐ,"conj.: even, even if/though"
702,好,hǎo,"very, quite, good to, easy to "
704,十分,shífēn,"very, fully, utterly, extremely"
705,多少,duōshǎo,"det.: how many, how much, many"
706,放,fàng,"loose, bloom, make longer, set ... free, let sb. have his own way, show, readjust, free, make larger, put in, fly, etc., release, discharge, leave alone, bung, lay aside, put, expansion, make longer/larger/etc., fling, localize, lend (money) at interest, let go, set, pasture, pose, set free, blossom, lay, let off, put out to pasture, send away, play, expand, make larger/etc., readjus "
708,又,yòu,"conj.: and, in addition, but, on the other hand"
709,电影,diànyǐng,"cinematography, moving_picture, pix, kinema, picture, film, movie, moving picture, flick, cinema, motion_picture, cinematic, celluloid, picture show, motion picture, flicker"
710,科学,kēxué,"ology, scientific, science, scientific knowledge"
711,执行,zhíxíng,"carry out, execute"
712,边,biān,"border, boundary "
714,委员会,wěiyuánhuì,"board, soviet, commission, committee, court, citizens committee, mission, delegacy, deputation, delegation, council"
715,沟通,gōutōng,"communicate, link up"
716,开,kāi,"open, open up, reclaim (land), open out, come loose, start, begin, operate, turn on (light), run (business), hold (meeting/etc.), divide into, reveal "
718,一起,yīqǐ,"in_chorus, together, in all, in the same place, holus-bolus, altogether, in company"
719,张,zhāng,m.[general] 
721,针对,zhēnduì,"in the light of, in connection with"
722,员工,yuángōng,"employee, personnel, reason, force, staff, cause"
723,引起,yǐnqǐ,"elicit, beget, causation, give rise to, incite, pique, engender, bring_on, trigger, fire, compel, kick_up, superindividual, draw, spawn, invite, touch_off, occasion, lead, bring_about, procure, touch off, raise, enkindle, give, poke, produce, capture, generate, stir, arouse, excite, put forward, provoke, breed, bring, conjure up, grip, create, kindle, tempt, set_up, interest, give rise, enga"
724,自然,zìrán,natural world
725,那么,nàmo,"like that, in that way"
726,安全,ānquán,"safe, secure"
727,总统,zǒngtǒng,president (of a republic)
728,此外,cǐwài,"conj.: besides, in addition, moreover"
729,拥有,yǒngyǒu,"occupy, have, receive, aught, hold back, keep, keep back, owe, retain, own, possess, possession, hold, seize, take, acquire, corral, hold on"
730,并且,bìngqiě,"conj.: and, besides, moreover"
731,事件,shìjiàn,"fact, event, page, incidental, go, case, job, natural event, timing, proceedings, social occasion, happening, occurrence, matter, occasion, incident, shebang, affair, chapter, concernment"
732,设计,shèjì,"plan, design"
733,研究所,yánjiùsuǒ,"graduate_school, research institute, school, laboratory, graduate school, institute"
734,语言,yǔyán,"linguistic communication, lingual, language, idiom, tongue, oral communication, speech, perspicuity, lingo, contumely, Fortran, parole, natural language, spoken language, linguistic process"
735,严重,yánzhòng,"serious, significant, acute, critical, severe, grave"
736,故事,gùshì,"spiel, recital, relation, scam, rede, plot, yarn, narration, story, fiction, tale, history, legend, narrative"
737,学术,xuéshù,"ology, academic, systematic learning, science, learning"
738,片,piàn,m.[general] 
740,设备,shèbèi,"installation, set, device, appointment, plant, fixing, system, appliance, fixture, fitting, accommodation, fitment, finishing, unit, furnishings, materiel, contrivance, paraphernalia, facilities, rig, equipage, setout, facility, fixings, equipment"
741,之外,zhīwài,"beyond, apart from, excluding"
742,车,chē,vehicle 
744,基本,jīběn,"fundamental, essential, main"
745,实在,shízài,"indeed, really, honestly, in fact, as a matter of fact"
746,久,jiǔ,"for long time, of specified duration "
748,套,tào,m.[general]
749,达到,dádào,"extend to, find, fulfil, compass, encompass, extend, gain, answer, achievement, succeed, fulfill, live_up_to, attainment, strain, bring_up, achieve, get to, touch, strive, make, accomplish, progress to, come, hit, come_out, obtain, reach, attain, clock_up, suffice, do, get, arrive_at"
750,改善,gǎishàn,"improve, perfect"
751,死,sǐ,die 
753,结构,jiégòu,"constitution, configuration, framing, structural, design, underframe, framework, construction, structure, schematism, economy, fabric, mechanics, composition, machinery, contexture, texture, constellation, fable, ordonnance, skeleton, organization, frame, architecture, chemistry, make"
754,住,zhù,"inhabit, cease, stay, visit, shack, dwell, stop, people, live, reside, populate, dig "
756,皆,jiē,"all, everyone "
758,改变,gǎibiàn,"change, transform"
759,拿,ná,"take, hold, seize, capture "
761,小组,xiǎozǔ,"squad, section, unit, group"
762,支持,zhīchí,"sustain, hold out, bear;support, back, stand by"
763,座,zuò,"fare, stand, base, constellation, footstall, pedestal, m.[general], , customer, Aquarius, seating, plinth, place, seat "
765,医院,yīyuàn,"spital, hospital, infirmary, hospice"
766,既,jì,conj.: since...then 
768,仅,jǐn,"scantily, simply, alone, merely, barely, only, but, just "
770,值得,zhíde,"be worth, merit, pay, rate, behove, worthwhile, worth, worthy, deserve, call_for, command"
771,学者,xuézhě,"academic, literate, pandit, letters, litterateur, learned person, literati, philomath, pundit, academician, faculty member, scholar, bookman, clerk, student, scholarly person, man of letters, man of learning, speleologist, doctor, clerisy, initiate, swami, punditry, savant, learned man, sophist"
772,八,bā,det.: eight
773,交通,jiāotōng,"intercourse, commutation, transportation, communication, commuting, traffic, traffic_light, liaison man, communications, dealings, liaison"
774,阶段,jiēduàn,"staged, period, phase angle, stage, gradation, level, peg, grade, remove, phase, leg, step"
775,就是,jiùshì,"conj.: even if, even"
776,申请,shēnqǐng,apply for
777,主管,zhǔguǎn,person in charge
778,申请,shēnqǐng,apply for
779,同,tóng,"det.: simialr, same"
780,感觉,gǎnjué,"sense perception, feeling"
781,电视,diànshì,"TV, box, iconoscope, video, television set, teevee, orthicon, huckster, TV set, radiovision, television, telecasting, airwave, telly"
782,母亲,mǔqīn,"venter, materfamilias, mother, mither, sultana, maternal, female parent, mater"
783,嘛,má,particle: used to persuade someone to do something; used to emphasize the obvious 
785,香港,xiānggǎng,Hong Kong
786,记者,jìzhě,"journalist, writer, correspondent, newspaperwoman, newspaperman, gazetteer, newswriter, reporter, pressman, newshound, newsman, newsperson"
787,压力,yālì,"force per unit area, P, strain, overwhelming force, pressure sensation, burdensomeness, oppressiveness, pressure, onerousness, stress, compulsion, constraint, muscle, lading"
788,快乐,kuàilè,"happy, cheerful"
789,喝,hē,drink 
791,敢,gǎn,"dare, make bold, have courage to, be sure, have confidence to, venture, have the confidence to, be certain "
793,院,yuàn,"public facility, college, courtyard, designation for certain government offices and pub, hospital, clinic, branch of government, university, institutes, compound, abbey, academy, institute, yard, educational institution, faculty"
794,也许,yěxǔ,"possibly, peradventure, conceivably, assumedly, mayhap, doubtless, ablings, perhaps, perchance, potentially, probably, maybe, presumably, ablins, just"
795,人们,rénmen,"workforce, hands, work force, folk, people, they, the people, men, manpower, common people"
796,谈,tán,"talk, chat "
798,生产,shēngchǎn,"produce, manufacture"
799,怕,pà,"I'm afraid, dread, funk, I suppose, be afraid of, fear "
801,就,jiù,"prep.: with regard to, concerning"
802,身体,shēntǐ,"soma, system, physical structure, body, health, carcase, corpus, frame, person, somatic, organic structure, personage"
803,规定,guīdìng,"rules, disciplines, regulations"
804,程度,chéngdù,"latitude, rate, degree, point, measure, way, grade, gree, pitch, cut, length, plane, stage, level, extent, scale, notch"
805,积极,jījí,"positive, active, energetic, vigorous"
806,知识,zhīshì,"lear, know-how, understanding, ken, instruction, science, sophistication, consciousness, light, awareness, cognizance, knowledge, lore, mastery, know, cognition, acquaintanceship, mind, intellect, knowingness, equipment"
807,作为,zuòwéi,"regard as, look on as, take for"
808,机构,jīgòu,"internal structure of an organization, motion, gadget, instrumentality, institute, organ, mechanism, gear, representation, mechanics, machinery, apparatus, establishment, institution, means, organization, agency, setup, delegacy, outfit"
809,而是,érshì,"conj.: if not A, then B"
810,鼓励,gǔlì,"encourage, urge"
811,角色,jiǎosè,"theatrical role, character, persona, part, function, office, fictional character, actor, fictitious character, personage, role"
812,状况,zhuàngkuàng,"repair, background, picture, state (of affairs), state of affairs, status, gear, scene, setting, scope, condition, state, circumstance, trimness, context, showing, trim, factor, condition/state (of affairs), situation, shoes, consideration, place"
813,专家,zhuānjiā,"guru, pundit, adept, expertise, professional person, specializer, specialist, proficient, whiz, oner, expert, swami, savant, dab, professional, authority, stunner, technician"
814,据,jù,"according to, on the grounds of "
816,清楚,qīngchǔ,clear
817,不仅,bùjǐn,conj.: not only
818,比赛,bǐsài,"match, competition"
819,玩,wán,"amuse oneself, treat lightly, have fun, resort to, enjoy, appreciate, play, toy, trifle with, employ, disport, shoot, amuse onself "
821,效果,xiàoguǒ,"operation, execution, result, effect, background, sound effects, purpose, point, background signal, fruitage, outcome, force, punch"
822,越,yuè,~A~B) the more A the more B 
824,保护,bǎohù,"protect, safeguard"
825,共,gòng,"totally, together, in all, in company, altogether "
827,开放,kāifàng,"lift a ban/etc., be turned on, be in operation"
828,附近,fùjìn,"neighborship, neighborhood, precinct, vicinity, neighbourhood"
829,上,shàng,"det.: preceding, previous "
831,父亲,fùqīn,"parent, father, pere, Pa, begetter, governor, abba, male parent, pater, guv"
832,专业,zhuānyè,professional
833,经费,jīngfèi,"finances, monetary resource, expenses, expense, expenditure, pecuniary resource, fund, outlay, funds, outgo, cash in hand"
834,曾经,céngjīng,"in one case, , one time, formerly, syne, at one time, of all time, once, ever"
835,工作,gōngzuò,work
836,愿意,yuànyì,"will, be willing, please, wish, like, care"
837,分别,fēnbié,"separately, respectively"
838,重视,zhòngshì,"attach importance to, take sth. seriously, value"
839,不少,bùshǎo,det.: a lot of
840,欢迎,huānyíng,"invite, greet, take in, receive, welcome, gratulate, embrace, salute"
841,小孩,xiǎohái,"kid, tyke, encumbrance, kinchin, youngster, wean, small fry, chick, juvenile, imp, urchin, minor, nestling, prattler, tike, kiddie, tot, fry, bud, mammet, pinafore, nipper, enfant, mite, bairn, chicken, shaver, child, chit, kiddy, infant, tiddler, sprig"
842,小时,xiǎoshí,hour
843,中国人,zhōngguórén,"Chinese person, Chinese people, Chinese"
844,显示,xiǎnshì,"demonstrate, argue, exhibit, prove, display, show, illustrate, manifest, demonstration, announce, stamp, unroll, witness, write, give, evince, dangle, betray, bespeak, say, profess, develop, indicate, signal, flaunt, read, register, manifestation, speak, reveal, evidence, tell, shew, proclaim, discover, stage, bear, establish, record, prognosticate, betoken, note, signalize"
845,中共,zhōnggòng,Chinese Communist Party
846,出,chū,"produce, turn out, arise, happen "
848,男人,nánrén,"male, man, chap, mankind, buck, bastard, gentleman, jack, gent, men, blighter, cuss, hombre, lad, adult male, groom, husband, bimbo, dog, fellow, mon, menfolk, fella"
849,避免,bìmiǎn,"forbear, preclude, refrain_from, forebear, escape, help, elude, leapfrog, refrain from, stave_off, evite, shun, obviate, avoid, evade, waive, help oneself, ward_off, ward, miss, avert, ward off, balk, refrain"
850,属于,shǔyū,"fall under, be part of, pertain, appertain, belong, relegate, fall into, belong_to, fall_under, reside, belong to, attach"
851,实施,shíshī,"put into effect, implement"
852,声音,shēngyīn,"voice, vocal, language, huskiness, vox, vocalization, audio, noise, sonic, tone, sound, phone, audio frequency"
853,主义,zhǔyì,"tenet, principle, hang, system, ticket, creed, philosophy, school of thought, evangel, ism, gospel, masonry, maxim, doctrine, -ism"
854,行动,xíngdòng,"action, operation"
855,不可,bùkě,"cannot, should not, must not"
856,只有,zhǐyǒu,"can only, have no choice but, to be forced to"
857,校园,xiàoyuán,"schoolyard, campus"
858,兴趣,xìngqù,"relish, appetite, zestfulness, dish, cup of tea, pastime, hobby, interest, gusto, bag, avocation, zest"
859,山,shān,"Shan, jebel, pike, mountain, whitethorn, hump, anything resembling a mountain, gable, kop, chimney, hill, Surname, mount "
861,表现,biǎoxiàn,"manifestation, expression"
862,得,dé,get 
864,回来,huílái,"come back, get_back, recur, revisit, come, return, be back, come_back"
865,主任,zhǔrèn,"head, principal, captain, chair, director, head teacher, chief, chairman, school principal"
866,里面,lǐmiàn,"inside, interior"
867,经常,jīngcháng,"everyday, daily, alway, often, a great deal, frequently, sempre, much, regularly, constantly, evermore, day-to-day"
868,不再,búzài,no more/longer
869,电子,diànzǐ,electron
870,受,shòu,"receive, accept, endure, suffer, be subjected to "
872,思想,sīxiǎng,"cogitation, mentation, imagery, imaging, lunatic_fringe, mental imagery, idea, thinking, imagination, ideology, thought, pensee, ideological"
873,头,tóu,"head, hair (style), top/end of sth., chief "
875,终于,zhōngyū,"in the last analysis, at long last, at last, lastly, ultimately, all things considered, out, on the whole, at_last, eventually, in the final analysis, finally"
876,谢谢,xièxiè,thank
877,协助,xiézhù,"assist, help"
878,除,chú,except
879,当地,dāngdì,"locality, the place (named/mentioned/etc.)"
880,正式,zhèngshì,formal (of actions/speeches/etc.)
881,真正,zhēnzhèng,"true, indeed, certainty"
882,低,dī,"let droop, hang down, lower "
884,性,xìng,"nature, character, sex, gender "
886,份,fèn,m.[general] 
888,因素,yīnsù,"consideration, ingredient, constituent, factor, strand, component, element"
889,推出,tuīchū,present to public
890,上,shàng,"go up, mount, board, get on, go to, go to, leave for, present, forge/go ahead, enter, place sth. in position "
892,价格,jiàgé,price
893,去,qù,particle: used to denote an action away from the speaker or to denote the direction of the action 
895,认识,rènshì,"know, recognize"
896,方向,fāngxiàng,"path, set, directional, aspect, tenor, course, lay, exposure, way, range, aim, trend, direction, bearing, orientation, hand, tack, way of life, quarter, channel, line, heading"
897,责任,zérèn,"need, care, encumbrance, buck, accountability, blame, obligation, turn, load, responsibleness, incumbrance, responsibility, onus, commission, burden, commitment, loading, trust, pigeon, charge, business, fault, place, liability, duty, guardianship"
898,说明,shuōmíng,"explain, illustrate, show"
899,工业,gōngyè,"industrial, industry"
900,大量,dàliàng,"det.: any numer of, a great many"
901,做,zuò,"be, become, be used as "
903,逐渐,zhújiàn,"step_by_step, by degrees, gradually"
904,心理,xīnlǐ,"mental_state, psychology, mentality"
905,一点,yīdiǎn,det.: a little bit
906,供,gōng,"supply, feed, be for (the use/convenience of)"
907,须,xū,"must, have to"
908,简单,jiǎndān,"terse, casual, commonplace, simple, oversimplified, ordinary, uncomplicated"
909,运用,yùnyòng,"utilize, wield, apply"
910,观察,guānchá,"observe, survey, inspect"
911,往往,wǎngwǎng,"oftentimes, ofttimes, always, more often than not, frequently, oft, often"
912,规划,guīhuà,"plan, program"
913,减少,jiǎnshǎo,"reduce, decrease"
914,重新,chóngxīn,"over_again, newly, afresh, anew, again"
915,业务,yèwù,"service, practice, vocational work, line of work, affair, line, occupation, professional work, business, transaction"
916,报导,bàodǎo,"report,"
917,仍然,réngrán,"still, yet"
918,感到,gǎndào,"feel, sense"
919,开放,kāifàng,"open to the world, open to traffic or public use"
920,领域,lǐngyū,"demesne, line of business, field of operation, country, background, terrain, realm, part, arena, sphere of influence, setting, territory, precinct, radius, scope, domain, sphere, frontier, orbit, preserve, area, world, kingdom, ambit, signory, province, region, field, universe, hemisphere"
921,有效,yǒuxiào,"run, stand, valid, effective, efficacious, avail, make, hold"
922,女,nǔ,"girl, female, woman, neodymium, hen, daughter, beaver, creature"
923,要,yào,"want/wish (to), ask (for) "
925,从事,cóngshì,"engross, have, join, treat, plow, handle, follow, embark, undertake, attend_to, attack, occupy, absorb, go_into, work, engage, prosecute, go_about, go in for, pursue, be, meddle, embark_on, perform, enter, cover, deal, address, be engaged in, deal with, place, wage"
926,发挥,fāhuī,"bring into play, give free rein to, develop (idea/etc.), elaborate"
927,人才,réncái,"talent, capable person, a talented person, qualified personnel, a person of ability"
928,反而,fǎnér,"conj.: on the contrary, instead"
929,行政,xíngzhèng,administration
930,银行,yínháng,"jug, depository financial institution, bank building, banking company, banking concern, bank"
931,公共,gōnggòng,"common, commonly, publicly, public, communal"
932,媒体,méitǐ,"mass media, media, medium"
933,提高,tígāo,"raise, heighten, enhance, increase, improve"
934,代,dài,"period, generation "
936,自然,zìrán,"naturally, of course, in ordinary course of events"
937,社区,shèqū,community
938,力量,lìliàng,"fibre, strength, potency, ability, guts, kick, cogency, point, dint, energy, mightiness, physical strength, demon, force, punch, whiz, tooth, might, forcefulness, exercise, fiber, powerfulness, lift, pith, leverage, agency, push, muscle, power"
939,啊,ā,"indicating elation, indicating doubt or questioning, indicating puzzled surprise, indicating agreement/approval "
941,教育部,jiàoyūbù,"Education, Ministry of Education, Department of Education, Education Department"
942,愈,yū,the more...
943,超过,chāoguò,"overpass, overreach, outwalk, outstrip, overstep, outmarch, distance, pass, overstride, outpace, overtop, surpass, crown, exceed, overtake, preponderate, overrun, top, outrun, go_over, transcend, outrange, transgress, go past, break, excess, overhaul, overshine"
944,维持,wéichí,"keep, preserve"
945,家长,jiāzhǎng,"masterman, housemaster, graybeard, patriarch, parent of schoolchildren, patriarchal, goodman, patriarchate, paterfamilias, the head of a family, genearch, patriarchy, householder, head of household, the parent or guadian of a child"
946,结合,jiéhé,"combine, unite, integrate, link, be joined in wedlock"
947,校长,xiàozhǎng,"prexy, head, principal, headteacher, schoolmaster, master, warden, president, beak, rector, superintendent, director, head teacher, preceptor, headmaster, chancellor, school principal"
948,通常,tōngcháng,"normal, commonly, customarily, more often than not, general, usual, on average, as a rule, ordinarily, mostly, as usual, typically, generally, normally, by and large, unremarkably, on the average, usually"
949,缺乏,quēfá,"be short of, lack"
950,委员,wěiyuán,"commissar, committee man, committee, committee member, commissioner, committeeman, delegate, board member, commissary"
951,特色,tèsè,"motif, a character, a characteristic, manner, trait, differentiation, flavor, colour, singularity, distinction, characteristic, hue, stripe, physiognomy, a distinguishing feature, idiom, specialty, character, difference, particular, distinguishing feature, distinguishing feature/quality, salience, coloration, distinguishing quality, specific, feature, peculiarity, artistic st"
952,结果,jiéguǒ,finally
953,有时,yǒushí,"now and then, at times, betweentimes, from time to time, sometimes"
954,教师,jiàoshī,"beak, don, school teacher, schoolman, teacher, schoolmaster, preceptor, professor, pedagogue, schoolteacher, coach, master, instructor, educator, preceptorship"
955,之前,zhīqián,"before, prior to, ago"
956,远,yuǎn,"far, distant (lit./fig.) "
958,控制,kòngzhì,"control, dominate, command"
959,本,běn,m.[general] 
961,否则,fǒuzé,"conj.: otherwise, if not, or else"
962,法,fǎ,"law, method, way, mode, standard, model, legalists, Legalist School, Buddhist doctrine, dharma, magic arts"
963,少,shǎo,"lack, be deficient, lose, be missing "
965,原则,yuánzé,"god, rule, formula, regulation, principle, fundamental, axiom, basis, linguistic rule, faith, principium"
