,Simplified,Pinyin,Meaning
470,社会学,shèhuìxué,"demotics, sociological, sociology"
471,耕耘,gēngyún,"plowing and weeding, cultivation"
472,接任,jiērèn,take over a job
473,顶尖,dǐngjiān,towering
474,副作用,fùzuòyòng,side-effect
475,动画,dònghuà,(animated) cartoon
476,排队,páiduì,"stand in line, queue"
477,举动,jǔdòng,"behaviour, demeanor, dealing, deportment, motion, proceeding, conduct, behavior, demeanour, movement, comportment, action, move"
478,口气,kǒuqì,"tone, note, manner of speaking, tone of voice, implication"
479,开朗,kāilǎng,clear up (of weather)
480,戏院,xìyuàn,theater
481,耕耘,gēngyún,"plowing and weeding, cultivation"
482,现年,xiànnián,present age (of person)
483,推翻,tuīfān,"overturn, topple, repudiate, reverse"
484,贪,tān,"be corrupt, practice graft, covet, hanker after"
485,混凝土,hùnníngtǔ,concrete
486,祝,zhù,"bless, invoke blessing, express good wishes, wish"
487,干燥,gānzào,"dry, arid"
488,牵涉,qiānshè,"involve, drag in"
489,结局,jiéjú,"final result, outcome, ending"
490,溪流,xīliú,"stream, rivulet, ghyll, rundel, gill, brook, watercourse, rundle, creek, river, flow"
491,港务局,gǎngwùjú,"port office, port authority"
492,时日,shírì,"date, this day, auspicious time, day of the month, time"
493,姐姐,jiějiě,"sis, big_sister, elder sister, sister"
494,沮丧,jǔsàng,"depressed, disheartened"
495,员,yuán,m.[general]
496,招呼,zhāohū,"take care lest, receive, yoo-hoo, notify, take care of, recognize, say hello to, greet, halloo, speak, notification, come up to, hail, work hard, tell, beckon, get into a fight, address, accost, mind, ask, call"
497,拔,bá,"bare, tear, pluck, choose, take out, stand out among, displume, uproot, pull up, tweak, draw, pull off, deplumate, deplume, pull, surpass, get out, raise, suck out, select, seize, seizure, cool in water, lift, pull_out, pick, capture, yank, pull out, pick off"
498,皮草,pícǎo,furs at furriers
499,行使,xíngshǐ,"exercise, perform"
500,身高,shēngāo,"height, stature, height (of person)"
501,注射,zhùshè,inject
502,车票,chēpiào,ticket (for train/bus)
503,步调,bùdiào,"gait, pacing, marching, foot, march, pace, step, tempo"
504,上演,shàngyǎn,"produce, bring on, put on stage, play, stage, mount, perform, bring out, performance"
505,妨碍,fángài,"preclude, clog, set_back, prevent, trammel, arrest, counteract, set back, impede, foul, hamper, discourage, thwart, obstruction, impediment, stymie, hinder, deter, debar, halter, intercept, interfere, retard, jam, detain, spoke, hobble, resist, balk, countercheck, stymy, blockade, stonewall, stop, beset, embarrass, hamstring, forbid, kibosh, handicap, block, prohibit, snag, fox, cramp, encumb"
506,松,sōng,"crisp, loose, light and flaky, slack, loosen, relax, unbend, soft, not hard up"
507,次长,cìzhǎng,"subaltern, vice minister, under secretary, undersecretary, rhetoric, vice-minister"
508,免疫,miǎnyì,"immunize, immune"
509,尿液,niàoyì,"water, pee, piss, piddle, urine, weewee"
510,委屈,wěiqū,"feel wronged, be obstructed (in career), inconvenience (sb.)"
511,合成,héchéng,"prefabricate, composition, compound, synthesis, synthesize, synthesise, synthetic, synergistic, composite, compose"
512,宋,sòng,Surname
513,完备,wánbèi,perfect
514,例行,lìxíng,"regular, routine"
515,投保,tóubǎo,"protect, insure"
516,奇,qí,"strange, queer, rare"
517,放射线,fàngshèxiàn,radioactive rays
518,行使,xíngshǐ,"exercise, perform"
519,打扮,dǎbàn,"dress/make up, deck out, pose as"
520,以内,yǐnèi,"within, less than"
521,日出,rìchū,sunrise
522,回头,huítóu,"later, by and by"
523,力求,lìqiú,"strive for, make every effort to, do one's best to, strive to"
524,日出,rìchū,sunrise
525,叫声,jiàoshēng,"hue, yawp, yell, hubhub, jug, clamor, interjection, call, bleat"
526,了解到,liǎojiědào,"understand, comprehend, find out, acquaint oneself with"
527,中产阶级,zhōngchǎnjiējí,"bourgeois, third estate, middle bourgeoisie, middle_class, bourgeoisie, middle class/bourgeoisie, burgher, middle class"
528,考验,kǎoyàn,test
529,木栅,mùzhà,"picket_fence, palisade, crib, pale, Mu-cha"
530,入口,rùkǒu,"adit, window, gateway, propylaeum, entranceway, ""in"" door, entree, entrance, portal, in door, threshold, inlet, approach, door, entry, entering, access, entryway, intake, ingress"
531,害羞,hàixiū,"be shy, bashful, coy, be bashful, shy, blush"
532,大海,dàhǎi,"seaway, sea, the open sea"
533,沮丧,jǔsàng,"depressed, disheartened"
534,一刹那,yīchànuó,"a very short time, tick, trice, a moment, shake"
535,以至于,yǐzhìyū,"conj.: down/up to, to such an extent as to..., so...that..."
536,一块儿,yīkuàiēr,together
537,议程,yìchéng,agenda
538,盐,yán,salt
539,摄氏,shèshì,Celsius (thermometer)
540,点,diǎn,a bit
541,摄影,shèyǐng,"take a photograph, shoot a film, film"
542,钻石,zuànshí,"diamond, watch jewel"
543,抓到,zhuādào,"cop, catch"
544,铜,tóng,"Cu, cuprum, atomic number 29, copper, verdigris"
545,大夫,dàifū,"a senior official in feudal China, physician, senior official, doctor"
546,注射,zhùshè,inject
547,眼看,yǎnkàn,"see sth. happen, watch helplessly"
548,阻力,zǔlì,"resistance, drag, impedimenta, impediment, obstruction, traction, pullback, retarding force"
549,帝王,dìwáng,"Caesarean, purple, monarch, emperor, prince, roi, imperiality"
550,后卫,hòuwèi,"halfback, guard, rearward, wingback, secondary, rear guard, rear, back, backfield, rearguard, fullback, running back, sweeper"
551,抽样,chōuyàng,sample
552,花莲县,huāliánxiàn,Hualien County
553,抽样,chōuyàng,sample
554,承诺,chéngnuò,promise
555,封闭,fēngbì,resistant to anything new
556,哥,gē,"brother, (elder) brother, blood brother, elder brother, brothers, boys"
557,低价,dījià,"cheap, song, low, low price"
558,清凉,qīngliáng,"fresh and cool, refreshing"
559,阻塞,zǔsè,"block up, obstruct, clog"
560,拿下,náxià,"put under arrest, put (sb.) under arrest"
561,国乐,guóyuè,trad. Ch. music
562,被动,bèidòng,passive
563,破裂,pòliè,"split up, flaw, rip, rend, splinter, part, break away, come_apart, chip off, come apart, bust, broken, break up, separate, chip, fracture, fall apart, split, break_down, crack, rupture, break off, come off, check, break, burst"
564,推崇,tuīchóng,"esteem, praise highly"
565,被动,bèidòng,passive
566,挽回,wǎnhuí,"retrieval, recover, retrieve, save, redeem, deliver"
567,无所谓,wúsuǒwèi,"not deserve the name of, be indifferent, cannot be designated as, not matter, can't be considered as"
568,笑声,xiàoshēng,laughter
569,行动电话,xíngdòngdiànhuà,"cellular_telephone, cellular telephone, cellular_phone, portable, walkie-talkie, cellular phone, walky-talky"
570,印证,yìnzhèng,"confirm, verify"
571,伴,bàn,accompany
572,沙发,shāfā,"lounge, settee, sofa"
573,决不,juébù,"nohow, definitely not, anywise, scarcely, noway, nothing, never, in no way"
574,老公,lǎogōng,"old man, eunuch, married man, hubby, husband"
575,制订,zhìdìng,"work/map out, formulate"
576,合一,héyī,"unify, unite, merge into one, coalesce, unification"
577,柔软,róuruǎn,"lithe, whippy, soft"
578,足迹,zújī,"slot, track, footprint, footstep, wake, footmark, trace, trail, spoor, step"
579,阻塞,zǔsè,"block up, obstruct, clog"
580,多达,duōdá,be as much as
581,即时,jíshí,instant
582,杯子,bēizi5,"tumbler, drinking glass, cup, glass"
583,急性,jíxìng,acute (of diseases)
584,拷贝,kǎobèi,"re-create, copy"
585,穿着,chuānzhuó,dress
586,纪念堂,jìniàntáng,"memorial hall, commemoration hall, commemoration, memorial/commemoration hall, memorial"
587,所有,suǒyǒu,"own, possess"
588,高尔夫球场,gāoěrfūqiúchǎng,golf field
589,低价,dījià,"cheap, song, low, low price"
590,打死,dǎsǐ,"kill, blast"
591,动摇,dòngyáo,"totter, unnerve, faze, fluctuate, jounce, falter, oscillate, enervate, seesaw, stagger, waver, depolarize, vibrate, shaken, ferment, wabble, shake, churn, teeter, vacillate, wobble, rock, weaken, agitate, unsettle, sway, vacillation, hesitate"
592,可贵,kěguì,"valuable, praiseworthy"
593,民谣,mínyáo,"rhymes, folk rhyme, lieder, folk songs, folk ballad, folk_song, Volkslied, lay, folk songs/rhymes, common measure, folk rhymes, derry, folk song, common meter, ballad"
594,出血,chūxiě,"shed blood, have a hemorrhage, bleeding, bleed, spend money, phlebotomize, hemorrhage, hemorrhagic, leech"
595,出于,chūyū,"proceed from, start from, stem from, start, proceed"
596,白皮书,báipíshū,"white paper/book, book, white paper, white book, white_paper"
597,比照,bǐzhào,"according to, compare to, in the light of"
598,比不上,bǐbúshàng,not compare with
599,不能不,bùnéngbù,"have to, cannot but"
600,功力,gōnglì,"effect, efficacy, craftsmanship, skill, capability, touch"
601,分割,fēngē,"cut apart, break up, partition"
602,灌溉,guàngài,irrigate
603,猎人,lièrén,"shikaree, nimrod, yager, chasseur, chaser, jager, huntsman, jaeger, venerer, hunter"
604,体积,tǐjī,"volume, bulk"
605,举手,jǔshǒu,"raise one's hand, haul_off, raise one's hand(s), show, put up one's hand"
606,议长,yìzhǎng,"speaker (of legislative body), president"
607,释放,shìfàng,"release, set free"
608,讲评,jiǎngpíng,comment on and appraise
609,翻译,fānyì,"translate, interpret"
610,警员,jǐngyuán,constable
611,不停,bùtíng,non-stop
612,残酷,cánkù,"brutal, ruthless"
613,提出来,tíchūlái,"put forward, pose, raise"
614,通道,tōngdào,"path, scuttle, headway, corridor, passageway, gateway, gallery, close, walkway, areaway, hatchway, thoroughfare, lobby, winze, passage, aisle, opening, gangway, gap, passage(way), clearance, passing, headroom, enterclose, inlet, jackladder, access, byway"
615,倾听,qīngtīng,listen attentively to
616,开门,kāimén,open door (lit./fig.)
617,源自,yuánzì,"originate, arise, grow, originate from, come, develop, spring up, derive, descend, be out of, rise"
618,倾听,qīngtīng,listen attentively to
619,装饰,zhuāngshì,"decorate, adorn, ornament, deck"
620,脑袋,nǎodài,head
621,笔记,bǐjì,"short sketches, adversaria, notes, note"
622,天花板,tiānhuābǎn,"plafond, ceiling"
623,残酷,cánkù,"brutal, ruthless"
624,推崇,tuīchóng,"esteem, praise highly"
625,尽快,jǐnkuài,as quickly/soon as possible
626,器物,qìwù,"implement, utensil"
627,标题,biāotí,"head, headline, title, superscription, statute title, header, headword, caption, cutline, rubric, heading"
628,树叶,shùyè,"leaves, foliage, leafage, leaf, leave, leaves (of trees)"
629,遗物,yíwù,"hangover, legacy, survival, memento, survivor, things left behind by the deceased, holdover, souvenir, keepsake, reliquiae, things left by deceased, remnant"
630,铺,pū,"pave, spread, overlay, extend, unfold, lay, surface, set in order, bespread"
631,头,tóu,side
632,电通所,diàntōngsuǒ,Computer & Communications Research Labs
633,分割,fēngē,"cut apart, break up, partition"
634,微弱,wéiruò,"faint, feeble, weak"
635,广州,guǎngzhōu,"Canton, Guanzhou, Guangzhou city, Kuangchou, Guangzhou, Kwangchow"
636,家电,jiādiàn,"electrical household appliance, electrical home appliance, household electrical appliances"
637,表扬,biǎoyáng,"praise, commend"
638,得罪,dézuì,"disoblige, offend, displease, affront"
639,专任,zhuānrèn,"full-time, regular"
640,核子,hézǐ,"nuclear, nucleon"
641,统统,tǒngtǒng,"all, entirely, totally, completely"
642,酒店,jiǔdiàn,"wineshop, public house"
643,纸张,zhǐzhāng,paper
644,仿冒,fǎngmào,imitate
645,清除,qīngchú,"eliminate, get rid of"
646,长庚,chánggēng,"ancient Chinese name for Venus, Chang Gung, old name for Venus"
647,清除,qīngchú,"eliminate, get rid of"
648,时数,shíshù,time
649,扫描,sǎomiáo,scan
650,细致,xìzhì,"careful, meticulous, painstaking"
651,跳水,tiàoshuǐ,dive
652,登场,dēngcháng,"be taken to threshing ground, come on stage"
653,诊断,zhěnduàn,diagnose
654,做错,zuòcuò,"make mistake, err"
655,乖乖,guāiguāi,"well-behaved, obedient"
656,收取,shōuqǔ,"collect, gather"
657,抨击,pēngjí,"attack (in speech/writing), assail"
658,姊妹,jiěmèi,elder and younger sisters
659,光辉,guānghuī,"radiancy, irradiancy, blaze, sparkle, fire, shininess, shine, resplendency, glory, glare, magnificence, sheen, lustre, grandeur, splendor, lucidity, coruscation, refulgence, grandness, burnish, brilliance, flame, glow, luminosity, glitter, luster, refulgency, radiance, irradiance, glowing, halo, resplendence, splendour, effulgence"
660,灰色,huīsè,"pessimistic, grey, ashy, grayness, ambiguous, grizzle, gloomy, gray, greyness, obscure"
661,收取,shōuqǔ,"collect, gather"
662,宛如,wǎnrú,be just like
663,思潮,sīcháo,"trend of thought, thought, current, ideological trend, orientation, thoughts, genius"
664,命令,mìnglìng,"order, command"
665,恐慌,kǒnghuāng,panic
666,忍耐,rěnnài,"forbear, stand, go, stomach, abide, put up, hold_out, suppress, sustain, brave out, persevere, remain, support, endure, put up with, exercise restraint, suffer, restrain oneself, brave, bear, brook, resist, exercise patience, tolerate, thole, weather"
667,坦白,tǎnbái,"frank, candid"
668,行销,xíngxiāo,"be on sale, sell"
669,西北,xīběi,"northwest, Northwest China, the Northwest"
670,成就,chéngjiù,"achieve, accomplish"
671,两厅院,liǎngtīngyuàn,theater and music center
672,恐慌,kǒnghuāng,panic
673,放假,fàngjià,"have a day off, have a vacation, have day off, have or be on vacation, have or be on holiday, have a holiday, vacation"
674,堪称,kānchēng,"may be rated as, can be rated as..."
675,作画,zuòhuà,draw/paint a picture
676,代理商,dàilǐshāng,"amaldar, agent, business_agent, broker, factor, business agent, manufacturer's agent"
677,雇用,gùyòng,"employ, hire"
678,压缩,yāsuō,"reduce, pack together, compact, encapsulate, cut down, compressed, constrict, reduction, shrink, condensation, compress, condense, strangulate, compression"
679,歌词,gēcí,"words of song, lyrics"
680,领取,lǐngqǔ,"draw, receive"
681,打出,dǎchū,"tap, tee_off, play, beat_out, bingle"
682,考生,kǎoshēng,"candidate for an entrance examination, examinee"
683,永续,yǒngxù,"permanent, perpetual, everlasting"
684,必修,bìxiū,"required/obligatory (course), obligatory, obligatory (course), required"
685,未婚,wèihūn,"single, maiden, unmarried"
686,管线,guǎnxiàn,"pipes and power lines, cables, general term for cables/etc., general term for pipes/cables/etc., pipeline, general term for pipes, etc."
687,手腕,shǒuwàn,wrist
688,崭新,zhǎnxīn,"newly, bran-new, spick-and-span, spic-and-span, brand-new, spick and span, completely new"
689,一来,yīlái,"in the first place, ..."
690,共鸣,gòngmíng,"sympathy, fellow feeling, vibration, consonance, resonance, sympathetic response"
691,谦虚,qiānxū,make modest remarks
692,离家,líjiā,"be away from home, leave home"
693,缴交,jiǎojiāo,"deliver to, transmit"
694,钥匙,yàoshi5,key
695,笼罩,lóngzhào,"envelop, shroud"
696,键入,jiànrù,"enter, key in, key/type (in), type (in), type, key"
697,体谅,tǐliàng,make allowances for
698,右倾,yòuqīng,Right deviation
699,冲突,chōngtú,conflicting
700,并列,bìngliè,"appose, collocate, stand side by side, be juxtaposed, juxtapose"
701,钞票,chāopiào,"bank note, paper money, bill"
702,博览会,bólǎnhuì,"expo, trade fair, exhibition, exposition, fair, Expo"
703,登场,dēngcháng,"be taken to threshing ground, come on stage"
704,跳水,tiàoshuǐ,dive
705,学年,xuénián,school/academic year
706,罚,fá,"punish, penalize"
707,戏曲,xìqǔ,"traditional opera, drama, trad. opera, singing parts in ^chuan2 qi2 ^ and ^za2, singing parts in ^chuan2qi2^ and ^za2ju4^"
708,机读,jīdú,machine-read
709,鲍,bào,"sea-ear, abalone, Surname, Bao"
710,撑,chēng,"prop up, brace, push/move with a pole, maintain, keep up"
711,雇用,gùyòng,"employ, hire"
712,截止,jiézhǐ,"end, cut off, expire, close"
713,应征,yìngzhēng,enlist
714,摩托车,mótuōchē,"motorcycle, motorbike"
715,调查局,diàochájú,The Bureau of Investigation
716,缓和,huǎnhé,"relax, ease up, mitigate, appease"
717,默契,mòqì,"tacit/secret agreement, tacit agreement, understanding, secret agreement, privity, tacit"
718,畅销,chàngxiāo,sell well
719,叹,tàn,"sigh, exclaim (admiringly/etc.)"
720,领取,lǐngqǔ,"draw, receive"
721,享用,xiǎngyòng,"enjoy the use of, enjoy (use of), enjoyment, enjoy"
722,招标,zhāobiāo,invite tenders/bids
723,守法,shǒufǎ,abide by law
724,名誉,míngyū,"honour, laurel, celebrity, worship, character, odor, credit, repute, fame, name, rep, reputation, honorary, distinction, regard, honor"
725,巡逻,xúnluó,patrol
726,自助,zìzhù,"bootstrap, self-service, self-helf"
727,扭转,niǒuzhuǎn,"turn round/back, reverse, remedy (a situation)"
728,合唱,héchàng,"choir, do a chorus, sing in a chorus, chorus, descant"
729,存放,cúnfàng,"leave with, leave in sb.'s care, deposit (money)"
730,成败,chéngbài,"result, success or failure"
731,罕见,hǎnjiàn,"rare, rarely seen"
732,星团,xīngtuán,star cluster
733,降到,jiàngdào,"drop to, fall to"
734,移送法办,yísòngfǎbàn,"arrest and deal with according to law, bring to justice"
735,威权,wēiquán,"authoritativeness, authority, authoritarian, power"
736,交易,jiāoyì,"deal, trade"
737,长途,chángtú,"long-distance, long distance"
738,革新,géxīn,innovate
739,皇家,huángjiā,"royal, imperial house, imperial family, imperial family/house, house"
740,值,zhí,be worth
741,附设,fùshè,have as an attached institution
742,招标,zhāobiāo,invite tenders/bids
743,油画,yóuhuà,"canvas, painting, canvass, oil, oil painting, oil_painting, oil paint"
744,沾,zhān,"moisten, daub, get ... out of association, soak, partake, profit from, touch, be stained with"
745,起点,qǐdiǎn,starting point
746,起源,qǐyuán,origin
747,纠正,jiūzhèng,"correct, redress"
748,归纳,guīnà,"sum up, conclude, induce"
749,坐下,zuòxià,"subside, sit, sit down, sink, sit_down"
750,低迷,dīmí,low
751,交货,jiāohuò,deliver goods
752,制止,zhìzhǐ,"forbear, restrict, oppress, prevention, hold back, inhibit, allay, stop, prevent, staunch, turn back, arrest, stanch, suppress, interdict, discourage, pull_up, abate, blink, quell, restrain, deter, repress, crush, omit, shush, countercheck, check, curb, contain"
753,扭转,niǒuzhuǎn,"turn round/back, reverse, remedy (a situation)"
754,雾,wù,(soft) rime
755,变为,biànwéi,"change to, become"
756,轰炸,hōngzhà,bomb
757,摄取,shèqǔ,"absorb, assimilate, take photograph of, shoot"
758,宝石,bǎoshí,"precious stone, gem"
759,守法,shǒufǎ,abide by law
760,警告,jǐnggào,(disciplinary) warning
761,巡逻,xúnluó,patrol
762,生前,shēngqián,during lifetime (of deceased)
763,因果,yīnguǒ,"cause and effect, karma, preordained fate"
764,存放,cúnfàng,"leave with, leave in sb.'s care, deposit (money)"
765,宗,zōng,m.[general]
766,贝壳,bèiké,"cowrie, shell, cameo, conch, seashell, valve, clamshell"
767,有空,yǒukòng,have time (to do sth.)
768,忠实,zhōngshí,"leal, faithful, true"
769,作文,zuòwén,composition
770,使出,shǐchū,"exert, peg, use"
771,老公公,lǎogōnggōng,"old man, husband's father, father-in-law, husbands' father, grandpa, old_man"
772,革新,géxīn,innovate
773,摄取,shèqǔ,"absorb, assimilate, take photograph of, shoot"
774,纠正,jiūzhèng,"correct, redress"
775,会同,huìtóng,"handle jointly with other organizations, join, handle jointly with other organizations concerned"
776,准,zhǔn,"accurate, exact"
777,提名,tímíng,nominate
778,笔墨,bǐmò,"words, writing"
779,路程,lùchéng,"distance travelled, journey"
780,截至,jiézhì,"by (specified time), up to"
781,台湾省,táiwānshěng,Taiwan
782,齐,qí,"complete, prepared, together"
783,桩,zhuāng,m.[general]
784,湿,shī,"humidify, moisten, humid, damp, dampen, wet"
785,演戏,yǎnxì,"pretence, roleplay, playact, act, act in a play, playacting, put on a play, put on or act in a play, pretend, play act, play"
786,提名,tímíng,nominate
787,纵使,zòngshǐ,conj.: even if/though
788,螃蟹,pángxiè,crab
789,演艺,yǎnyì,histrionics
790,满,mǎn,"full, complete, satisfied, conceited, reach limit, expire, be over"
791,轮椅,lúnyǐ,wheelchair
792,巧妙,qiǎomiào,"felicitous, skillful, ingenious, clever, shrewd"
793,分化,fēnhuà,disintegrate
794,用法,yòngfǎ,"hang, usage, use"
795,北大,běidà,Peking University
796,人次,réncì,"man-times, man-times (analogous to ""man-hours"")"
797,分化,fēnhuà,disintegrate
798,反映出,fǎnyìngchū,"reflect, mirror"
799,才华,cáihuá,"literary talent, artistic talent, literary, literacy, flair, literary/artistic talent"
800,平埔族,píngbǔzú,Pinnpou ethnic minority(in Taiwan)
801,旅程,lǔchéng,"travel plan, journeying, itinerary, route, stage, peregrination, journey"
802,悠久,yōujiǔ,long in time
803,野鸟,yěniǎo,wild birds
804,幕,mù,m.[event]
805,云林,yúnlín,Yunlin
806,情怀,qínghuái,"feelings, mood"
807,秦王,qínwáng,the emperor of Qin
808,无非,wúfēi,"nothing but, than, simply, only"
809,连,lián,Surname
810,野,yě,"wild, undomesticated"
811,部署,bùshù,"dispose, deploy"
812,偏差,piānchā,"deviation, error"
813,位子,wèizi5,"seat, place"
814,当地人,dāngdìrén,"native, a local"
815,意者,yìzhě,someone who is interested in something
816,想必,xiǎngbì,"surely, it may be assumed that, presumably, most likely, presumptively, most probably, likely, most probably/likely"
817,脆弱,cuìruò,"fragile, frail, weak"
818,痣,zhì,"nevus, mole"
819,无能,wúnéng,"incompetent, incapable"
820,传真,chuánzhēn,"portraiture, facsimile, fax"
821,无能,wúnéng,"incompetent, incapable"
822,萎缩,wěisuō,"wither, shrivel, shrink, sag, atrophy"
823,喂,wèi,"hello, hey"
824,萎缩,wěisuō,"wither, shrivel, shrink, sag, atrophy"
825,换取,huànqǔ,"get in return, buy, exchange ... for, barter ... for, exchange sth. for, exchange"
826,渡过,dùguò,"pass, spend (time/etc.)"
827,帐号,zhànghào,account number (of bank/etc.)
828,描述,miáoshù,description
829,货品,huòpǐn,"kinds or types of goods, store, types of goods, goods, types of goods/product, product, merchandise, types of product, wares, truck"
830,消防,xiāofáng,fight/prevent fire
831,桌,zhuō,m.[general]
832,混,hùn,"mix, confuse"
833,带原者,dàiyuánzhě,reservoir
834,得来,délái,"gain, receive"
835,贫血,pínxiě,anemia
836,排水,páishuǐ,drain off water
837,现存,xiàncún,"be extant, be in stock"
838,凉,liáng,"cool, cold, discouraged, disappointed"
839,跑去,pǎoqù,run
840,淡化,dànhuà,desalinate
841,排水,páishuǐ,drain off water
842,情操,qíngcāo,sentiment (intellectual/aesthetic/etc.)
843,评论,pínglùn,"comment, commentary, review"
844,爱上,àishàng,"fall for, fall in love with"
845,进攻,jìngōng,"attack, assault"
846,閒,xián,"not busy, unoccupied, not in use, idle"
847,脑子,nǎozi5,"brain, mind, head"
848,跨越,kuàyuè,"leap over, bestride, straddle, overstretch, span, stride, soar, spraddle, cut across, stride across"
849,几何,jǐhé,"geometrical, geometry, geometric"
850,买下,mǎixià,"purchase, buy"
851,进攻,jìngōng,"attack, assault"
852,塔,tǎ,"pagoda, stupa, tower"
853,承诺,chéngnuò,promise to do sth.
854,高温,gāowēn,"heat, high temperature"
855,塞,sè,"fill in, stuff in, stuff, fill, squeeze in, bung, spile, squeeze, line, stick, fill/stuff in"
856,撤出,chèchū,"remove, take away, withdraw, evacuate"
857,挡,dǎng,"ward off, block, get in the way of"
858,反之,fǎnzhī,"contrarily, thereagainst, contrariwise, on_the_contrary, conversely, on the contrary, otherwise"
859,井,jǐng,"Jing, well, Surname, something in the shape of a well"
860,氾滥,fànlàn,"be in flood, overflow, inundate, spread unchecked"
861,上限,shàngxiàn,"cap, upper limit"
862,代表团,dàibiǎotuán,"contingent, delegacy, mission, deputation, delegation"
863,氾滥,fànlàn,"be in flood, overflow, inundate, spread unchecked"
864,外加,wàijiā,"additionally, in addition, superadd, additional, more, add, addition, extra"
865,付诸,fùzhū,"submit/present to, present to, implement, submit, cause, submit to"
866,糖尿病,tángniàobìng,"diabetic, diabetes, glycosuria"
867,复制,fùzhì,"duplicate, reproduce"
868,整治,zhěngzhì,"renovate, repair, dredge (river/etc.), punish, discipline, do, work at, prepare, make ready, arrange, regulate, deal with problem or adversary"
869,复制,fùzhì,"duplicate, reproduce"
870,余额,yūé,"vacancies yet to be filled, remains, balance, remaining sum"
871,维系,wéixì,maintain
872,优越,yōuyuè,"excel, exceed, superior, outstanding, transcend"
873,卡车,kǎchē,"teamster, motortruck, lorry, camion, truck"
874,容忍,róngrěn,"tolerate, condone"
875,属性,shǔxìng,"attribute, property"
876,惊奇,jīngqí,"wonder, be surprised/amazed"
877,弯曲,wānqū,distort
878,翻开,fānkāi,"unfold, open up, open, spread, spread out, break_out, tear up"
879,撷取,jiéqǔ,"pick, select"
880,点燃,diǎnrán,"light_up, light up, kindle, enkindle, burn, tind, light, inflame, ignition, set fire to, ignite, emblaze"
881,市议会,shìyìhuì,city council
882,生活圈,shēnghuóquān,living space
883,维系,wéixì,maintain
884,出巡,chūxún,"carry out tour of inspection, be in royal progress, make tour of inspection"
885,拒,jù,"resistance, reject, resist, refuse, refusal, repel"
886,包容,bāoróng,"forgive, pardon, contain"
887,大事,dàshì,"important matter, nevermind, capper, overall situation, important events, major event, significant national events, major issue"
888,甘心,gānxīn,"be reconciled, be willing, pleased, resigned to, be content with, be reconciled to, be reconciled/resigned to, be resigned to, resign oneself to"
889,山头,shāntóu,"mountain stronghold, top of a mountain, hilltop, mountain top, faction"
890,牙,yá,"ivory, cuspid, fang, broker, tooth-like thing, tusk, tooth"
891,故障,gùzhàng,"malfunction, break"
892,物种,wùzhǒng,species
893,容忍,róngrěn,"tolerate, condone"
894,屏东县,píngdōngxiàn,Pingtung County
895,派出,pàichū,"send, dispatch"
896,重整,chóngzhěng,rally
897,环绕,huánrào,"circle, environ, encincture, encirclement, hoop, surround, cincture, gird, circumvolute, sphere, skirt, encircle, circumfluent, enwreathe, revolve around, border, girdle, girth, enring, rim"
898,看似,kànsì,looks like
899,月饼,yuèbǐng,moon cake
900,河水,héshuǐ,river water
901,耐,nài,"endure, durable, stand, withstand, be able to bear or endure, bear, resistance, resist"
902,抱负,bàofù,"aspiration, ambition"
903,外科,wàikē,"surgery, chirurgery, surgical, surgical department"
904,哎哟,āiyāo,of surprise/pain
905,美观,měiguān,pleasing to the eye
906,拼命,pīnmìng,"go all out regardless of danger to one's life, fight desperately, exerting the utmost strength, risk life, make death-defying effort, defy death, risk one's life, with all one's might"
907,侷限,júxiàn,"confinement, confine, limit"
908,姓,xìng,"surname, family/clan name"
909,故障,gùzhàng,"malfunction, break"
910,福祉,fúzhǐ,"well-being, light, happiness, material benefits, social welfare, weal, blessedness, welfare"
911,兇,xiōng,"fiendish, ferocious, murderous"
912,安宁,ānníng,"peaceful, tranquil, calm, composed, free from worry"
913,列出,lièchū,"list, provide list of"
914,姓,xìng,"surname, family/clan name"
915,安全性,ānquánxìng,"security, safety"
916,屁股,pìgǔ,"tail end, croupe, stern, tooshie, ass, tush, backside, posterior, arse, behind, haunch, arsehole, anus, end, bottom, can, buns, beam-ends, hip, bum, buttocks, hindquarters, hind end, fundament, tokus, croup, tushie, butt, fanny, slat, bucket, keister, buttock, rear, asshole, prat, rear end, tail, seat, derriere, rump"
917,安宁,ānníng,"peaceful, tranquil, calm, composed, free from worry"
918,死去,sǐqù,die
919,走私,zǒusī,smuggle
920,坊间,fāngjiān,"on the street stalls, in the bookshops"
921,走私,zǒusī,smuggle
922,抉择,juézé,"option, alternative, decision, choice"
923,利多,lìduō,wrinkle
924,自来水,zìláishuǐ,"running/tap water, running, tap_water, running water, tap water"
925,保送,bǎosòng,recommend sb. for admission to school/etc.
926,皇后,huánghòu,"kaiserin, queen consort, queen, empress, queen_consort, Kaiserin"
927,息息相关,xíxíxiāngguān,"be closely linked, be closely bound up"
928,蔓延,mànyán,"spread out, extend"
929,格,gé,"lattice, grid, squares"
930,梅,méi,Surname
931,发放,fāfàng,"provide, grant, extend"
932,配偶,pèiǒu,spouse
933,填写,tiánxiě,fill in a form
934,区运,qūyùn,regional sports meet
935,陆委会,lùwěihuì,Mainland Affairs Council
936,顶,dǐng,"top, tip"
937,消耗,xiāohào,"consume, use up, deplete"
938,现已,xiànyǐ,already
939,接待,jiēdài,"receive (guests), serve (customers)"
940,淡大,dàndà,Tamkang University
