,Simplified,Pinyin,Meaning
472,模具,mójù,"mould, pattern, mold, die, matrix"
473,开采,kāicǎi,"mine, extract, exploit"
474,话语,huàyǔ,"utterance, discourse, word, speech, spoken language, endearment, remark"
475,圣火,shènghuǒ,the holy torch
476,写字,xiězì,write (characters)
477,电影院,diànyǐngyuàn,"cinema, movie (house)"
478,赐,sì,"favor, award, favour, grant"
479,闰,rùn,intercalate
480,砖,zhuān,brick
481,亿,yì,det.: hundred million
482,踏出,tàchū,stride forward
483,银,yín,silver
484,解开,jiěkāi,"unknot, loose, uncouple, unbuckle, unyoke, reel off, disengage, unreel, unloosen, disentwine, detach, untie, unwreathe, unlock, ravel, disentangle, unbraid, unsnarl, unhook, unfasten, unwind, unroll, tease apart, loosen, unhitch, unlace, undone, tease, unwire, uncord, unwrap, unleash, unthread, undo, disassemble, ravel out, disconnect, unlink, sleave, untangle, unpack, puzzle_out, unbend, u"
485,脸颊,liǎnjiá,cheeks
486,箱,xiāng,m.[container]
487,猜测,cāicè,"guess, surmise"
488,传说,chuánshuō,"it is said, they say"
489,塞车,sāichē,"jam, traffic jam"
490,善于,shànyū,"excel, surpass, stand out, be adept in, be good at"
491,新型,xīnxíng,"pattern, novelty, of new type"
492,爽,shuǎng,comfortable
493,督导,dūdǎo,superintend and direct
494,钙,gài,"atomic number 20, calcium, Ca, calcic"
495,运动场,yùndòngcháng,"playground, sports, sports ground, ephebeion, athletic ground, course, schoolyard, pavilion, stadium, sports/athletic ground, athletic_field, park"
496,发布,fābù,"issue, announce"
497,解散,jiěsàn,"disperse, dismiss, separate, disband, disincorporate, demobilize, disbandment, dissolve, usher out, let, unmerge, dismissal, break_up, demob, dissolution, break up"
498,游,yóu,"swim, float, travel, rove"
499,想念,xiǎngniàn,"imagine, long to see again, remember with longing, think_of, miss, yearn"
500,盏,zhǎn,m.[general]
501,督导,dūdǎo,superintend and direct
502,无效,wúxiào,"of/to no avail, null and void"
503,平和,pínghé,"calm, pacify, composed, moderate, gentle"
504,平民,píngmín,"vulgus, ragtag, commonality, third estate, plebe, populace, civvy, commoner, common people, rabble, the populace, multitude, ceorl, citizen, commonage, commonalty, common person, mister, roturier, plebeian, people, plebs, democracy, commons, the common people, mass, pleb, civilian, common man"
505,外资,wàizī,foreign capital
506,用水,yòngshuǐ,water
507,不适,búshì,"unwell, indisposed"
508,日人,rìrén,Japanese
509,不仅仅,bùjǐnjǐn,not only
510,听觉,tīngjué,sense of hearing
511,工商界,gōngshāngjiè,industrial and commercial circles
512,引述,yǐnshù,"cite, reference, quote, premise"
513,出局,chūjú,"out, out of game"
514,骚动,sāodòng,"become restless, disturb, upset"
515,谜,mí,"puzzler, puzzle, rebus, crux, brain-teaser, mystery, conundrum, riddle, puzzlement, sticker, enigma, parable"
516,橱窗,chúchuāng,"show/display window, showcase, glass-fronted billboard"
517,教职,jiàozhí,teaching job
518,闯,chuǎng,"rush, temper oneself, charge, broke, cause, battle through, break, dash, temper oneself (by battling difficulties)"
519,讶异,yàyì,be surprised at
520,警探,jǐngtàn,police detective
521,天安门,tiānānmén,"Tiananmen Square, Gate of Heavenly Peace, Tiananmen Square (in Beijing), the Gate of Heavenly Peace, Tian An Men"
522,不许,bùxǔ,can't
523,荣耀,róngyào,"honor, glory"
524,稽查,jīchá,check (to prevent smuggling/etc.)
525,误会,wùhuì,misunderstanding
526,远方,yuǎnfāng,"distance, beyond, beyondness, distant place, corner"
527,汉子,hànzi5,"man, johnny, fellow, joker, husband"
528,庙宇,miàoyǔ,temple
529,稽查,jīchá,check (to prevent smuggling/etc.)
530,撒,sā,"drop, throw off all restraint, strow, shower, spill, release, spread, sprinkle, let oneself go, asperse, cast, let out, bestrewn, dredge, sow, scatter, bescatter, let go"
531,不休,bùxiū,"endlessly, ceaselessly"
532,化成,huàchéng,"become, resolve, change to"
533,化,huà,"change, transform, convert"
534,正常化,zhēngchánghuà,normalize
535,奶,nǎi,"breasts, milk"
536,山路,shānlù,"nek, pass, mountain road, mountain trail, ghaut, ghat"
537,正规,zhèngguī,"regular, standard"
538,正常化,zhēngchánghuà,normalize
539,生态系,shēngtàixì,ecosystem
540,主演,zhǔyǎn,act leading role (in play/film)
541,紧接着,jǐnjiēzhe5,follow close behind
542,上天,shàngtiān,"Heaven, heaven, God, Providence"
543,房舍,fángshè,house
544,奔波,bēnbō,"rush about, be busy running about"
545,西藏,xīzàng,Tibet
546,名家,míngjiā,"virtuoso, a person of academic or artistic distinction, artistic distinction, person of academic, virtuosi, person of academic/artistic distinction, famous expert, master, person of academic distinction, School of Logicians, person of artistic distinction"
547,告别,gàobié,"valedictory, take_leave, part from, leave, parting, say good-bye to, bid farewell to"
548,自费,zìfèi,"at one's own expense, be at one's own expense"
549,同等,tóngděng,"coequal, status, of same rank/status, on an equal footing, on an equal basis, of same class/rank/status, of same class, rank"
550,病友,bìngyǒu,wardmate
551,直销,zhíxiāo,sell by manufacturer
552,附属,fùshǔ,"adjunct, belong, pertain, appertain, affiliated, be attached, attached, adjective, auxiliary, be affiliated, subsidiary"
553,奔波,bēnbō,"rush about, be busy running about"
554,查出,cháchū,"find, look_up, smell, investigate, find_out, find out, smoke_out, detect, track_down, smoke out, examine"
555,流于,liúyú,become
556,空调,kōngtiáo,"air conditioner, air-conditioning, air-conditioner"
557,花费,huāfèi,"expenditure, expenses"
558,省主席,shěngzhǔxí,governor of a province
559,苦恼,kǔnǎo,"vexed, worried"
560,拉回,lāhuí,pull back
561,石器,shíqì,"eolith, stone artifact, stone vessel, artifact, stone implement/artifact, stone implement, stoneware"
562,延后,yánhòu,"postpone, delay"
563,陶冶,táoyě,mold/shape character/taste/etc.
564,奔,bēn,"hurry, rush, be getting on for, head for, flee, run, run quickly, approach, hasten, be getting close to, go straight towards"
565,缺席,quēxí,be absent (from meeting/etc.)
566,自豪,zìháo,"pride, pride oneself on"
567,安养,ānyǎng,"live out life in retirement, provide for the aged"
568,百分比,bǎifēnbǐ,"percent, per centum, pct, percentage, percent(age)"
569,助力,zhùlì,"ministry, aid, helping hand, assistance, help, instrumentality"
570,如是,rúshì,in this way
571,年初,niánchū,beginning of year
572,名将,míngjiàng,"famous general, great soldier"
573,西式,xīshì,"Western, Western style"
574,良多,liángduō,"very much, numerous"
575,交通局,jiāotōngjú,Traffic Bureau
576,使命感,shǐmìnggǎn,mission
577,注入,zhùrù,"inject, mainline, infuse, teem, impregnate, inflood, implant, pump, pour, funnel, pour into, inspire, pour/empty into, influx, empty into, breathe, empty, immit"
578,合力,hélì,make concerted efforts
579,自觉,zìjué,self-awareness/consciousness
580,白宫,báigōng,White House
581,陶冶,táoyě,mold/shape character/taste/etc.
582,疏离,shūlí,estranged
583,逛街,jiē,"stroll around the street, window-shop"
584,核,hé,"pit, nuclear, nucleus, nut, sth. resembling a fruit stone, stone, core, nucleolus, hilum, kernel"
585,草坪,cǎopíng,lawn
586,航行,hángxíng,"sail, fly"
587,深切,shēnqiè,"heartfelt, deep, profound"
588,紮实,zāshí,"sturdy, strong, solid, sound"
589,偏,piān,be partial to
590,康熙,kāngxī,"period of emperor Shengzu, K'ang-hsi, period (1662-1723) of emperor Shengzu"
591,探险,tànxiǎn,"explore, adventure"
592,讶异,yàyì,be surprised at
593,妇运,fùyùn,campaign for woman's rights
594,猜测,cāicè,"guess, surmise"
595,动辄,dòngzhé,"always, at every turn, frequently, often, easily"
596,缺席,quēxí,be absent (from meeting/etc.)
597,看出来,kànchūlái,find out
598,安养,ānyǎng,"live out life in retirement, provide for the aged"
599,深山,shēnshān,"romote mountain, remote mountains"
600,背部,bèibù,"rear, back"
601,胸部,xiōngbù,"chest, breast, thorax"
602,急忙,jímáng,"in haste, hurriedly"
603,明月,míngyuè,"bright moon, legendary luminous pearl"
604,胡琴,húqín,two-string bowed instruments
605,顶,dǐng,m.[general]
606,射箭,shèjiàn,"shoot an arrow, shoot, shoot arrow"
607,汹湧,xiōngyǒng,"boil, tempestuous, jaw, seethe, tide, billow, popple, turbulent, surge, welter"
608,射击,shèjí,"shoot, fire"
609,常务,chángwù,"executive, standing"
610,高耸,gāosǒng,"stand tall and erect, tower"
611,叛乱,pànluàn,"mutiny, revolt"
612,盒子,hézi5,"box, case, casket"
613,抵制,dǐzhì,boycott
614,神父,shénfù,"Church Father, father, pastor, soutane, Pere, Padre, padre, Abba, priest, divine, anba, abbe, Father"
615,疏离,shūlí,estranged
616,航权,hángquán,air rights
617,叛乱,pànluàn,"mutiny, revolt"
618,抵制,dǐzhì,boycott
619,爱惜,àixí,"cherish, treasure"
620,预期,yūqí,expectation
621,预售,yūshòu,sell in advance
622,堕落,duòluò,"degenerate, sink low"
623,察觉,chájué,"realize, be aware"
624,堕落,duòluò,"degenerate, sink low"
625,睁,zhēng,"open, open (the eyes)"
626,轮廓,lúnkuò,"outline, contour, rough sketch"
627,战术,zhànshù,"tactical, war, tactics, military tactics, tactic, swordcraft"
628,轮到,lúndào,"it will be sb's turn, go, be sb.'s turn to do sth., move"
629,管理局,guǎnlǐjú,"management, administration, conservancy, management (office)"
630,机缘,jīyuán,"circumstance, lucky chance, good luck, chance"
631,称得上,chēngde5shàng,"nominate, can be rated as..."
632,磨,mó,"grind, mill, turn round/about"
633,画出,huàchū,paint
634,台南市,táinánshì,Tainan
635,说明书,shuōmíngshū,"(technical) manual, (book of) directions, synopsis (of play/etc.)"
636,极限,jíxiàn,"breaking point, level best, utmost, limit/maximum, maximum, bounds, extreme, limitation, outside, boundary, uttermost, breaking_point, extremity, upper limit, limit"
637,水晶,shuǐjīng,"quartz, rock crystal, rock_crystal, rhinestone, crystal, pebble"
638,图书室,túshūshì,"bibliotheca, morgue, library, reading room"
639,旋转,xuánzhuǎn,"revolve, gyrate, spin"
640,插入,chārù,insert
641,勘查,kānchá,"reconnoiter, prospect"
642,无异,wúyì,"just like, same as"
643,惹,rě,provoke
644,跟踪,gēnzōng,track
645,抢购,qiǎnggòu,rush to purchase
646,紫外线,zǐwàixiàn,"sunray, ultraviolet radiation, ultraviolet light, ultraviolet illumination, UV, ultraviolet, ultraviolet ray"
647,饮用,yǐnyòng,drink
648,无助,wúzhù,"unassisted, helpless"
649,朝野,cháoyě,"court and commonality, government and public, governing party and opposition"
650,诚如,chéngrú,"like, as"
651,过分,guòfèn,"excessively, over-"
652,喉咙,hóulóng,throat
653,跟踪,gēnzōng,track
654,水流,shuǐliú,"water, stream, streams, waters, rivers, current, river, flow"
655,仙,xiān,"immortal, fairy, celestial being"
656,必备,bìbèi,"necessary, essential, indispensable, fundamental"
657,切断,qiēduàn,"sever, shut_off, amputate, disconnect, cut_off, joint, cut off, mutilate, cutting_off, lop, hang_up, interrupt, hang up, guillotine"
658,回溯,huísù,"dwell, look back upon, harp, turn back, cut back, backdate, trace, flash_back, recall, retroject, retrace, backtrack, double back, flash back"
659,本钱,běnqián,"principal, capital"
660,一天到晚,yītiāndàowǎn,all day long
661,手势,shǒushì,"sign, pantomime, gesticulation, motion, sign_language, gesture, signal"
662,少量,shǎoliàng,"dribblet, morsel, modicum, scattering, a few, whit, inch, small, daub, det.: a few, slug, element, dash, haet, dearth, fleabite, sprinkle, little, shred, smidgen, soupcon, a little/few, bit, suspicion, mouthful, tot, littleness, trifle, snack, small quantity, spot, few, groat, paucity, nibble, smattering, small amount, ounce, rag, lick, spatter, tad, skerrick, pennyworth, small amount/quanti"
663,大臣,dàchén,"courtier, court, secretary, referendary, vizier, government minister, viziership, high officials, cabinet ministers, president, chancellor, minister"
664,兰花,lánhuā,"cymbidium, orchid"
665,绘制,huìzhì,plot
666,断层,duàncéng,fault
667,摆设,bǎishè,furnish and decorate (room)
668,点子,diǎnzi5,"drop (of liquid), drop, idea, hint, dot, beat (of percussion instruments), beat, spot, key point, speck, pointer"
669,勘查,kānchá,"reconnoiter, prospect"
670,担负,dānfù,"bear, shoulder, take on, be charged with"
671,再一次,zàiyīcì,"once again, over again, again, once_again, once more"
672,全心,quánxīn,wholeheartedly
673,标示,biāoshì,label
674,一齐,yīqí,"simul, in unison, together, simultaneously"
675,大抵,dàdǐ,"generally speaking, in the main"
676,下方,xiàfāng,"lower part, downward, this world, downwards"
677,在在,zàizài,"everywhere, in all aspects"
678,考卷,kǎojuàn,examination paper
679,文明,wénmíng,civilized
680,不约而同,bùyuēértóng,"happen to coincide, coincidentally do sth."
681,办事,bànshì,"dispose, handle affairs, work"
682,分别,fēnbié,difference
683,山坡地,shānpōdì,hillside/sloping land
684,火力,huǒlì,firepower
685,市银,shìyín,City Bank
686,不住,búzhù,endlessly
687,打仗,dǎzhàng,"fight battle, outplay, war, make war, fight, wage war, battle, go to war"
688,可恶,kěwù,"hateful, abominable"
689,心爱,xīnài,"love, treasure"
690,美容,měiróng,improve looks
691,面目,miànmù,"honour, countenance, aspect, face, facial_expression, sense of shame, look, appearance, visage, self-respect, features, honor"
692,到时,dàoshí,"at appointed time, on the occasion"
693,宫殿,gōngdiàn,"palatium, dome, alcazar, palace"
694,查报,chábào,check and report
695,兼差,jiānchāi,"moonlighting, hold two or more posts concurrently, side job"
696,美洲,měizhōu,"Columbia, American, (continental) America, the Americas, America"
697,有鑑于此,yǒujiànyūcǐ,"therefore, consequently"
698,拜会,bàihuì,pay sb. a visit
699,有形,yǒuxíng,"tangible, visible"
700,明定,míngdìng,"stipulate, formulate"
701,突发,túfā,burst out or occur suddenly
702,查报,chábào,check and report
703,若非,ruòfēi,conj.: if not for
704,美容,měiróng,improve looks
705,某某,mǒumǒu,a certain person
706,版画,bǎnhuà,"print making, graphic_art, engraving, graphic art, print, woodcut, zincograph, etching, block print"
707,查缉,cháqì,investigate and seize
708,老板娘,lǎobǎnniáng,"missis, missus, shopkeeper's wife, proprietress"
709,预,yū,"in advance, beforehand"
710,名人,míngrén,"notability, luminary, celebrity, don, celeb, hotshot, lion, famous person, eminent peron, anybody, name, adept, star, figure, man of mark, proficient, performer, personality, social lion, nob, famous peron, guiding light, article, eminent person, boss, famous/eminent person, famous, toff, leading light, notable, swell, personage"
711,放开,fàngkāi,"set free, release, unhand, let go of, unclinch, unclasp, have a free hand in doing sth., unstop, unloose, slip, let go"
712,名列,míngliè,be listed/placed
713,安理会,ānlǐhuì,"Security Council, (U.N.) Security Council"
714,成见,chéngjiàn,"preconceived notion, preconceived opinion, preconception, prejudice, bias, parti pris, prepossession, preconceived idea"
715,底片,dǐpiàn,"negative, photographic plate"
716,合资,hézī,"joint venture, collect money, pool capital, raise funds, enter into partnership"
717,回升,huíshēng,"rise again (after a fall), pick up"
718,形容词,xíngróngcí,"attribute, descriptive adjective, adjective, agreement, adverb, qualifying adjective, adjectival, attributive, epithet"
719,州立,zhōulì,"state, state-established"
720,序列,xùliè,"alignment, order, sequence, sequence-class, array, consecution"
721,走近,zǒujìn,approach
722,免不了,miǎnbùliǎo,unavoidably
723,扛,kāng,"carry on the shoulder, carry on shoulder, carry together, lift with both hands, shoulder"
724,尖,jiān,"sharp-pointed, piercing, cuspidal, shrill, sharp"
725,身分证,shēnfènzhèng,"ID, identity_card, I.D., identification card, identity"
726,租用,zūyòng,rent (for use)
727,殷切,yīnqiè,"ardent, eager"
728,纯真,chúnzhēn,"pure, sincere"
729,统一,tǒngyī,UNI-PRESIDENT ENTERPRISES CORP
730,偶然,ǒurán,"accidentally, occasionally"
731,时,shí,m.[standard]
732,狭义,xiáyì,narrow sense
733,扇,shàn,m.[general]
734,甜蜜,tiánmì,"sweet, happy"
735,采访,cǎifǎng,interview
736,租用,zūyòng,rent (for use)
737,祖父,zǔfù,"grandad, gramps, grandfather, grandsire, (paternal) grandfather, granddad, grandpa, granddaddy"
738,掌控,zhǎngkòng,control
739,迷你,mínǐ,mini
740,查缉,cháqì,investigate and seize
741,冷战,lěngzhàn,cold war
742,甜蜜,tiánmì,"sweet, happy"
743,泉州,quánzhōu,"Chuanchow, Chuanzhou"
744,洋溢,yángyì,"reek, brim with, be permeated with, overflow"
745,寄给,jìgěi,send to
746,杭州,hángzhōu,"Hangchow, Hangzhou, Hangzhou (capital of Zhejiang)"
747,第一线,dìyīxiàn,"forefront, front/first line"
748,真心,zhēnxīn,"sincere, genuine, true"
749,为难,wéinán,"disoblige, feel awkward, make things difficult for, create difficulties, feel embarrassed, embarrass, create difficulties (for sb.), be in a quandary, snarl, torment, bewilder, ride, bewildering"
750,风采,fēngcǎi,"carriage, graceful bearing, colour, mien, elegant demeanour, literary grace, elegant demeanor"
751,套,tào,"encase, overlap, interlink, harness, hitch up, model on/after, copy, pump sb. about sth."
752,甚多,shènduō,"many, much"
753,排行,páiháng,seniority among siblings
754,前瞻性,qiánzhānxìng,forward looking
755,旋转,xuánzhuǎn,"revolve, gyrate, spin"
756,珊瑚,shānhú,"red coral, precious coral, coralline, coral"
757,政见,zhèngjiàn,"politics, political sympathies, political view"
758,拜会,bàihuì,pay sb. a visit
759,放过,fàngguò,"let off, let slip, forgive, let off/slip, slip"
760,炫耀,xuànyào,"show_off, prank, flourish, boast, show off, strut, sport, splurge, swank, flaunt, make a display of, feature, brandish, flash"
761,团长,tuánzhǎng,"head of delegation, regimental commander, head of troupe/etc., chief of a delegation, head of a troupe, troupe, head of delegation/troupe/etc., chairman of a delegation, chief of a troupe, colonel, head of a delegation, etc."
762,遥测,yáocè,telemeter
763,确切,quèqiè,"correct, accurate, clear and unambiguous, precise, exact, definite, tangible"
764,调查员,diàocháyuán,"surveyor, agent, investigator, federal agent"
765,调降,tiáojiàng,lower (price/volume/etc.)
766,论述,lùnshù,exposition and argumentation
767,遣返,qiǎnfǎn,repatriate
768,弹琴,tánqín,"play stringed instrument, pluck, play, play keyboard instrument, play stringed, keyboard instrument"
769,殴打,ōudǎ,"beat up, come to blows"
770,踏实,tàshí,"dependable, at ease, solid"
771,钢筋,gāngjīn,steel reinforcing bar
772,电路,diànlù,(electric) circuit
773,敷衍,fūyǎn,"elaborate, fudge, treat sb. lightly, treat sb. lightly/flippantly, treat sb. flippantly, expound, perfunctory, flippantly, elaboration, go through the motions, be perfunctory, irresponsible, skimp along, skimp along (in a task)"
774,福尔摩沙,fúěrmóshā,Formosa
775,遣返,qiǎnfǎn,repatriate
776,拥,yǒng,"embrace, hold"
777,说词,shuōcí,excuse
778,提报,tíbào,report
779,电器,diànqì,electrical equipment/appliance
780,解答,jiědá,"answer, explain"
781,艺廊,yìláng,art gallery
782,暴涨,bàozhǎng,rise suddenly and sharply (of floods/prices/etc.)
783,爱乐,àiyuè,philharmonic
784,溪水,xīshuǐ,"rivulet, mountain stream"
785,躲避,duǒbì,"hide (oneself), elude, dodge"
786,傻,shǎ,"stupid, muddleheaded, stunned, silly"
787,抢救,qiǎngjiù,rush to save
788,落伍,luòwǔ,"straggle, drop out, be outdated"
789,过日子,guòrìzi5,"live, get along, practice economy"
790,黄河,huánghé,Yellow River
791,声望,shēngwàng,"mana, celebrity, character, prestige, odour, repute, fame, name, prestigiousness, caste, renown, reputation, popularity"
792,尊,zūn,m.[general]
793,催眠,cuīmián,"lull, hypnotize, mesmerize, hypnotic, lull (to sleep)"
794,笔触,bǐchù,"brush stroke in Ch. painting and calligraphy, brushwork, style of drawing/writing"
795,落伍,luòwǔ,"straggle, drop out, be outdated"
796,抢救,qiǎngjiù,rush to save
797,厨师,chúshī,"cook, chef"
798,殴打,ōudǎ,"beat up, come to blows"
799,庆幸,qìngxìng,rejoice at a good outcome
800,款项,kuǎnxiàng,"a sum of money, fund"
801,引诱,yǐnyòu,"lure, seduce"
802,刀,dāo,m.[standard]
803,山羊,shānyáng,goat
804,子宫,zǐgōng,"venter, womb, belly, wame, uterus, uterine, matrix"
805,用人,yòngrén,"make use of personnel, employ people"
806,上岸,shàngàn,"set ashore, set down, go ashore, shore, debark, disembark, land"
807,公克,gōngkè,m.[standard]
808,引诱,yǐnyòu,"lure, seduce"
809,才艺,cáiyì,"accomplishment, talent and skill, perfection, acquire"
810,不便,búbiàn,"inconveniently, inappropriately"
811,水墨画,shuǐmòhuà,"wash painting, wash_drawing, ink and wash"
812,反对党,fǎnduìdǎng,"enemy, opponent, opposition, opposition party, the Opposition, foeman, the opposition, foe"
813,生产线,shēngchǎnxiàn,"assembly line, line, production line, production_line, assemble line"
814,地质,dìzhí,geology
815,渡,dù,"cross (river/sea/etc.), tide over, ferry across"
816,继而,jìér,"then, afterwards"
817,触角,chùjiǎo,"antenna, feeler"
818,关岛,guāndǎo,Guam
819,读到,dúdào,read
820,礼品,lǐpǐn,"present, beneficence, gift"
821,中文系,zhōngwénxì,Chinese Literature Department
822,犯错,fàncuò,"make mistake, err"
823,刘邦,liúbāng,"founder of Han Dynasty, reigned as Gaozu"
824,获悉,huòxī,"have, understand, get_onto, learn, learn (of an event)"
825,获准,huòzhǔn,"get_into, obtain permission"
826,获益,huòyì,"be benefited, obtain profit, profit by, benefit, do good, benefit from"
827,遥测,yáocè,telemeter
828,外套,wàitào,"stragulum, overclothes, outerwear, pall, surcoat, overcoat, loose coat, greatcoat, manta, outer garment, topcoat, coat, bolero, lagging, benny"
829,二胡,èrhú,alto fiddle
830,用处,yòngchù,"use, value, practical application, function, purpose, point, usefulness, mileage, role"
831,十二指肠,shíèrzhǐcháng,duodenum
832,上当,shàngdàng,"be duped, be taken in, get_stuck, be fooled, be tricked"
833,暴涨,bàozhǎng,rise suddenly and sharply (of floods/prices/etc.)
834,牛郎,nióuláng,"cowpuncher, cowboy, broncobuster, the cowherd in the legend ""the Cowherd and Girl We, legendary Cowherd"
835,刊出,kānchū,publish
836,共通,gòngtōng,"all, applicable to all, applicable to both, applicable to both/all"
837,用具,yòngjù,"kit, thing, fixing, tool, apparatus, appliance, instrument, outfitting, fitting, tackle, implement, utensil, outfit"
838,失调,shītiáo,"lose balance, dislocate"
839,左右,zuǒyòu,"master, control, influence"
840,比喻,bǐyū,"metaphor, analogy"
841,犯错,fàncuò,"make mistake, err"
842,倒楣,dǎoméi,"be out of luck, be unlucky"
843,争吵,zhēngchǎo,"quarrel, wrangle"
844,孤儿,gūér,orphan
845,并发症,bìngfāzhèng,syndrome
846,印制,yìnzhì,"character, print"
847,吃到,chīdào,"taste, eat"
848,求职,qiúzhí,seek for job
849,海鲜,hǎixiān,seafood
850,降落,jiàngluò,"descend, land, drop (in water level, etc.)"
851,求职,qiúzhí,seek for job
852,波及,bōjí,"affect, spread to"
853,收,shōu,"collect, gather"
854,科学院,kēxuéyuàn,"Chinese Academy of Sciences, Academy of Science, academy of sciences"
855,信箱,xìnxiāng,"post-office box, mailbox, letter_box, letter box, postbox, box"
856,降落,jiàngluò,"descend, land, drop (in water level, etc.)"
857,室友,shìyǒu,"housemate, chum, roommate, chummy, roomie"
858,招募,zhāomù,"recruit, enlist"
859,保密,bǎomì,"maintain secrecy, hide, conceal, keep sth. secret, keep secret, hold_back"
860,版面,bǎnmiàn,"typeface, layout/makeup of printed sheet, layout, page, layout of printed sheet, makeup of printed sheet, space of a whole page"
861,秉持,bǐngchí,hold (a conviction/attitude)
862,皇室,huángshì,"imperial family/house, royalty, imperial house, royal_family, imperial family, royal house, royal line, house, royal family"
863,受骗,shòupiàn,"be taken in, be fooled, be cheated, be deceived, bite"
864,属下,shǔxià,subordinate
865,刑事,xíngshì,"criminal, penal"
866,居家,jūjiā,be at home
867,阳,yáng,"positive/active/male principle in nature, sun, south of a hill, north of a river, male genitals"
868,良知,liángzhī,"sense of right and wrong, innate knowledge, intuitive knowledge, conscience, understanding friend, moral consciousness, moral sense, scruples"
869,成名,chéngmíng,"become famous, make name for oneself"
870,划船,huáchuán,paddle/row boat
871,成名,chéngmíng,"become famous, make name for oneself"
872,困惑,kùnhuò,"perplexed, puzzled"
873,灰,huī,"ash, dust"
874,有情,yǒuqíng,"warm, affectionate, endowed with feeling/sentience"
875,肝病,gānbìng,"liverish, liver disease"
876,吃饱,chībǎo,eat one's fill
877,伴侣,bànlǔ,"companion, mate, helpmate, coachfellow, familiar, partner, fere, company"
878,地处,dìchǔ,be situated/located
879,困惑,kùnhuò,"perplexed, puzzled"
880,光电,guāngdiàn,photoelectricity
881,划船,huáchuán,paddle/row boat
882,企图,qìtú,attempt
883,杜鹃,dùjuān,cuckoo
884,高昂,gāoáng,"held high (head/etc.), high, elated, exalted"
885,鬼神,guǐshén,supernatural beings
886,讨,tǎo,"demand, dun, marry (a woman)"
887,愉悦,yūyuè,"cheerful, delighted"
888,清楚,qīngchǔ,understand clearly
889,国宝,guóbǎo,national treasure
890,消逝,xiāoshì,"die/fade away, vanish, elapse"
891,逃走,táozǒu,"run away, flee"
892,高空,gāokōng,"high altitude, upper air"
893,这样一来,zhèyàngyīlái,thus
894,趁着,chènzhe5,while
895,密,mì,"dense, thick, intimate, close"
896,梅花,méihuā,"plum blossom, clubs (on playing cards), wintersweet"
897,软片,ruǎnpiàn,film (in a roll)
898,乾乾淨淨,gāngānjìngjìng,"clean, neat and tidy"
899,运送,yùnsòng,"transport, convey"
900,眉毛,méimáo,"eyebrow, brow"
901,帛琉,bóliú,Palau
902,专柜,zhuānguì,shoppe
903,迫不及待,pòbùjídài,too impatient to wait
904,俱,jù,"all, everyone"
905,跑道,pǎodào,"track, lane, starting-rail, runway, course, chicane, tract, racetrack, racecourse, raceway"
906,专程,zhuānchéng,special trip
907,招募,zhāomù,"recruit, enlist"
908,唇,chún,lip
909,花儿,huāér,"flower, NW China festival folk songs, flowers"
910,争吵,zhēngchǎo,"quarrel, wrangle"
911,波及,bōjí,"affect, spread to"
912,美味,měiwèi,"delicious, dainty"
913,为限,wéixiàn,"be within the limit of, as limit"
914,责任感,zérèngǎn,sense of responsibility/duty
915,愉悦,yūyuè,"cheerful, delighted"
916,纺织,fǎngzhī,"spinning and weaving, textile"
917,淡水河,dànshuǐhé,Tamsui River
918,衰,shuāi,"decline, wane"
919,脱颖而出,tuōyǐngérchū,"stand out, leap out, come to the fore, jump out, jump, show itself"
920,晒,shài,"air, cold-shoulder, soak up sun, sun-dry, shine on, sun upturned soil"
921,扫描器,sǎomiáoqì,scanner
922,捷克,jiékè,Czechoslovakia
923,纺织,fǎngzhī,"spinning and weaving, textile"
924,掩饰,yǎnshì,"cover up, gloss over"
925,满满,mǎnmǎn,filled to capacity
926,机组,jīzǔ,"crew, flight crew, set, unit"
927,迟到,chídào,"tardy, be late, arrive late, be/come/arrive late, come, late, come/arrive late, be"
928,缔造,dìzào,"found, create"
929,谋求,móuqiú,"go for, be in quest of, seek to gain, strive for, endeavor, try for, seek"
930,操纵,cāozòng,"operate, control, rig, manipulate"
931,幕,mù,"curtain, screen, tent"
932,嘴唇,zuǐchún,"lip, lips, kisser"
933,赌,dǔ,"gamble, bet"
934,压低,yādī,"weight down, lower (voice/etc.)"
935,盘子,pánzi5,"plate, pan, salver, bowl, dish, tray"
936,实况,shíkuàng,actual situation/happening
937,歌星,gēxīng,singing star
938,数值,shùzhí,"numerical value, amount, number"
939,意图,yìtú,intent
940,导盲犬,dǎomángquǎn,guide dog
941,裤子,kùzi5,"breeches, pant, unmentionables, britches, trouser, continuation, breeks, bags, unmentionable, inexpressible, pants, pantaloon, trousers"
942,学运,xuéyùn,student movement
943,感伤,gǎnshāng,"be sad, be sentimental"
944,装修,zhuāngxiū,"repair, renovate (house/etc.), decorate, renovate (house, etc.), renovate, furnish, renovation, fit up"
945,反共,fǎngòng,"anti-communist, anticommunism"
946,水域,shuǐyū,"water, waters, water area, body of water"
947,复健,fùjiàn,rehabilitate
948,传入,chuánrù,import
949,董监事,dǒngjiānshì,director and member of supervisory board
950,新庄,xīnzhuāng,Hsin Chuang
951,感伤,gǎnshāng,"be sad, be sentimental"
952,意味,yìwèi,"meaning, significance, implication, interest, overtone, flavor"
953,奖品,jiǎngpǐn,"accolade, gainings, trophy, award, prize, prix, gree"
