
爸爸 妈妈 已经 老 了 。,爸爸妈妈已经老了。,bàbà māmā yǐjīng lǎo le 。,Mom and Dad are already old.,[sound:hsk2_grammar_sent91.mp3],:: 已经 + (很 +) Adj. + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
已经 很 便宜 了 。,已经很便宜了。,yǐjīng hěn biànyí le 。,It's already very cheap.,[sound:hsk2_grammar_sent92.mp3],:: 已经 + (很 +) Adj. + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
你 女朋友 已经 很 漂亮 了！,你女朋友已经很漂亮了！,nǐ nv̌péngyǒu yǐjīng hěn piāoliàng le！,Your girlfriend is already pretty!,[sound:hsk2_grammar_sent93.mp3],:: 已经 + (很 +) Adj. + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI28
你 的 感冒 已经 好 了 吗 ？,你的感冒已经好了吗？,nǐ de gǎnmào yǐjīng hǎo le ma ？,Is your cold cured?,[sound:hsk2_grammar_sent94.mp3],:: 已经 + (很 +) Adj. + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
已经 很 晚 了，我们 走 吧 。,已经很晚了，我们走吧。,yǐjīng hěn wǎn le，wǒmen zǒu ba 。,"It's very late, let's go.",[sound:hsk2_grammar_sent95.mp3],:: 已经 + (很 +) Adj. + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
已经 11点 了，女儿 还 没 回来 。,已经11点了，女儿还没回来。,yǐjīng 11diǎn le，nv̌ér huán méi húilái 。,It's 11 o'clock and my daughter hasn't returned.,[sound:hsk2_grammar_sent96.mp3],:: 已经 + Time + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
爷爷 已经 八十五 岁 了 。,爷爷已经八十五岁了。,yéyé yǐjīng bāshíwǔ sùi le 。,Grandpa is eighty-five years old.,[sound:hsk2_grammar_sent97.mp3],:: 已经 + Time + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
我 学习 中文 已经 一 年 了 。,我学习中文已经一年了。,wǒ xuéxí zhōngwén yǐjīng yī nián le 。,I have been learning Chinese for a year.,[sound:hsk2_grammar_sent98.mp3],:: 已经 + Time + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
他 在 洗手间 里 已经 半 个 小时 了 。,他在洗手间里已经半个小时了。,tā zài xǐshǒujiān lǐ yǐjīng bàn gè xiǎoshí le 。,He has been in the bathroom for half an hour.,[sound:hsk2_grammar_sent99.mp3],:: 已经 + Time + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
爸爸 去 北京 出差 已经 两 天 了 。,爸爸去北京出差已经两天了。,bàbà qù běijīng chūchà yǐjīng liǎng tiān le 。,My father has been on a business trip to Beijing for two days.,[sound:hsk2_grammar_sent100.mp3],:: 已经 + Time + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
我 已经 不 喜欢 你 了 。,我已经不喜欢你了。,wǒ yǐjīng bù xǐhuān nǐ le 。,I don't like you anymore.,[sound:hsk2_grammar_sent101.mp3],:: 已经 + 不 + Verb + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
他 已经 不 爱 他 的 猫 了 。,他已经不爱他的猫了。,tā yǐjīng bù ài tā de māo le 。,He no longer loves his cat.,[sound:hsk2_grammar_sent102.mp3],:: 已经 + 不 + Verb + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
他们 已经 不 住 在 中国 了 。,他们已经不住在中国了。,tāmen yǐjīng bù zhù zài zhōngguó le 。,They no longer live in China.,[sound:hsk2_grammar_sent103.mp3],:: 已经 + 不 + Verb + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI27
我 已经 不 需要 父母 的 钱 了 。,我已经不需要父母的钱了。,wǒ yǐjīng bù xūyào fùmǔ de qián le 。,I don't need my parents' money anymore.,[sound:hsk2_grammar_sent104.mp3],:: 已经 + 不 + Verb + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI28
你 已经 不 在 Google 工作 了 吗 ？,你 已经 不 在Google工作 了 吗？,nǐ yǐjīng bù zài Google gōngzuò le ma ？,Do you already work at Google?,[sound:hsk2_grammar_sent105.mp3],:: 已经 + 不 + Verb + 了 ::,Emphasizing,"Expressing ""already"" with ""yijing""",https://resources.allsetlearning.com/chinese/grammar/ASGNXI29
她 有 一 个 弟弟，还 有 一 个 妹妹 。,她有一个弟弟，还有一个妹妹。,tā yǒu yī gè dìdì，huán yǒu yī gè mèimèi 。,She has a younger brother and a younger sister.,[sound:hsk2_grammar_sent106.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
我 老板 会 说 法语，还 会 说 日语 。,我老板会说法语，还会说日语。,wǒ lǎobǎn hùi shuō fǎyǔ，huán hùi shuō rìyǔ 。,My boss speaks French and Japanese.,[sound:hsk2_grammar_sent107.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
你 要 一 杯 咖啡，还 要 什么 ？,你要一杯咖啡，还要什么？,nǐ yào yī bēi kāfēi，huán yào shíyāo ？,What do you want for a cup of coffee?,[sound:hsk2_grammar_sent108.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
我 想 吃 冰淇淋，还 想 吃 汉堡 。,我想吃冰淇淋，还想吃汉堡。,wǒ xiǎng chī bīngqílín，huán xiǎng chī hànbǎo 。,I want ice cream and burgers.,[sound:hsk2_grammar_sent109.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
爸爸 有 一个 小米 手机，还 有 一个 iPhone 。,爸爸有一个小米手机，还有一个iPhone。,bàbà yǒu yīgè xiǎomǐ shǒujī，huán yǒu yīgè iPhone 。,Dad has a Xiaomi phone and an iPhone.,[sound:hsk2_grammar_sent110.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
你 晚上 在家 做 了 作业，还 做 了 什么 ？,你晚上在家做了作业，还做了什么？,nǐ wǎnshàng zàijiā zuò le zuòyè，huán zuò le shíyāo ？,"You did your homework at night, what else did you do?",[sound:hsk2_grammar_sent111.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
他 结婚 的 时候，请 了 同事，还 请 了 谁 ？,他结婚的时候，请了同事，还请了谁？,tā jiéhūn de shíhòu，qǐng le tóngshì，huán qǐng le shúi ？,"When he got married, he invited a colleague, and who else?",[sound:hsk2_grammar_sent112.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
生日 的 时候，我们 会 吃 蛋糕，还 要 送 礼物 。,生日的时候，我们会吃蛋糕，还要送礼物。,shēngrì de shíhòu，wǒmen hùi chī dàngāo，huán yào sòng lǐwù 。,"On birthday, we will eat cakes and give gifts.",[sound:hsk2_grammar_sent113.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
去 美国 要 带 钱、护照，还 要 带 什么 ？,去美国要带钱、护照，还要带什么？,qù měiguó yào dài qián、hùzhào，huán yào dài shíyāo ？,What do I need to bring money and passport to the United States?,[sound:hsk2_grammar_sent114.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
他 做 了 饭 ， 还 洗 了 碗 。,他做了饭，还洗了碗。,tā zuò le fàn ， huán xǐ le wǎn 。,He cooked and washed the dishes.,[sound:hsk2_grammar_sent115.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
她 也 洗 了 碗 。,她也洗了碗。,tā yě xǐ le wǎn 。,She also washed the dishes.,[sound:hsk2_grammar_sent116.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
我 洗 了 澡， 还 洗 了 衣服 。,我洗了澡，还洗了衣服。,wǒ xǐ le zǎo， huán xǐ le yīfú 。,I took a shower and washed my clothes.,[sound:hsk2_grammar_sent117.mp3],:: Subj. + Verb + Obj. 1， 还 + Verb + Obj. 2 ::,"Giving alternatives, Connecting ideas","Expressing ""and also"" with ""hai""",https://resources.allsetlearning.com/chinese/grammar/ASGJBZKC
我 马上 就 来 。,我马上就来。,wǒ mǎshàng jìu lái 。,I will be here soon.,[sound:hsk2_grammar_sent118.mp3],:: Subj. + Time + 就 + Verb ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
米饭 二十 分钟 就 好 。,米饭二十分钟就好。,mǐfàn èrshí fēnzhōng jìu hǎo 。,Rice is just twenty minutes.,[sound:hsk2_grammar_sent119.mp3],:: Subj. + Time + 就 + Verb ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
你们 现在 就 出门 吗 ？,你们现在就出门吗？,nǐmen xiànzài jìu chūmén ma ？,Are you going out now?,[sound:hsk2_grammar_sent120.mp3],:: Subj. + Time + 就 + Verb ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
他们 一会儿 就 到 。,他们一会儿就到。,tāmen yīhùiér jìu dào 。,They will arrive in a moment.,[sound:hsk2_grammar_sent121.mp3],:: Subj. + Time + 就 + Verb ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
老板 明天 就 回来 。,老板明天就回来。,lǎobǎn míngtiān jìu húilái 。,The boss will be back tomorrow.,[sound:hsk2_grammar_sent122.mp3],:: Subj. + Time + 就 + Verb ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
我们 九点 上课 ，他 八点 就 来 了 。,我们九点上课，他八点就来了。,wǒmen jǐudiǎn shàngkè ，tā bādiǎn jìu lái le 。,"We have class at nine, and he will come at eight.",[sound:hsk2_grammar_sent123.mp3],:: Subj. + [Point in Time] + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
飞机 十点 起飞 ，他 六点 就 到 机场 了 。,飞机十点起飞，他六点就到机场了。,fēijī shídiǎn qǐfēi ，tā lìudiǎn jìu dào jīcháng le 。,The plane took off at ten o'clock and he arrived at the airport at six o'clock.,[sound:hsk2_grammar_sent124.mp3],:: Subj. + [Point in Time] + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
我 昨晚 八 点 半 就 睡觉 了 。,我昨晚八点半就睡觉了。,wǒ zuówǎn bā diǎn bàn jìu shùijué le 。,I went to bed at 8:30 last night.,[sound:hsk2_grammar_sent125.mp3],:: Subj. + [Point in Time] + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
她 十八 岁 就 大学 毕业 了 。,她十八岁就大学毕业了。,tā shíbā sùi jìu dàxué bìyè le 。,She graduated from college when she was eighteen.,[sound:hsk2_grammar_sent126.mp3],:: Subj. + [Point in Time] + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
你 一 个 晚上 就 看 完 了 ？,你一个晚上就看完了？,nǐ yī gè wǎnshàng jìu kàn wán le ？,You finished it in one night?,[sound:hsk2_grammar_sent127.mp3],:: Subj. + [Point in Time] + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
他 十 分钟 就 做完 了 。,他十分钟就做完了。,tā shí fēnzhōng jìu zuòwán le 。,He finished in ten minutes.,[sound:hsk2_grammar_sent128.mp3],:: Subj. + [Point in Time] + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
我 早就 知道 了 ！,我早就知道了！,wǒ zǎojìu zhīdào le ！,I already knew!,[sound:hsk2_grammar_sent129.mp3],:: Subj. + Time Period + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
她 早就 结婚 了 。,她早就结婚了。,tā zǎojìu jiéhūn le 。,She has long been married.,[sound:hsk2_grammar_sent130.mp3],:: Subj. + Time Period + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
他们 早就 分手 了 。,他们早就分手了。,tāmen zǎojìu fēnshǒu le 。,They broke up long ago.,[sound:hsk2_grammar_sent131.mp3],:: Subj. + Time Period + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
我们 早就 毕业 了 。,我们早就毕业了。,wǒmen zǎojìu bìyè le 。,We have long since graduated.,[sound:hsk2_grammar_sent132.mp3],:: Subj. + Time Period + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
我 早就 跟 你 说 过 ，他 不 是 好人 。,我早就跟你说过，他不是好人。,wǒ zǎojìu gēn nǐ shuō guò ，tā bù shì hǎorén 。,I told you long ago that he is not a good person.,[sound:hsk2_grammar_sent133.mp3],:: Subj. + Time Period + 就 + Verb + 了 ::,"Sequencing events in time, Expressing time and date, Expressing attitude","Expressing earliness with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGKITRZ
你 喜欢 喝 奶茶，我们 就 买 奶茶 吧 。,你喜欢喝奶茶，我们就买奶茶吧。,nǐ xǐhuān hē nǎichá，wǒmen jìu mǎi nǎichá ba 。,"If you like milk tea, let's buy milk tea.",[sound:hsk2_grammar_sent134.mp3],":: ..., 就 + Verb Phrase ::",Expressing attitude,"Expressing ""then"" with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGEB54D
你 最 有 经验，就 听 你的 吧 。,你最有经验，就听你的吧。,nǐ zùi yǒu jīngyàn，jìu tīng nǐde ba 。,"You have the most experience, just listen to you.",[sound:hsk2_grammar_sent135.mp3],":: ..., 就 + Verb Phrase ::",Expressing attitude,"Expressing ""then"" with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGEB54D
我 听到 这个 坏 消息，就 给 你 打 电话 了 。,我听到这个坏消息，就给你打电话了。,wǒ tīngdào zhègè huài xiāoxī，jìu gěi nǐ dǎ diànhuà le 。,I heard the bad news and called you.,[sound:hsk2_grammar_sent136.mp3],":: ..., 就 + Verb Phrase ::",Expressing attitude,"Expressing ""then"" with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGEB54D
你 现在 身体 不 好，就 不 要 喝酒 了 。,你现在身体不好，就不要喝酒了。,nǐ xiànzài shēntǐ bù hǎo，jìu bù yào hējǐu le 。,"If you are in poor health, don't drink.",[sound:hsk2_grammar_sent137.mp3],":: ..., 就 + Verb Phrase ::",Expressing attitude,"Expressing ""then"" with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGEB54D
他 最近 太 累 了，就 生病 了 。,他最近太累了，就生病了。,tā zùijìn tài lèi le，jìu shēngbìng le 。,He has been too tired recently and has become ill.,[sound:hsk2_grammar_sent138.mp3],":: ..., 就 + Verb Phrase ::",Expressing attitude,"Expressing ""then"" with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGEB54D
今天 下雨，我们 就 不 出去 了 。,今天下雨，我们就不出去了。,jīntiān xiàyǔ，wǒmen jìu bù chūqù le 。,It's raining today and we won't go out.,[sound:hsk2_grammar_sent139.mp3],":: ..., 就 + Verb Phrase ::",Expressing attitude,"Expressing ""then"" with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGEB54D
他 妈妈 没有 给 他 买 书包，他 就 哭 了 。,他妈妈没有给他买书包，他就哭了。,tā māmā méiyǒu gěi tā mǎi shūbāo，tā jìu kū le 。,"His mother didn't buy him a schoolbag, so he cried.",[sound:hsk2_grammar_sent140.mp3],":: ..., 就 + Verb Phrase ::",Expressing attitude,"Expressing ""then"" with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGEB54D
就 在 这 家 店 吃饭 吧，那 家 店 人 太 多 了 。,就在这家店吃饭吧，那家店人太多了。,jìu zài zhè jiā diàn chīfàn ba，nà jiā diàn rén tài duō le 。,"Just eat at this store, there are too many people in that store.",[sound:hsk2_grammar_sent141.mp3],":: ..., 就 + Verb Phrase ::",Expressing attitude,"Expressing ""then"" with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGEB54D
就 去 看 电影 吧 。,就去看电影吧。,jìu qù kàn diànyǐng ba 。,Just go to the movies.,[sound:hsk2_grammar_sent142.mp3],":: ..., 就 + Verb Phrase ::",Expressing attitude,"Expressing ""then"" with ""jiu""",https://resources.allsetlearning.com/chinese/grammar/ASGEB54D
别 喝 太 多 。,别喝太多。,bié hē tài duō 。,Don't drink too much.,[sound:hsk2_grammar_sent143.mp3],:: 别 + Verb (+ Obj.) ::,"Denying and refusing, Giving commands","Negative commands with ""bie""",https://resources.allsetlearning.com/chinese/grammar/ASG9W0UX
喝酒 以后 别 开车 。,喝酒以后别开车。,hējǐu yǐhòu bié kāichē 。,Don't drive after drinking.,[sound:hsk2_grammar_sent144.mp3],:: 别 + Verb (+ Obj.) ::,"Denying and refusing, Giving commands","Negative commands with ""bie""",https://resources.allsetlearning.com/chinese/grammar/ASG9W0UX
吃饭 的 时候 别 玩 手机 。,吃饭的时候别玩手机。,chīfàn de shíhòu bié wán shǒujī 。,Don't play with your mobile phone while eating.,[sound:hsk2_grammar_sent145.mp3],:: 别 + Verb (+ Obj.) ::,"Denying and refusing, Giving commands","Negative commands with ""bie""",https://resources.allsetlearning.com/chinese/grammar/ASG9W0UX
上课 的 时候 别 说 英文 。,上课的时候别说英文。,shàngkè de shíhòu bié shuō yīngwén 。,Don't speak English during class.,[sound:hsk2_grammar_sent146.mp3],:: 别 + Verb (+ Obj.) ::,"Denying and refusing, Giving commands","Negative commands with ""bie""",https://resources.allsetlearning.com/chinese/grammar/ASG9W0UX
她 多 高 ？,她多高？,tā duō gāo ？,How tall is she?,[sound:hsk2_grammar_sent147.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你家 多 大 ？,你家多大？,nǐjiā duō dà ？,How big is your home?,[sound:hsk2_grammar_sent148.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 的 孩子 多 大 ？,你的孩子多大？,nǐ de háizǐ duō dà ？,How old are you children?,[sound:hsk2_grammar_sent149.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
黄河 多 长 ？,黄河多长？,huánghé duō cháng ？,How long is the Yellow River?,[sound:hsk2_grammar_sent150.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 家 离 这儿 多 远 ？,你家离这儿多远？,nǐ jiā lí zhèér duō yuǎn ？,How far is your home from here?,[sound:hsk2_grammar_sent151.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 要 在 美国 待 多 久 ？,你要在美国待多久？,nǐ yào zài měiguó dài duō jǐu ？,How long will you stay in the United States?,[sound:hsk2_grammar_sent152.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
这些 东西 多 重 ？,这些东西多重？,zhèxiē dōngxī duō zhòng ？,How heavy are these things?,[sound:hsk2_grammar_sent153.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 知道 我们 现在 多 胖 吗 ？,你知道我们现在多胖吗？,nǐ zhīdào wǒmen xiànzài duō pàng ma ？,Do you know how fat we are now?,[sound:hsk2_grammar_sent154.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 知道 这里 的 冬天 多 冷 吗 ？,你知道这里的冬天多冷吗？,nǐ zhīdào zhèlǐ de dōngtiān duō lěng ma ？,Do you know how cold it is in winter?,[sound:hsk2_grammar_sent155.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
你 知道 上海 的 房子 多 贵 吗 ？,你知道上海的房子多贵吗？,nǐ zhīdào shànghǎi de fángzǐ duō gùi ma ？,Do you know how expensive a house in Shanghai is?,[sound:hsk2_grammar_sent156.mp3],:: Subj. + 多 + Adj. ? ::,"Asking questions, Adding more explanation, Expressing quality","Asking about degree with ""duo""",https://resources.allsetlearning.com/chinese/grammar/ASG9LLJU
我 有点 饿 。,我有点饿。,wǒ yǒudiǎn è 。,I am a little hungry.,[sound:hsk2_grammar_sent157.mp3],:: Subj. + 有一点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
这个 菜 有点 辣 。,这个菜有点辣。,zhègè cài yǒudiǎn là 。,This dish is a bit spicy.,[sound:hsk2_grammar_sent158.mp3],:: Subj. + 有一点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
昨天 有一点 热 。,昨天有一点热。,zuótiān yǒuyīdiǎn rè 。,It was a little hot yesterday.,[sound:hsk2_grammar_sent159.mp3],:: Subj. + 有一点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
上海 的 冬天 有一点 冷 。,上海的冬天有一点冷。,shànghǎi de dōngtiān yǒuyīdiǎn lěng 。,Winter in Shanghai is a bit cold.,[sound:hsk2_grammar_sent160.mp3],:: Subj. + 有一点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
我弟弟 有点 胖 。,我弟弟有点胖。,wǒdìdì yǒudiǎn pàng 。,My brother is a bit fat.,[sound:hsk2_grammar_sent161.mp3],:: Subj. + 有点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
今天 有点 累 。,今天有点累。,jīntiān yǒudiǎn lèi 。,I'm a little tired today.,[sound:hsk2_grammar_sent162.mp3],:: Subj. + 有点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
这个 月 公司 有点 忙 。,这个月公司有点忙。,zhègè yuè gōngsī yǒudiǎn máng 。,The company is a little busy this month.,[sound:hsk2_grammar_sent163.mp3],:: Subj. + 有点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
这 个 地方 有点 吵 ，我们 走吧 。,这个地方有点吵，我们走吧。,zhè gè dìfāng yǒudiǎn chǎo ，wǒmen zǒuba 。,"This place is a bit noisy, let's go.",[sound:hsk2_grammar_sent164.mp3],:: Subj. + 有点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
爸爸 回来 有点 晚 ，妈妈 有点 不高兴 。,爸爸回来有点晚，妈妈有点不高兴。,bàbà húilái yǒudiǎn wǎn ，māmā yǒudiǎn bùgāoxīng 。,"Dad came back a little late, and mom was a little unhappy.",[sound:hsk2_grammar_sent165.mp3],:: Subj. + 有点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
老师 今天 有点 不 舒服 ，所以 没 来上课 。,老师今天有点不舒服，所以没来上课。,lǎoshī jīntiān yǒudiǎn bù shūfú ，suǒyǐ méi láishàngkè 。,"The teacher was a little uncomfortable today, so he didn't come to class",[sound:hsk2_grammar_sent166.mp3],:: Subj. + 有点(儿) + Adj. ::,"Adding more explanation, Expressing quality","Expressing ""a little too"" with ""you dian""",https://resources.allsetlearning.com/chinese/grammar/ASGPM3MY
